друг	determiner	mkd	друг	determiner	bul
Нухановиќ	properNoun	mkd	Нуханович	properNoun	bul
Нусановиќ	properNoun	mkd	Нусанович	properNoun	bul
Наџипашиќ	properNoun	mkd	Наджипашич	properNoun	bul
Надаревиќ	properNoun	mkd	Надаревич	properNoun	bul
Мучибабиќ	properNoun	mkd	Мучибабич	properNoun	bul
Музуровиќ	properNoun	mkd	Музурович	properNoun	bul
Мрваљевиќ	properNoun	mkd	Мрвалевич	properNoun	bul
Молошевиќ	properNoun	mkd	Молошевич	properNoun	bul
Мливончиќ	properNoun	mkd	Мливончич	properNoun	bul
Мијановиќ	properNoun	mkd	Миянович	properNoun	bul
Мисимовиќ	properNoun	mkd	Мисимович	properNoun	bul
Милохевиќ	properNoun	mkd	Милохевич	properNoun	bul
Милиновиќ	properNoun	mkd	Милинович	properNoun	bul
Миленовиќ	properNoun	mkd	Миленович	properNoun	bul
Милековиќ	properNoun	mkd	Милекович	properNoun	bul
Микулиќиќ	properNoun	mkd	Микуличич	properNoun	bul
Микеровиќ	properNoun	mkd	Микерович	properNoun	bul
Мајданчиќ	properNoun	mkd	Майданчич	properNoun	bul
Матуловиќ	properNoun	mkd	Матулович	properNoun	bul
Мартновиќ	properNoun	mkd	Мартнович	properNoun	bul
Марековиќ	properNoun	mkd	Марекович	properNoun	bul
Лијановиќ	properNoun	mkd	Лиянович	properNoun	bul
Колобариќ	properNoun	mkd	Колобарич	properNoun	bul
Коларевиќ	properNoun	mkd	Коларевич	properNoun	bul
Кокановиќ	properNoun	mkd	Коканович	properNoun	bul
Ковановиќ	properNoun	mkd	Кованович	properNoun	bul
Кичановиќ	properNoun	mkd	Кичанович	properNoun	bul
Катунариќ	properNoun	mkd	Катунарич	properNoun	bul
Капаковиќ	properNoun	mkd	Капакович	properNoun	bul
Ирибарниќ	properNoun	mkd	Ирибарнич	properNoun	bul
Имсиревиќ	properNoun	mkd	Имсиревич	properNoun	bul
Игњатовиќ	properNoun	mkd	Игнятович	properNoun	bul
Иванчевиќ	properNoun	mkd	Иванчевич	properNoun	bul
Ибрасагиќ	properNoun	mkd	Ибрасагич	properNoun	bul
Зиројевиќ	properNoun	mkd	Зиройевич	properNoun	bul
Жиовковиќ	properNoun	mkd	Жиовкович	properNoun	bul
Живоковиќ	properNoun	mkd	Живокович	properNoun	bul
Далибашиќ	properNoun	mkd	Далибашич	properNoun	bul
Давировиќ	properNoun	mkd	Давирович	properNoun	bul
Гавранчиќ	properNoun	mkd	Гавранчич	properNoun	bul
Вучуровиќ	properNoun	mkd	Вучурович	properNoun	bul
Вукасовиќ	properNoun	mkd	Вукасович	properNoun	bul
Вукановиќ	properNoun	mkd	Вуканович	properNoun	bul
Војуновиќ	properNoun	mkd	Воюнович	properNoun	bul
Водинелиќ	properNoun	mkd	Водинелич	properNoun	bul
Влајковиќ	properNoun	mkd	Влайкович	properNoun	bul
Васиљевиќ	properNoun	mkd	Василевич	properNoun	bul
Василевиќ	properNoun	mkd	Василевич	properNoun	bul
Букумириќ	properNoun	mkd	Букумирич	properNoun	bul
Будиселиќ	properNoun	mkd	Будиселич	properNoun	bul
Брајковиќ	properNoun	mkd	Брайкович	properNoun	bul
Брашњевиќ	properNoun	mkd	Брашневич	properNoun	bul
Божиловиќ	properNoun	mkd	Божилович	properNoun	bul
Богуновиќ	properNoun	mkd	Богунович	properNoun	bul
Богојевиќ	properNoun	mkd	Богойевич	properNoun	bul
Бешибашиќ	properNoun	mkd	Бешибашич	properNoun	bul
Бечирагиќ	properNoun	mkd	Бечирагич	properNoun	bul
Бечибашиќ	properNoun	mkd	Бечибашич	properNoun	bul
Бачиновиќ	properNoun	mkd	Бачинович	properNoun	bul
Батаковиќ	properNoun	mkd	Батакович	properNoun	bul
Ајдуковиќ	properNoun	mkd	Айдукович	properNoun	bul
Ајвановиќ	properNoun	mkd	Айванович	properNoun	bul
Ахметагиќ	properNoun	mkd	Ахметагич	properNoun	bul
Арамбашиќ	properNoun	mkd	Арамбашич	properNoun	bul
Абрашевиќ	properNoun	mkd	Абрашевич	properNoun	bul
Абрамовиќ	properNoun	mkd	Абрамович	properNoun	bul
Ќелекетиќ	properNoun	mkd	Келекетич	properNoun	bul
Љубојевиќ	properNoun	mkd	Любойевич	properNoun	bul
Јусуфовиќ	properNoun	mkd	Юсуфович	properNoun	bul
Јуриновиќ	properNoun	mkd	Юринович	properNoun	bul
Ѓујановиќ	properNoun	mkd	Гюянович	properNoun	bul
Чурковиќ	properNoun	mkd	Чуркович	properNoun	bul
Цвитешиќ	properNoun	mkd	Цвитешич	properNoun	bul
Хорватиќ	properNoun	mkd	Хорватич	properNoun	bul
Хајровиќ	properNoun	mkd	Хайрович	properNoun	bul
Франовиќ	properNoun	mkd	Франович	properNoun	bul
Удовичиќ	properNoun	mkd	Удовичич	properNoun	bul
Турајлиќ	properNoun	mkd	Турайлич	properNoun	bul
Требевиќ	properNoun	mkd	Требевич	properNoun	bul
Тонковиќ	properNoun	mkd	Тонкович	properNoun	bul
Терселиќ	properNoun	mkd	Терселич	properNoun	bul
Танковиќ	properNoun	mkd	Танкович	properNoun	bul
Стојиниќ	properNoun	mkd	Стойинич	properNoun	bul
Становиќ	properNoun	mkd	Станович	properNoun	bul
Слоковиќ	properNoun	mkd	Слокович	properNoun	bul
Скундриќ	properNoun	mkd	Скундрич	properNoun	bul
Симончиќ	properNoun	mkd	Симончич	properNoun	bul
Сејтаниќ	properNoun	mkd	Сейтанич	properNoun	bul
Свиличиќ	properNoun	mkd	Свиличич	properNoun	bul
Сарделиќ	properNoun	mkd	Сарделич	properNoun	bul
Савковиќ	properNoun	mkd	Савкович	properNoun	bul
Рајчевиќ	properNoun	mkd	Райчевич	properNoun	bul
Пурковиќ	properNoun	mkd	Пуркович	properNoun	bul
Планичиќ	properNoun	mkd	Планичич	properNoun	bul
Пантовиќ	properNoun	mkd	Пантович	properNoun	bul
Палвовиќ	properNoun	mkd	Палвович	properNoun	bul
Павличиќ	properNoun	mkd	Павличич	properNoun	bul
Оручевиќ	properNoun	mkd	Оручевич	properNoun	bul
Одаловиќ	properNoun	mkd	Одалович	properNoun	bul
Нурковиќ	properNoun	mkd	Нуркович	properNoun	bul
Новковиќ	properNoun	mkd	Новкович	properNoun	bul
Николииќ	properNoun	mkd	Николиич	properNoun	bul
Ненандиќ	properNoun	mkd	Ненандич	properNoun	bul
Миклашиќ	properNoun	mkd	Миклашич	properNoun	bul
Мешковиќ	properNoun	mkd	Мешкович	properNoun	bul
Метличиќ	properNoun	mkd	Метличич	properNoun	bul
Матиевиќ	properNoun	mkd	Матиевич	properNoun	bul
Маркешиќ	properNoun	mkd	Маркешич	properNoun	bul
Максумиќ	properNoun	mkd	Максумич	properNoun	bul
Лисчевиќ	properNoun	mkd	Лисчевич	properNoun	bul
Крижаниќ	properNoun	mkd	Крижанич	properNoun	bul
Кресовиќ	properNoun	mkd	Кресович	properNoun	bul
Краљевиќ	properNoun	mkd	Кралевич	properNoun	bul
Костаниќ	properNoun	mkd	Костанич	properNoun	bul
Капловиќ	properNoun	mkd	Каплович	properNoun	bul
Исановиќ	properNoun	mkd	Исанович	properNoun	bul
Икавониќ	properNoun	mkd	Икавонич	properNoun	bul
Ивошевиќ	properNoun	mkd	Ивошевич	properNoun	bul
Ивезовиќ	properNoun	mkd	Ивезович	properNoun	bul
Злоковиќ	properNoun	mkd	Злокович	properNoun	bul
Заимовиќ	properNoun	mkd	Заимович	properNoun	bul
Жељковиќ	properNoun	mkd	Желкович	properNoun	bul
Дујковиќ	properNoun	mkd	Дуйкович	properNoun	bul
Дршковиќ	properNoun	mkd	Дршкович	properNoun	bul
Дропулиќ	properNoun	mkd	Дропулич	properNoun	bul
Дресевиќ	properNoun	mkd	Дресевич	properNoun	bul
Достаниќ	properNoun	mkd	Достанич	properNoun	bul
Дилпариќ	properNoun	mkd	Дилпарич	properNoun	bul
Демирѓиќ	properNoun	mkd	Демиргич	properNoun	bul
Гундуриќ	properNoun	mkd	Гундурич	properNoun	bul
Грубишиќ	properNoun	mkd	Грубишич	properNoun	bul
Грубешиќ	properNoun	mkd	Грубешич	properNoun	bul
Гавраниќ	properNoun	mkd	Гавранич	properNoun	bul
Вучкевиќ	properNoun	mkd	Вучкевич	properNoun	bul
Вукојчиќ	properNoun	mkd	Вукойчич	properNoun	bul
Врачевиќ	properNoun	mkd	Врачевич	properNoun	bul
Војновиќ	properNoun	mkd	Войнович	properNoun	bul
Војковиќ	properNoun	mkd	Войкович	properNoun	bul
Витешкиќ	properNoun	mkd	Витешкич	properNoun	bul
Висковиќ	properNoun	mkd	Вискович	properNoun	bul
Весковиќ	properNoun	mkd	Вескович	properNoun	bul
Бороевиќ	properNoun	mkd	Бороевич	properNoun	bul
Беклевиќ	properNoun	mkd	Беклевич	properNoun	bul
Бачковиќ	properNoun	mkd	Бачкович	properNoun	bul
Бацковиќ	properNoun	mkd	Бацкович	properNoun	bul
Барбариќ	properNoun	mkd	Барбарич	properNoun	bul
Ајановиќ	properNoun	mkd	Аянович	properNoun	bul
Алибашиќ	properNoun	mkd	Алибашич	properNoun	bul
Ќирковиќ	properNoun	mkd	Киркович	properNoun	bul
Јојковиќ	properNoun	mkd	Йойкович	properNoun	bul
Јакновиќ	properNoun	mkd	Якнович	properNoun	bul
Ѓукновиќ	properNoun	mkd	Гюкнович	properNoun	bul
Ѓилерџиќ	properNoun	mkd	Джилерджич	properNoun	bul
Ѓерковиќ	properNoun	mkd	Джеркович	properNoun	bul
Ѓанковиќ	properNoun	mkd	Джанкович	properNoun	bul
Шкробиќ	properNoun	mkd	Шкробич	properNoun	bul
Шиминиќ	properNoun	mkd	Шиминич	properNoun	bul
Шекариќ	properNoun	mkd	Шекарич	properNoun	bul
Чуричиќ	properNoun	mkd	Чуричич	properNoun	bul
Чукотиќ	properNoun	mkd	Чукотич	properNoun	bul
Чукариќ	properNoun	mkd	Чукарич	properNoun	bul
Чатовиќ	properNoun	mkd	Чатович	properNoun	bul
Цукариќ	properNoun	mkd	Цукарич	properNoun	bul
Цековиќ	properNoun	mkd	Цекович	properNoun	bul
Хашечиќ	properNoun	mkd	Хашечич	properNoun	bul
Хамовиќ	properNoun	mkd	Хамович	properNoun	bul
Фрковиќ	properNoun	mkd	Фркович	properNoun	bul
Угрешиќ	properNoun	mkd	Угрешич	properNoun	bul
Томичиќ	properNoun	mkd	Томичич	properNoun	bul
Теризиќ	properNoun	mkd	Теризич	properNoun	bul
Суљагиќ	properNoun	mkd	Сулягич	properNoun	bul
Суровиќ	properNoun	mkd	Сурович	properNoun	bul
Стриниќ	properNoun	mkd	Стринич	properNoun	bul
Стојчиќ	properNoun	mkd	Стойчич	properNoun	bul
Стојкиќ	properNoun	mkd	Стойкич	properNoun	bul
Соколиќ	properNoun	mkd	Соколич	properNoun	bul
Скрбниќ	properNoun	mkd	Скрбнич	properNoun	bul
Сијачиќ	properNoun	mkd	Сиячич	properNoun	bul
Симуниќ	properNoun	mkd	Симунич	properNoun	bul
Сехагиќ	properNoun	mkd	Сехагич	properNoun	bul
Сеничиќ	properNoun	mkd	Сеничич	properNoun	bul
Секариќ	properNoun	mkd	Секарич	properNoun	bul
Саровиќ	properNoun	mkd	Сарович	properNoun	bul
Рубиниќ	properNoun	mkd	Рубинич	properNoun	bul
Рајачиќ	properNoun	mkd	Раячич	properNoun	bul
Расевиќ	properNoun	mkd	Расевич	properNoun	bul
Радојиќ	properNoun	mkd	Радойич	properNoun	bul
Пуришиќ	properNoun	mkd	Пуришич	properNoun	bul
Попадиќ	properNoun	mkd	Попадич	properNoun	bul
Поканиќ	properNoun	mkd	Поканич	properNoun	bul
Пејовиќ	properNoun	mkd	Пейович	properNoun	bul
Перушиќ	properNoun	mkd	Перушич	properNoun	bul
Пајовиќ	properNoun	mkd	Пайович	properNoun	bul
Пасовиќ	properNoun	mkd	Пасович	properNoun	bul
Палавиќ	properNoun	mkd	Палавич	properNoun	bul
Павичиќ	properNoun	mkd	Павичич	properNoun	bul
Павелиќ	properNoun	mkd	Павелич	properNoun	bul
Нововиќ	properNoun	mkd	Новович	properNoun	bul
Нишавиќ	properNoun	mkd	Нишавич	properNoun	bul
Никовиќ	properNoun	mkd	Никович	properNoun	bul
Ненезиќ	properNoun	mkd	Ненезич	properNoun	bul
Ненадиќ	properNoun	mkd	Ненадич	properNoun	bul
Мусовиќ	properNoun	mkd	Мусович	properNoun	bul
Мунитиќ	properNoun	mkd	Мунитич	properNoun	bul
Мрдовиќ	properNoun	mkd	Мрдович	properNoun	bul
Миљаниќ	properNoun	mkd	Милянич	properNoun	bul
Мијовиќ	properNoun	mkd	Мийович	properNoun	bul
Мијалиќ	properNoun	mkd	Миялич	properNoun	bul
Мишовиќ	properNoun	mkd	Мишович	properNoun	bul
Мишевиќ	properNoun	mkd	Мишевич	properNoun	bul
Мирошиќ	properNoun	mkd	Мирошич	properNoun	bul
Мирониќ	properNoun	mkd	Миронич	properNoun	bul
Милушиќ	properNoun	mkd	Милушич	properNoun	bul
Миличиќ	properNoun	mkd	Миличич	properNoun	bul
Микулиќ	properNoun	mkd	Микулич	properNoun	bul
Медениќ	properNoun	mkd	Меденич	properNoun	bul
Марушиќ	properNoun	mkd	Марушич	properNoun	bul
Маретиќ	properNoun	mkd	Маретич	properNoun	bul
Маковиќ	properNoun	mkd	Макович	properNoun	bul
Лопатиќ	properNoun	mkd	Лопатич	properNoun	bul
Лоловиќ	properNoun	mkd	Лолович	properNoun	bul
Лозаниќ	properNoun	mkd	Лозанич	properNoun	bul
Лековиќ	properNoun	mkd	Лекович	properNoun	bul
Лачевиќ	properNoun	mkd	Лачевич	properNoun	bul
Кривдиќ	properNoun	mkd	Кривдич	properNoun	bul
Корениќ	properNoun	mkd	Коренич	properNoun	bul
Ковачиќ	properNoun	mkd	Ковачич	properNoun	bul
Кобилиќ	properNoun	mkd	Кобилич	properNoun	bul
Катаниќ	properNoun	mkd	Катанич	properNoun	bul
Камериќ	properNoun	mkd	Камерич	properNoun	bul
Ивковиќ	properNoun	mkd	Ивкович	properNoun	bul
Зиловиќ	properNoun	mkd	Зилович	properNoun	bul
Ефендиќ	properNoun	mkd	Ефендич	properNoun	bul
Дујовиќ	properNoun	mkd	Дуйович	properNoun	bul
Дугалиќ	properNoun	mkd	Дугалич	properNoun	bul
Дрљевиќ	properNoun	mkd	Дрлевич	properNoun	bul
Диковиќ	properNoun	mkd	Дикович	properNoun	bul
Дековиќ	properNoun	mkd	Декович	properNoun	bul
Деканиќ	properNoun	mkd	Деканич	properNoun	bul
Грастиќ	properNoun	mkd	Грастич	properNoun	bul
Вучелиќ	properNoun	mkd	Вучелич	properNoun	bul
Вуќелиќ	properNoun	mkd	Вучелич	properNoun	bul
Вукориќ	properNoun	mkd	Вукорич	properNoun	bul
Врбосиќ	properNoun	mkd	Врбосич	properNoun	bul
Вранчиќ	properNoun	mkd	Вранчич	properNoun	bul
Вокалиќ	properNoun	mkd	Вокалич	properNoun	bul
Вилетиќ	properNoun	mkd	Вилетич	properNoun	bul
Весовиќ	properNoun	mkd	Весович	properNoun	bul
Варагиќ	properNoun	mkd	Варагич	properNoun	bul
Бојичиќ	properNoun	mkd	Бойичич	properNoun	bul
Бојевиќ	properNoun	mkd	Бойевич	properNoun	bul
Бозаниќ	properNoun	mkd	Бозанич	properNoun	bul
Божовиќ	properNoun	mkd	Божович	properNoun	bul
Боживиќ	properNoun	mkd	Боживич	properNoun	bul
Божевиќ	properNoun	mkd	Божевич	properNoun	bul
Благаиќ	properNoun	mkd	Благаич	properNoun	bul
Бецовиќ	properNoun	mkd	Бецович	properNoun	bul
Баковиќ	properNoun	mkd	Бакович	properNoun	bul
Арловиќ	properNoun	mkd	Арлович	properNoun	bul
Антовиќ	properNoun	mkd	Антович	properNoun	bul
Џуџевиќ	properNoun	mkd	Джуджевич	properNoun	bul
Јуричиќ	properNoun	mkd	Юричич	properNoun	bul
Јуревиќ	properNoun	mkd	Юревич	properNoun	bul
Јоловиќ	properNoun	mkd	Йолович	properNoun	bul
Јоковиќ	properNoun	mkd	Йокович	properNoun	bul
Јововиќ	properNoun	mkd	Йовович	properNoun	bul
Јериниќ	properNoun	mkd	Йеринич	properNoun	bul
Јелиниќ	properNoun	mkd	Йелинич	properNoun	bul
Ѓуретиќ	properNoun	mkd	Гюретич	properNoun	bul
Шркбиќ	properNoun	mkd	Шркбич	properNoun	bul
Шкрбиќ	properNoun	mkd	Шкрбич	properNoun	bul
Шкекиќ	properNoun	mkd	Шкекич	properNoun	bul
Ханџиќ	properNoun	mkd	Ханджич	properNoun	bul
Трмчиќ	properNoun	mkd	Трмчич	properNoun	bul
Топчиќ	properNoun	mkd	Топчич	properNoun	bul
Теслиќ	properNoun	mkd	Теслич	properNoun	bul
Тајдиќ	properNoun	mkd	Тайдич	properNoun	bul
Тадуиќ	properNoun	mkd	Тадуич	properNoun	bul
Счекиќ	properNoun	mkd	Счекич	properNoun	bul
Сточиќ	properNoun	mkd	Сточич	properNoun	bul
Столиќ	properNoun	mkd	Столич	properNoun	bul
Стокиќ	properNoun	mkd	Стокич	properNoun	bul
Стажиќ	properNoun	mkd	Стажич	properNoun	bul
Смајиќ	properNoun	mkd	Смайич	properNoun	bul
Скориќ	properNoun	mkd	Скорич	properNoun	bul
Ситкиќ	properNoun	mkd	Ситкич	properNoun	bul
Симшиќ	properNoun	mkd	Симшич	properNoun	bul
Симчиќ	properNoun	mkd	Симчич	properNoun	bul
Симсиќ	properNoun	mkd	Симсич	properNoun	bul
Сефтиќ	properNoun	mkd	Сефтич	properNoun	bul
Свилиќ	properNoun	mkd	Свилич	properNoun	bul
Сантиќ	properNoun	mkd	Сантич	properNoun	bul
Ропчиќ	properNoun	mkd	Ропчич	properNoun	bul
Ринчиќ	properNoun	mkd	Ринчич	properNoun	bul
Ранкиќ	properNoun	mkd	Ранкич	properNoun	bul
Пиргиќ	properNoun	mkd	Пиргич	properNoun	bul
Першиќ	properNoun	mkd	Першич	properNoun	bul
Персиќ	properNoun	mkd	Персич	properNoun	bul
Паовиќ	properNoun	mkd	Паович	properNoun	bul
Нојкиќ	properNoun	mkd	Нойкич	properNoun	bul
Ноикиќ	properNoun	mkd	Ноикич	properNoun	bul
Настиќ	properNoun	mkd	Настич	properNoun	bul
Нанџиќ	properNoun	mkd	Нанджич	properNoun	bul
Мракиќ	properNoun	mkd	Мракич	properNoun	bul
Мирчиќ	properNoun	mkd	Мирчич	properNoun	bul
Милтиќ	properNoun	mkd	Милтич	properNoun	bul
Малдиќ	properNoun	mkd	Малдич	properNoun	bul
Луксиќ	properNoun	mkd	Луксич	properNoun	bul
Лајсиќ	properNoun	mkd	Лайсич	properNoun	bul
Лаушиќ	properNoun	mkd	Лаушич	properNoun	bul
Крилиќ	properNoun	mkd	Крилич	properNoun	bul
Крешиќ	properNoun	mkd	Крешич	properNoun	bul
Кресиќ	properNoun	mkd	Кресич	properNoun	bul
Клепиќ	properNoun	mkd	Клепич	properNoun	bul
Клајиќ	properNoun	mkd	Клайич	properNoun	bul
Катниќ	properNoun	mkd	Катнич	properNoun	bul
Карџиќ	properNoun	mkd	Карджич	properNoun	bul
Кадриќ	properNoun	mkd	Кадрич	properNoun	bul
Икониќ	properNoun	mkd	Иконич	properNoun	bul
Ивешиќ	properNoun	mkd	Ивешич	properNoun	bul
Ивезиќ	properNoun	mkd	Ивезич	properNoun	bul
Зјајиќ	properNoun	mkd	Зяйич	properNoun	bul
Зрнчиќ	properNoun	mkd	Зрнчич	properNoun	bul
Ждериќ	properNoun	mkd	Ждерич	properNoun	bul
Дериќ	properNoun	mkd	Дерич	properNoun	bul
Дјериќ	properNoun	mkd	Дерич	properNoun	bul
Девчиќ	properNoun	mkd	Девчич	properNoun	bul
Дарвиќ	properNoun	mkd	Дарвич	properNoun	bul
Глишиќ	properNoun	mkd	Глишич	properNoun	bul
Вујчиќ	properNoun	mkd	Вуйчич	properNoun	bul
Вуксиќ	properNoun	mkd	Вуксич	properNoun	bul
Враниќ	properNoun	mkd	Вранич	properNoun	bul
Влајиќ	properNoun	mkd	Влайич	properNoun	bul
Виолиќ	properNoun	mkd	Виолич	properNoun	bul
Бљајиќ	properNoun	mkd	Бляйич	properNoun	bul
Булаиќ	properNoun	mkd	Булаич	properNoun	bul
Буквиќ	properNoun	mkd	Буквич	properNoun	bul
Братиќ	properNoun	mkd	Братич	properNoun	bul
Благиќ	properNoun	mkd	Благич	properNoun	bul
Бербиќ	properNoun	mkd	Бербич	properNoun	bul
Барчиќ	properNoun	mkd	Барчич	properNoun	bul
Јанчиќ	properNoun	mkd	Янчич	properNoun	bul
Јаксиќ	properNoun	mkd	Яксич	properNoun	bul
Ѓурѓиќ	properNoun	mkd	Гюргич	properNoun	bul
Шуњиќ	properNoun	mkd	Шунич	properNoun	bul
Шуљиќ	properNoun	mkd	Шулич	properNoun	bul
Шујиќ	properNoun	mkd	Шуйич	properNoun	bul
Шошиќ	properNoun	mkd	Шошич	properNoun	bul
Шехиќ	properNoun	mkd	Шехич	properNoun	bul
Шариќ	properNoun	mkd	Шарич	properNoun	bul
Чучиќ	properNoun	mkd	Чучич	properNoun	bul
Чуриќ	properNoun	mkd	Чурич	properNoun	bul
Чесиќ	properNoun	mkd	Чесич	properNoun	bul
Чациќ	properNoun	mkd	Чацич	properNoun	bul
Цилиќ	properNoun	mkd	Цилич	properNoun	bul
Цавиќ	properNoun	mkd	Цавич	properNoun	bul
Хуљиќ	properNoun	mkd	Хулич	properNoun	bul
Хубиќ	properNoun	mkd	Хубич	properNoun	bul
Толиќ	properNoun	mkd	Толич	properNoun	bul
Токиќ	properNoun	mkd	Токич	properNoun	bul
Тичиќ	properNoun	mkd	Тичич	properNoun	bul
Тезиќ	properNoun	mkd	Тезич	properNoun	bul
Суњиќ	properNoun	mkd	Сунич	properNoun	bul
Стоиќ	properNoun	mkd	Стоич	properNoun	bul
Сојиќ	properNoun	mkd	Сойич	properNoun	bul
Сехиќ	properNoun	mkd	Сехич	properNoun	bul
Сериќ	properNoun	mkd	Серич	properNoun	bul
Севиќ	properNoun	mkd	Севич	properNoun	bul
Ружиќ	properNoun	mkd	Ружич	properNoun	bul
Рувиќ	properNoun	mkd	Рувич	properNoun	bul
Росиќ	properNoun	mkd	Росич	properNoun	bul
Рдаиќ	properNoun	mkd	Рдаич	properNoun	bul
Пушиќ	properNoun	mkd	Пушич	properNoun	bul
Прпиќ	properNoun	mkd	Прпич	properNoun	bul
Полиќ	properNoun	mkd	Полич	properNoun	bul
Петиќ	properNoun	mkd	Петич	properNoun	bul
Песиќ	properNoun	mkd	Песич	properNoun	bul
Пекиќ	properNoun	mkd	Пекич	properNoun	bul
Пашиќ	properNoun	mkd	Пашич	properNoun	bul
Никиќ	properNoun	mkd	Никич	properNoun	bul
Недиќ	properNoun	mkd	Недич	properNoun	bul
Мујиќ	properNoun	mkd	Муйич	properNoun	bul
Мусиќ	properNoun	mkd	Мусич	properNoun	bul
Мршиќ	properNoun	mkd	Мршич	properNoun	bul
Мичиќ	properNoun	mkd	Мичич	properNoun	bul
Миќиќ	properNoun	mkd	Мичич	properNoun	bul
Мијиќ	properNoun	mkd	Мийич	properNoun	bul
Мехиќ	properNoun	mkd	Мехич	properNoun	bul
Метиќ	properNoun	mkd	Метич	properNoun	bul
Мемиќ	properNoun	mkd	Мемич	properNoun	bul
Машиќ	properNoun	mkd	Машич	properNoun	bul
Ловиќ	properNoun	mkd	Лович	properNoun	bul
Лечиќ	properNoun	mkd	Лечич	properNoun	bul
Лесиќ	properNoun	mkd	Лесич	properNoun	bul
Лекиќ	properNoun	mkd	Лекич	properNoun	bul
Лазиќ	properNoun	mkd	Лазич	properNoun	bul
Ладиќ	properNoun	mkd	Ладич	properNoun	bul
Кочиќ	properNoun	mkd	Кочич	properNoun	bul
Кориќ	properNoun	mkd	Корич	properNoun	bul
Кењиќ	properNoun	mkd	Кенич	properNoun	bul
Кенјиќ	properNoun	mkd	Кенич	properNoun	bul
Каџиќ	properNoun	mkd	Каджич	properNoun	bul
Ипсиќ	properNoun	mkd	Ипсич	properNoun	bul
Имвиќ	properNoun	mkd	Имвич	properNoun	bul
Зириќ	properNoun	mkd	Зирич	properNoun	bul
Зизиќ	properNoun	mkd	Зизич	properNoun	bul
Зениќ	properNoun	mkd	Зенич	properNoun	bul
Зекиќ	properNoun	mkd	Зекич	properNoun	bul
Жижиќ	properNoun	mkd	Жижич	properNoun	bul
Жариќ	properNoun	mkd	Жарич	properNoun	bul
Дуриќ	properNoun	mkd	Дурич	properNoun	bul
Дуниќ	properNoun	mkd	Дунич	properNoun	bul
Дичиќ	properNoun	mkd	Дичич	properNoun	bul
Девиќ	properNoun	mkd	Девич	properNoun	bul
Дакиќ	properNoun	mkd	Дакич	properNoun	bul
Гутиќ	properNoun	mkd	Гутич	properNoun	bul
Гудиќ	properNoun	mkd	Гудич	properNoun	bul
Грчиќ	properNoun	mkd	Грчич	properNoun	bul
Груиќ	properNoun	mkd	Груич	properNoun	bul
Гегиќ	properNoun	mkd	Гегич	properNoun	bul
Ганиќ	properNoun	mkd	Ганич	properNoun	bul
Вукиќ	properNoun	mkd	Вукич	properNoun	bul
Вркиќ	properNoun	mkd	Вркич	properNoun	bul
Висиќ	properNoun	mkd	Висич	properNoun	bul
Ваниќ	properNoun	mkd	Ванич	properNoun	bul
Брџиќ	properNoun	mkd	Брджич	properNoun	bul
Ботиќ	properNoun	mkd	Ботич	properNoun	bul
Бишиќ	properNoun	mkd	Бишич	properNoun	bul
Бисиќ	properNoun	mkd	Бисич	properNoun	bul
Бесиќ	properNoun	mkd	Бесич	properNoun	bul
Бекиќ	properNoun	mkd	Бекич	properNoun	bul
Балиќ	properNoun	mkd	Балич	properNoun	bul
Јучиќ	properNoun	mkd	Ючич	properNoun	bul
Јусиќ	properNoun	mkd	Юсич	properNoun	bul
Јојиќ	properNoun	mkd	Йойич	properNoun	bul
Јохиќ	properNoun	mkd	Йохич	properNoun	bul
Јотиќ	properNoun	mkd	Йотич	properNoun	bul
Јосиќ	properNoun	mkd	Йосич	properNoun	bul
Јозиќ	properNoun	mkd	Йозич	properNoun	bul
Јевиќ	properNoun	mkd	Йевич	properNoun	bul
Јариќ	properNoun	mkd	Ярич	properNoun	bul
Јалиќ	properNoun	mkd	Ялич	properNoun	bul
Руиќ	properNoun	mkd	Руич	properNoun	bul
Нуиќ	properNoun	mkd	Нуич	properNoun	bul
Аниќ	properNoun	mkd	Анич	properNoun	bul
Белорусија	properNoun	mkd	Беларус	properNoun	bul
Брчко	properNoun	mkd	Бръчко	properNoun	bul
Сараево	properNoun	mkd	Сараево	properNoun	bul
Гренланд	properNoun	mkd	Гренландия	properNoun	bul
Јамбол	properNoun	mkd	Ямбол	properNoun	bul
Јапонија	properNoun	mkd	Япония	properNoun	bul
Југославија	properNoun	mkd	Югославия	properNoun	bul
Љубљана	properNoun	mkd	Любляна	properNoun	bul
Њујорк	properNoun	mkd	Ню Йорк	properNoun	bul
Гоце Делчев	properNoun	mkd	Гоце Делчев	properNoun	bul
Ќустендил	properNoun	mkd	Кюстендил	properNoun	bul
Авганистан	properNoun	mkd	Афганистан	properNoun	bul
Австралија	properNoun	mkd	Австралия	properNoun	bul
Австрија	properNoun	mkd	Австрия	properNoun	bul
Азербејџан	properNoun	mkd	Азербайджан	properNoun	bul
Азија	properNoun	mkd	Азия	properNoun	bul
Албанија	properNoun	mkd	Албания	properNoun	bul
Александрополис	properNoun	mkd	Александруполис	properNoun	bul
Александрополис	properNoun	mkd	Александрополис	properNoun	bul
Америка	properNoun	mkd	Америка	properNoun	bul
Англија	properNoun	mkd	Англия	properNoun	bul
Анкара	properNoun	mkd	Анкара	properNoun	bul
