"France"-properNoun-fr "Francia"-properNoun-es
"droit"-noun-fr "derecho"-noun-es
"rayonnant"-adjective-fr "radiante"-adjective-es
"abîme"-noun-fr "abismo"-noun-es
"onzième"-adjective-fr "undécimo"-adjective-es
"Aché"-noun-fr "Aché"-noun-es
"institut"-noun-fr "instituto"-noun-es
"capital"-adjective-fr "capital"-adjective-es
"égouts"-noun-fr "alcantarillado"-noun-es
"Aznavour"-properNoun-fr "Aznavour"-properNoun-es
"alignement"-noun-fr "alineación"-noun-es
"Zidane"-properNoun-fr "Zidane"-properNoun-es
"fromage"-noun-fr "queso"-noun-es
"armoire"-noun-fr "armario"-noun-es
"attirer"-verb-fr "atraer"-verb-es
"Calin Popescu-Tariceanu"-properNoun-fr "Calin Popescu-Tariceanu"-properNoun-es
"acide"-noun-fr "ácido"-noun-es
"Montañana"-properNoun-fr "Montañana"-properNoun-es
"réélection"-noun-fr "reelección"-noun-es
"ouïr"-verb-fr "sentir"-verb-es
"mêler"-verb-fr "mezclar"-verb-es
"Orsay"-properNoun-fr "Orsay"-properNoun-es
"ambiguïté"-noun-fr "ambigüedad"-noun-es
"Marisol"-properNoun-fr "Marisol"-properNoun-es
"inhibiteur"-noun-fr "inhibidor"-noun-es
"parent"-noun-fr "pariente"-noun-es
"légèrement"-adverb-fr "levemente"-adverb-es
"légèrement"-adverb-fr "livianamente"-adverb-es
"légèrement"-adverb-fr "ligeramente"-adverb-es
"Paolo"-properNoun-fr "Paolo"-properNoun-es
"collatéral"-adjective-fr "colateral"-adjective-es
"Francis"-properNoun-fr "Francis"-properNoun-es
"Bernadette"-properNoun-fr "Bernadette"-properNoun-es
"détection"-noun-fr "detección"-noun-es
"Castille"-properNoun-fr "Castilla"-properNoun-es
"chambre basse"-noun-fr "cámara baja"-noun-es
"conformément à"-preposition-fr "en conformidad con"-preposition-es
"conformément à"-preposition-fr "de conformidad con"-preposition-es
"conformément à"-preposition-fr "conforme a"-preposition-es
"mer Argentine"-properNoun-fr "Mar Argentino"-properNoun-es
"ratifier"-verb-fr "ratificar"-verb-es
"Abdelhadi"-properNoun-fr "Abdelhadi"-properNoun-es
"radicaliser"-verb-fr "radicalizar"-verb-es
"avertir"-verb-fr "advertir"-verb-es
"confraternité"-noun-fr "confraternidad"-noun-es
"taper dans le mille"-verb-fr "dar en el blanco"-verb-es
"au moment de"-preposition-fr "en el momento de"-preposition-es
"au moment de"-preposition-fr "en el acto de"-preposition-es
"langue"-noun-fr "lengua"-noun-es
"langue"-noun-fr "habla"-noun-es
"Bas-Rhin"-properNoun-fr "Bajo Rin"-properNoun-es
"Palmyra"-properNoun-fr "Palmyra"-properNoun-es
"Athletic"-properNoun-fr "Athletic"-properNoun-es
"Carlos"-properNoun-fr "Carlos"-properNoun-es
"LUX"-noun-fr "LUX"-noun-es
"culture"-noun-fr "cultivo"-noun-es
"culture"-noun-fr "cultura"-noun-es
"anthropologique"-adjective-fr "antropológico"-adjective-es
"Arbeloa"-properNoun-fr "Arbeloa"-properNoun-es
"lunaire"-adjective-fr "lunar"-adjective-es
"Abulala"-properNoun-fr "Abulala"-properNoun-es
"étonnant"-adjective-fr "sorprendente"-adjective-es
"étonnant"-adjective-fr "asombroso"-adjective-es
"commérage"-noun-fr "cotilleo"-noun-es
"Stephen Harper"-properNoun-fr "Stephen Harper"-properNoun-es
"muraille"-noun-fr "muralla"-noun-es
"Faysal IIème"-properNoun-fr "Faisal II"-properNoun-es
"cordialement"-adverb-fr "cordialmente"-adverb-es
"costumer"-verb-fr "disfrazar"-verb-es
"de temps en autre"-adverb-fr "de cuando en cuando"-adverb-es
"Düsseldorf"-properNoun-fr "Düsseldorf"-properNoun-es
"Ottawa"-properNoun-fr "Ottawa"-properNoun-es
"sieste"-noun-fr "siesta"-noun-es
"grave"-adjective-fr "grave"-adjective-es
"Maputo"-properNoun-fr "Maputo"-properNoun-es
"nullité"-noun-fr "nulidad"-noun-es
"imaginer"-verb-fr "imaginar"-verb-es
"subside"-noun-fr "subsidio"-noun-es
"antiglobalisation"-noun-fr "antiglobalización"-noun-es
"social"-adjective-fr "social"-adjective-es
"fatiguer"-verb-fr "cansar"-verb-es
"agriculture"-noun-fr "agricultura"-noun-es
"répliquer"-verb-fr "replicar"-verb-es
"vite"-adverb-fr "rápidamente"-adverb-es
"dévouement"-noun-fr "dedicación"-noun-es
"dévouement"-noun-fr "devoción"-noun-es
"opérations"-noun-fr "operativa"-noun-es
"service d'information"-noun-fr "servicio informativo"-noun-es
"audience"-noun-fr "audiencia"-noun-es
"perruque"-noun-fr "peluca"-noun-es
"Rhin"-properNoun-fr "Rin"-properNoun-es
"Etxegi"-properNoun-fr "Etxegi"-properNoun-es
"Livonie"-properNoun-fr "Livonia"-properNoun-es
"Juli"-properNoun-fr "Juli"-properNoun-es
"Côme"-properNoun-fr "Como"-properNoun-es
"contractuel"-adjective-fr "contractual"-adjective-es
"payer sauf bonne fin"-verb-fr "abonar salvo buen fin"-verb-es
"indirect"-adjective-fr "indirecto"-adjective-es
"allaitement"-noun-fr "lactancia"-noun-es
"Gordon"-properNoun-fr "Gordon"-properNoun-es
"Abaunza"-properNoun-fr "Abaunza"-properNoun-es
"Alice au pays des merveilles"-properNoun-fr "Alicia en el país de las maravillas"-properNoun-es
"horoscope"-noun-fr "horóscopo"-noun-es
"Ingelectric"-properNoun-fr "Ingelectric"-properNoun-es
"crédible"-adjective-fr "creíble"-adjective-es
"persister"-verb-fr "persistir"-verb-es
"dentiste"-noun-fr "dentista"-noun-es
"Caucase"-properNoun-fr "Caúcaso"-properNoun-es
"Caucase"-properNoun-fr "Cáucaso"-properNoun-es
"obligation"-noun-fr "obligación"-noun-es
"intenter"-verb-fr "entablar"-verb-es
"Itoiz"-properNoun-fr "Itoiz"-properNoun-es
"violon"-noun-fr "violín"-noun-es
"Toulon"-properNoun-fr "Toulon"-properNoun-es
"Toulon"-properNoun-fr "Tolón"-properNoun-es
"promettre"-verb-fr "prometer"-verb-es
"Murat"-properNoun-fr "Murat"-properNoun-es
"Amédée de Savoie"-properNoun-fr "Amadeo de Saboya"-properNoun-es
"capillaire"-adjective-fr "capilar"-adjective-es
"facette"-noun-fr "faceta"-noun-es
"polémique"-adjective-fr "polémico"-adjective-es
"repêchage"-noun-fr "repesca"-noun-es
"colloque"-noun-fr "coloquio"-noun-es
"Andrzej"-properNoun-fr "Andrzej"-properNoun-es
"progressiste"-adjective-fr "progresista"-adjective-es
"centimètre"-noun-fr "centímetro"-noun-es
"grotesque"-adjective-fr "grotesco"-adjective-es
"solde"-noun-fr "saldo"-noun-es
"Jema"-properNoun-fr "Jema"-properNoun-es
"thalassothérapie"-noun-fr "talasoterapia"-noun-es
"Agustines"-properNoun-fr "Agustinas"-properNoun-es
"total"-adjective-fr "total"-adjective-es
"cactus"-noun-fr "cactus"-noun-es
"Benoit"-properNoun-fr "Benoit"-properNoun-es
"KIA"-properNoun-fr "KIA"-properNoun-es
"Bruges"-properNoun-fr "Brujas"-properNoun-es
"élaborer"-verb-fr "idear"-verb-es
"élaborer"-verb-fr "elaborar"-verb-es
"SGS"-noun-fr "SGS"-noun-es
"ARCIS"-noun-fr "ARCIS"-noun-es
"Issey"-properNoun-fr "Issey"-properNoun-es
"Fabien"-properNoun-fr "Fabien"-properNoun-es
"Ahmed"-properNoun-fr "Ahmed"-properNoun-es
"épanouir"-verb-fr "abrir"-verb-es
"recopier"-verb-fr "copiar"-verb-es
"John Compton"-properNoun-fr "John Compton"-properNoun-es
"Haute Autriche"-properNoun-fr "Alta Austria"-properNoun-es
"Roschdy"-properNoun-fr "Roschdy"-properNoun-es
"obsèques"-noun-fr "funeral"-noun-es
"autodétermination"-noun-fr "autodeterminación"-noun-es
"Zaïre"-properNoun-fr "Zaire"-properNoun-es
"Phénicie"-properNoun-fr "Fenicia"-properNoun-es
"insister"-verb-fr "insistir"-verb-es
"patinage"-noun-fr "patinaje"-noun-es
"Alcoy"-properNoun-fr "Alcoy"-properNoun-es
"alcool"-noun-fr "alcohol"-noun-es
"journal"-noun-fr "periódico"-noun-es
"journal"-noun-fr "rotativo"-noun-es
"EHAK"-noun-fr "EHAK"-noun-es
"Arequipa"-properNoun-fr "Arequipa"-properNoun-es
"dedans"-adverb-fr "dentro"-adverb-es
"gagnant"-noun-fr "ganador"-noun-es
"sur douze mois"-adjective-fr "interanual"-adjective-es
"Oise"-properNoun-fr "Oise"-properNoun-es
"norme"-noun-fr "norma"-noun-es
"Gorka"-properNoun-fr "Gorka"-properNoun-es
"botanique"-adjective-fr "botánico"-adjective-es
"dernier"-adjective-fr "último"-adjective-es
"articuler"-verb-fr "articular"-verb-es
"manie"-noun-fr "manía"-noun-es
"polyvalent"-adjective-fr "polivalente"-adjective-es
"polyvalent"-adjective-fr "polifacético"-adjective-es
"Buenos Aires"-properNoun-fr "Buenos Aires"-properNoun-es
"amène"-adjective-fr "ameno"-adjective-es
"pas"-noun-fr "paso"-noun-es
"viabilité"-noun-fr "viabilidad"-noun-es
"gasoil"-noun-fr "gasóleo"-noun-es
"gentilhomme"-noun-fr "hidalgo"-noun-es
"teinture"-noun-fr "tintura"-noun-es
"teinture"-noun-fr "tinte"-noun-es
"doubler"-verb-fr "duplicar"-verb-es
"Jan"-properNoun-fr "Jan"-properNoun-es
"proposition"-noun-fr "propuesta"-noun-es
"proposition"-noun-fr "proposición"-noun-es
"Lafarge Ciments"-properNoun-fr "Lafarge Ciments"-properNoun-es
"incitation fiscale"-noun-fr "incentivo fiscal"-noun-es
"Nacho"-properNoun-fr "Nacho"-properNoun-es
"pour ainsi dire"-adverb-fr "por así decirlo"-adverb-es
"SG21"-noun-fr "SG21"-noun-es
"vigueur"-noun-fr "vigencia"-noun-es
"vigueur"-noun-fr "vigor"-noun-es
"Verdun"-properNoun-fr "Verdun"-properNoun-es
"interopérabilité"-noun-fr "interoperabilidad"-noun-es
"urbanisme"-noun-fr "urbanismo"-noun-es
"impôt sur le revenu des personnes physiques"-noun-fr "impuesto sobre la renta de las personas físicas"-noun-es
"quatre-vingt-quatre"-numeral-fr "ochenta y cuatro"-numeral-es
"politique de respect de la vie privée"-noun-fr "política de privacidad"-noun-es
"quatre"-numeral-fr "cuatro"-numeral-es
"légion"-noun-fr "legión"-noun-es
"communiste"-adjective-fr "comunista"-adjective-es
"sixième"-adjective-fr "sexto"-adjective-es
"pêche côtière"-noun-fr "pesca de bajura"-noun-es
"histoire"-noun-fr "historia"-noun-es
"riverain"-adjective-fr "ribereño"-adjective-es
"Bacchus"-properNoun-fr "Baco"-properNoun-es
"Arganda"-properNoun-fr "Arganda"-properNoun-es
"directeur"-noun-fr "director"-noun-es
"raz-de-marée"-noun-fr "maremoto"-noun-es
"Fadura"-properNoun-fr "Fadura"-properNoun-es
"tantôt"-adverb-fr "luego"-adverb-es
"Imma"-properNoun-fr "Imma"-properNoun-es
"en fait"-adverb-fr "de hecho"-adverb-es
"presser"-verb-fr "acuciar"-verb-es
"Espasa"-properNoun-fr "Espasa"-properNoun-es
"continent"-noun-fr "continente"-noun-es
"Boulogne-sur-Mer"-properNoun-fr "Boulogne-sur-Mer"-properNoun-es
"célébrité"-noun-fr "celebridad"-noun-es
"à ce temps-là"-adverb-fr "en aquel tiempo"-adverb-es
"Marcelo"-properNoun-fr "Marcelo"-properNoun-es
"jouer"-verb-fr "actuar"-verb-es
"jouer"-verb-fr "jugar"-verb-es
"portraiturer"-verb-fr "retratar"-verb-es
"garant"-noun-fr "garante"-noun-es
"garant"-noun-fr "avalista"-noun-es
"Josu"-properNoun-fr "Josu"-properNoun-es
"préférentiel"-adjective-fr "preferente"-adjective-es
"Iván"-properNoun-fr "Iván"-properNoun-es
"accès"-noun-fr "acceso"-noun-es
"ligne d'eau"-noun-fr "línea de agua"-noun-es
"feuillet"-noun-fr "folio"-noun-es
"Cassandra"-properNoun-fr "Cassandra"-properNoun-es
"parachever"-verb-fr "rematar"-verb-es
"Guantanamo"-properNoun-fr "Guantánamo"-properNoun-es
"Tarawa"-properNoun-fr "Tarawa"-properNoun-es
"signe"-noun-fr "signo"-noun-es
"involontairement"-adverb-fr "involuntariamente"-adverb-es
"déploration"-noun-fr "deploración"-noun-es
"Konstantine Oustinovitch"-properNoun-fr "Konstantín Ustínovich"-properNoun-es
"instauration"-noun-fr "instauración"-noun-es
"arrière"-adjective-fr "posterior"-adjective-es
"lettre de change"-noun-fr "letra de cambio"-noun-es
"Aventis"-properNoun-fr "Aventis"-properNoun-es
"iota"-noun-fr "ápice"-noun-es
"adhérence"-noun-fr "adherencia"-noun-es
"rasséréner"-verb-fr "serenar"-verb-es
"lamentation"-noun-fr "lamento"-noun-es
"Fortis"-properNoun-fr "Fortis"-properNoun-es
"mistral"-noun-fr "mistral"-noun-es
"libéral"-adjective-fr "liberal"-adjective-es
"Marianne"-properNoun-fr "Marianne"-properNoun-es
"immobilier"-adjective-fr "inmobiliario"-adjective-es
"Stones"-properNoun-fr "Stones"-properNoun-es
"facilement"-adverb-fr "fácilmente"-adverb-es
"Arango"-properNoun-fr "Arango"-properNoun-es
"proprement"-adverb-fr "propiamente"-adverb-es
"blanc-noir"-adjective-fr "albinegro"-adjective-es
"bunker"-noun-fr "búnquer"-noun-es
"bunker"-noun-fr "bunker"-noun-es
"Chamonix"-properNoun-fr "Chamonix"-properNoun-es
"contenu"-noun-fr "contenido"-noun-es
"enfouir"-verb-fr "soterrar"-verb-es
"enfouir"-verb-fr "enterrar"-verb-es
"Union des Republiques Socialistes Soviétiques"-properNoun-fr "Unión de Repúblicas Socialistas Soviéticas"-properNoun-es
"scrupuleusement"-adverb-fr "escrupulosamente"-adverb-es
"Chequia"-properNoun-fr "República Checa"-properNoun-es
"fréquemment"-adverb-fr "frecuentemente"-adverb-es
"organisme de prêt"-noun-fr "entidad crediticia"-noun-es
"prédisposé"-adjective-fr "predispuesto"-adjective-es
"occurrence"-noun-fr "ocurrencia"-noun-es
"ajuster"-verb-fr "ajustar"-verb-es
"Aparcavisa"-properNoun-fr "Aparcavisa"-properNoun-es
"en revanche"-adverb-fr "en cambio"-adverb-es
"éventuellement"-adverb-fr "eventualmente"-adverb-es
"RAB"-noun-fr "RAB"-noun-es
"franchir"-verb-fr "superar"-verb-es
"franchir"-verb-fr "franquear"-verb-es
"fédéral"-adjective-fr "federal"-adjective-es
"atterrissage"-noun-fr "aterrizaje"-noun-es
"chuter"-verb-fr "caer"-verb-es
"recruter"-verb-fr "reclutar"-verb-es
"recruter"-verb-fr "contratar"-verb-es
"sous-variante"-noun-fr "subvariante"-noun-es
"Tolosa"-properNoun-fr "Tolosa"-properNoun-es
"terminologique"-adjective-fr "terminológico"-adjective-es
"valencien"-adjective-fr "valenciano"-adjective-es
"juge"-noun-fr "juez"-noun-es
"juge"-noun-fr "jueza"-noun-es
"quatorzième"-adjective-fr "decimocuarto"-adjective-es
"continental"-adjective-fr "continental"-adjective-es
"maximum"-noun-fr "máximo"-noun-es
"bannière"-noun-fr "bandera"-noun-es
"touristique"-adjective-fr "turístico"-adjective-es
"Barcelonès"-properNoun-fr "Barcelonès"-properNoun-es
"classement"-noun-fr "clasificación"-noun-es
"classement"-noun-fr "ranking"-noun-es
"sportif"-adjective-fr "deportivo"-adjective-es
"sportif"-adjective-fr "deportista"-adjective-es
"Aigüestortes et lac Saint Maurice"-properNoun-fr "Aigües Tortes y Lago de San Mauricio"-properNoun-es
"stimulant"-adjective-fr "estimulante"-adjective-es
"Enaitz"-properNoun-fr "Enaitz"-properNoun-es
"Tachkent"-properNoun-fr "Taskent"-properNoun-es
"Alfie"-properNoun-fr "Alfie"-properNoun-es
"Illyrie"-properNoun-fr "Iliria"-properNoun-es
"ménager"-verb-fr "manejar"-verb-es
"océan Antarctique"-properNoun-fr "Océano Antártico"-properNoun-es
"Union sud-africaine"-properNoun-fr "Unión Sudafricana"-properNoun-es
"Qatar"-properNoun-fr "Qatar"-properNoun-es
"Bruce"-properNoun-fr "Bruce"-properNoun-es
"imprimé"-noun-fr "impreso"-noun-es
"pratiquement"-adverb-fr "prácticamente"-adverb-es
"long"-noun-fr "longitud"-noun-es
"écouter"-verb-fr "escuchar"-verb-es
"écouter"-verb-fr "oír"-verb-es
"maîtrise"-noun-fr "dominio"-noun-es
"maîtrise"-noun-fr "maestría"-noun-es
"Catherine II la Grande"-properNoun-fr "Catalina II la Grande"-properNoun-es
"Cécilia"-properNoun-fr "Cécilia"-properNoun-es
"contrition"-noun-fr "contrición"-noun-es
"semblable"-adjective-fr "semejante"-adjective-es
"semblable"-adjective-fr "parejo"-adjective-es
"semblable"-adjective-fr "parecido"-adjective-es
"Tindouf"-properNoun-fr "Tinduf"-properNoun-es
"durant"-preposition-fr "durante"-preposition-es
"calciner"-verb-fr "calcinar"-verb-es
"DMOZ"-properNoun-fr "DMOZ"-properNoun-es
"solide"-adjective-fr "sólido"-adjective-es
"amical"-adjective-fr "amigable"-adjective-es
"amical"-adjective-fr "amistoso"-adjective-es
"horreur"-noun-fr "horror"-noun-es
"dénager"-verb-fr "remar en sentido contrario"-verb-es
"Haley"-properNoun-fr "Haley"-properNoun-es
"réinitialiser"-verb-fr "reiniciar"-verb-es
"Ikea"-properNoun-fr "Ikea"-properNoun-es
"logiquement"-adverb-fr "lógicamente"-adverb-es
"amendement"-noun-fr "enmienda"-noun-es
"Sergueï"-properNoun-fr "Sergueï"-properNoun-es
"Padrnos"-properNoun-fr "Padrnos"-properNoun-es
"anti-incendie"-noun-fr "anti-incendio"-noun-es
"héberger"-verb-fr "aposentar"-verb-es
"héberger"-verb-fr "albergar"-verb-es
"Dmitry"-properNoun-fr "Dmitry"-properNoun-es
"Saint-Kitts-et-Nevis"-properNoun-fr "San Cristobal y Nieves"-properNoun-es
"Saint-Kitts-et-Nevis"-properNoun-fr "Saint Kitts y Nevis"-properNoun-es
"prud'homme"-noun-fr "juez de lo social"-noun-es
"multiplication"-noun-fr "multiplicación"-noun-es
"Amestoi"-properNoun-fr "Amestoi"-properNoun-es
"externalisation"-noun-fr "externalización"-noun-es
"Carballo"-properNoun-fr "Carballo"-properNoun-es
"feuille"-noun-fr "hoja"-noun-es
"spéculatif"-adjective-fr "especulativo"-adjective-es
"fractionner"-verb-fr "fraccionar"-verb-es
"Sidi"-properNoun-fr "Sidi"-properNoun-es
"nuageux"-adjective-fr "nuboso"-adjective-es
"Albuera"-properNoun-fr "Albuera"-properNoun-es
"Anartz"-properNoun-fr "Anartz"-properNoun-es
"téléchargement"-noun-fr "descarga"-noun-es
"professionnalisme"-noun-fr "profesionalismo"-noun-es
"professionnalisme"-noun-fr "profesionalidad"-noun-es
"susceptibilité"-noun-fr "susceptibilidad"-noun-es
"mode de paiement"-noun-fr "forma de pago"-noun-es
"Guerre du Golfe"-properNoun-fr "Guerra del Golfo"-properNoun-es
"gramme"-noun-fr "gramo"-noun-es
"Andhra Pradesh"-properNoun-fr "Andhra Pradesh"-properNoun-es
"Giovanni"-properNoun-fr "Giovanni"-properNoun-es
"en dehors"-adverb-fr "fuera"-adverb-es
"biomasse"-noun-fr "biomasa"-noun-es
"responsabilité sociale des entreprises"-noun-fr "responsabilidad social empresarial"-noun-es
"responsabilité sociale des entreprises"-noun-fr "responsabilidad social corporativa"-noun-es
"bringue"-noun-fr "juerga"-noun-es
"beaucoup après"-adverb-fr "mucho después"-adverb-es
"De Beers"-properNoun-fr "De Beers"-properNoun-es
"sacrifier"-verb-fr "sacrificar"-verb-es
"microprocesseur"-noun-fr "microprocessador"-noun-es
"Orozco"-properNoun-fr "Orozco"-properNoun-es
"fondation"-noun-fr "fundación"-noun-es
"tristesse"-noun-fr "tristeza"-noun-es
"Guéant"-properNoun-fr "Guéant"-properNoun-es
"Afrique"-properNoun-fr "África"-properNoun-es
"Xoxe"-properNoun-fr "Xoxe"-properNoun-es
"retouche"-noun-fr "retoque"-noun-es
"déposer"-verb-fr "depositar"-verb-es
"Allgemeine"-properNoun-fr "Allgemeine"-properNoun-es
"impuissant"-adjective-fr "impotente"-adjective-es
"Larijani"-properNoun-fr "Larijani"-properNoun-es
"snowboard"-noun-fr "esnowboard"-noun-es
"snowboard"-noun-fr "snowboard"-noun-es
"Chardonneau"-properNoun-fr "Chardonneau"-properNoun-es
"Leningrad"-properNoun-fr "Leningrado"-properNoun-es
"Air France"-properNoun-fr "Air France"-properNoun-es
"inspecter"-verb-fr "inspeccionar"-verb-es
"Carrasco"-properNoun-fr "Carrasco"-properNoun-es
"Émile"-properNoun-fr "Émile"-properNoun-es
"militarisme"-noun-fr "militarismo"-noun-es
"projection"-noun-fr "proyección"-noun-es
"amphétamine"-noun-fr "anfetamina"-noun-es
"médaille"-noun-fr "medalla"-noun-es
"savoir"-noun-fr "saber"-noun-es
"AIB"-noun-fr "AIB"-noun-es
"pinacothèque"-noun-fr "pinacoteca"-noun-es
"Tcheliouskine"-properNoun-fr "Cheliuskin"-properNoun-es
"Tena"-properNoun-fr "Tena"-properNoun-es
"incubation"-noun-fr "incubación"-noun-es
"glucocorticostéroïde"-noun-fr "glucocorticoesteroide"-noun-es
"parachute"-noun-fr "paracaídas"-noun-es
"honteux"-adjective-fr "vergonzoso"-adjective-es
"reproducteur"-noun-fr "reproductor"-noun-es
"gymnase"-noun-fr "gimnasio"-noun-es
"surpris"-adjective-fr "sorprendido"-adjective-es
"munir"-verb-fr "proveer"-verb-es
"munir"-verb-fr "pertrechar"-verb-es
"Gandia"-properNoun-fr "Gandia"-properNoun-es
"Mollerussa"-properNoun-fr "Mollerussa"-properNoun-es
"infection"-noun-fr "infección"-noun-es
"Perpetuum"-properNoun-fr "Perpetuum"-properNoun-es
"au prétexte de"-preposition-fr "con el pretexto de"-preposition-es
"déjeuner"-noun-fr "comida"-noun-es
"alterné"-adjective-fr "alternado"-adjective-es
"Bizkaia Arena"-properNoun-fr "Bizkaia Arena"-properNoun-es
"Rothen"-properNoun-fr "Rothen"-properNoun-es
"abeille"-noun-fr "abeja"-noun-es
"apprêt"-noun-fr "adobo"-noun-es
"Anbar"-properNoun-fr "Anbar"-properNoun-es
"Fourquet"-properNoun-fr "Fourquet"-properNoun-es
"citerne"-noun-fr "cisterna"-noun-es
"LS80"-properNoun-fr "LS80"-properNoun-es
"indéfini"-adjective-fr "indefinido"-adjective-es
"Oropesa del Mar"-properNoun-fr "Oropesa del Mar"-properNoun-es
"joli"-adjective-fr "bonito"-adjective-es
"seringat"-noun-fr "jeringuilla"-noun-es
"coter"-verb-fr "cotizar"-verb-es
"Piémont"-properNoun-fr "Piamonte"-properNoun-es
"Civera"-properNoun-fr "Civera"-properNoun-es
"tirer sur"-verb-fr "disparar"-verb-es
"saurer"-verb-fr "fumar"-verb-es
"confier"-verb-fr "encomendar"-verb-es
"confier"-verb-fr "confiar"-verb-es
"voleur"-noun-fr "ladrón"-noun-es
"archiver"-verb-fr "archivar"-verb-es
"Deba"-properNoun-fr "Deba"-properNoun-es
"antimilitariste"-noun-fr "antimilitarista"-noun-es
"Suleiman"-properNoun-fr "Suleiman"-properNoun-es
"indoeuropéen"-adjective-fr "indoeuropeo"-adjective-es
"racine"-noun-fr "raíz"-noun-es
"irremplaçable"-adjective-fr "irremplazable"-adjective-es
"République Arabe Unie"-properNoun-fr "República Árabe Unida"-properNoun-es
"négligence"-noun-fr "negligencia"-noun-es
"adjacent"-adjective-fr "adyacente"-adjective-es
"délicieux"-adjective-fr "delicioso"-adjective-es
"gitan"-noun-fr "gitano"-noun-es
"relatif"-adjective-fr "relativo"-adjective-es
"promotionnel"-adjective-fr "promocional"-adjective-es
"frapper"-verb-fr "acuñar"-verb-es
"frapper"-verb-fr "azotar"-verb-es
"frapper"-verb-fr "golpear"-verb-es
"Leopoldo"-properNoun-fr "Leopoldo"-properNoun-es
"avec toi"-pronoun-fr "contigo"-pronoun-es
"cri"-noun-fr "grito"-noun-es
"Ibáñez"-properNoun-fr "Ibáñez"-properNoun-es
"Johnson"-properNoun-fr "Johnson"-properNoun-es
"antitabac"-adjective-fr "antitabaco"-adjective-es
"orbite"-noun-fr "órbita"-noun-es
"psychiatrique"-adjective-fr "psiquiátrico"-adjective-es
"Medef"-properNoun-fr "Medef"-properNoun-es
"Adrián"-properNoun-fr "Adrián"-properNoun-es
"solde moyen"-noun-fr "saldo medio"-noun-es
"passif fixe"-noun-fr "pasivo fijo"-noun-es
"joaillier"-noun-fr "joyero"-noun-es
"cinq"-numeral-fr "cinco"-numeral-es
"innocent"-adjective-fr "inocente"-adjective-es
"Andre"-properNoun-fr "Andre"-properNoun-es
"capaciter"-verb-fr "capacitar"-verb-es
"Orubide"-properNoun-fr "Orubide"-properNoun-es
"Aguirregomezkorta"-properNoun-fr "Aguirregomezkorta"-properNoun-es
"tendre"-verb-fr "extender"-verb-es
"Calafell"-properNoun-fr "Calafell"-properNoun-es
"prestation"-noun-fr "prestación"-noun-es
"Jêrome Bosphore"-properNoun-fr "Jerónimo Bósforo"-properNoun-es
"Swaziland"-properNoun-fr "Suazilandia"-properNoun-es
"Swaziland"-properNoun-fr "Swazilandia"-properNoun-es
"Hermès"-properNoun-fr "Hermès"-properNoun-es
"juif"-adjective-fr "judío"-adjective-es
"photogramme"-noun-fr "fotograma"-noun-es
"Îles Géorgie du Sud"-properNoun-fr "Islas Georgias del Sur"-properNoun-es
"pornographie"-noun-fr "pornografía"-noun-es
"Midway"-properNoun-fr "Midway"-properNoun-es
"en exercice"-adverb-fr "en ejercicio"-adverb-es
"verbe"-noun-fr "verbo"-noun-es
"I"-numeral-fr "I"-numeral-es
"Douchanbé"-properNoun-fr "Dusambé"-properNoun-es
"Aubisque"-properNoun-fr "Aubisque"-properNoun-es
"Saralegi"-properNoun-fr "Saralegi"-properNoun-es
"commissaire aux comptes"-noun-fr "interventor de cuentas"-noun-es
"parer"-verb-fr "engalanar"-verb-es
"squelette"-noun-fr "esqueleto"-noun-es
"être conforme"-verb-fr "ser acorde"-verb-es
"Esquerdo"-properNoun-fr "Esquerdo"-properNoun-es
"trouvé"-adjective-fr "expósito"-adjective-es
"algérien"-adjective-fr "argelino"-adjective-es
"sonner"-verb-fr "sonar"-verb-es
"agrandir"-verb-fr "agrandar"-verb-es
"présumé"-adjective-fr "presunto"-adjective-es
"présumé"-adjective-fr "supuesto"-adjective-es
"repli"-noun-fr "repliegue"-noun-es
"indignation"-noun-fr "indignación"-noun-es
"noeud"-noun-fr "nudo"-noun-es
"noeud"-noun-fr "nodo"-noun-es
"arrière-boutique"-noun-fr "trastienda"-noun-es
"dispute"-noun-fr "disputa"-noun-es
"dispute"-noun-fr "bronca"-noun-es
"Crédit Agricole"-properNoun-fr "Crédit Agricole"-properNoun-es
"occitan"-adjective-fr "occitano"-adjective-es
"Nargis"-properNoun-fr "Nargis"-properNoun-es
"Salazar"-properNoun-fr "Salazar"-properNoun-es
"Îles Anglo-Normandes"-properNoun-fr "Islas Anglo-Normandas"-properNoun-es
"contrefaçon"-noun-fr "falsificación"-noun-es
"tarification"-noun-fr "tarificación"-noun-es
"Rembrandt"-properNoun-fr "Rembrandt"-properNoun-es
"rester"-verb-fr "quedar"-verb-es
"agropastoral"-adjective-fr "agropecuario"-adjective-es
"Astillero"-properNoun-fr "Astillero"-properNoun-es
"layer"-verb-fr "escodar"-verb-es
"aller"-verb-fr "ir"-verb-es
"pour la première fois"-adverb-fr "por primera vez"-adverb-es
"record"-noun-fr "récord"-noun-es
"Olaverri"-properNoun-fr "Olaverri"-properNoun-es
"Sud-Ouest africain"-properNoun-fr "África del Sudoeste"-properNoun-es
"succession"-noun-fr "sucesión"-noun-es
"déclaration"-noun-fr "informe-propuesta"-noun-es
"déclaration"-noun-fr "declaración"-noun-es
"encre"-noun-fr "tinta"-noun-es
"Shetland du Sud"-properNoun-fr "Shetland del Sur"-properNoun-es
