"the"-determiner-en "el"-determiner-ca
"from there on"-adverb-en "a partir d'allà"-adverb-ca
"from this day forth"-adverb-en "a partir d'avui"-adverb-ca
"from this day on"-adverb-en "a partir d'avui"-adverb-ca
"from this day onwards"-adverb-en "a partir d'avui"-adverb-ca
"from this moment forth"-adverb-en "des d'aquest moment"-adverb-ca
"from this moment on"-adverb-en "des d'aquest moment"-adverb-ca
"from this time forth"-adverb-en "des d'ara"-adverb-ca
"from this time on"-adverb-en "des d'ara"-adverb-ca
"from time immemorial"-adverb-en "des de temps immemorials"-adverb-ca
"from time to time"-adverb-en "ara i adés"-adverb-ca
"from time to time"-adverb-en "adesiara"-adverb-ca
"from time to time"-adverb-en "de tant en tant"-adverb-ca
"from top to bottom"-adverb-en "de dalt a baix"-adverb-ca
"from top to toe"-adverb-en "de dalt a baix"-adverb-ca
"from up front"-adverb-en "des del davant"-adverb-ca
"from week to week"-adverb-en "de setmana en setmana"-adverb-ca
"from year to year"-adverb-en "any rere any"-adverb-ca
"full blast"-adverb-en "ràpidament"-adverb-ca
"full stretch"-adverb-en "a tot gas"-adverb-ca
"full time"-adverb-en "a jornada plena"-adverb-ca
"fully"-adverb-en "plenament"-adverb-ca
"functionally"-adverb-en "funcionalment"-adverb-ca
"fundamentally"-adverb-en "fonamentalment"-adverb-ca
"furiously"-adverb-en "furiosament"-adverb-ca
"further ahead"-adverb-en "més avant"-adverb-ca
"further ahead"-adverb-en "més endavant"-adverb-ca
"further back"-adverb-en "més arrere"-adverb-ca
"further back"-adverb-en "més enrere"-adverb-ca
"further down"-adverb-en "més avall"-adverb-ca
"further to the left"-adverb-en "més cap a l'esquerra"-adverb-ca
"further to the right"-adverb-en "més cap a la dreta"-adverb-ca
"further up"-adverb-en "més amunt"-adverb-ca
"further"-adverb-en "més enllà"-adverb-ca
"furtively"-adverb-en "furtivament"-adverb-ca
"generally speaking"-adverb-en "en general"-adverb-ca
"generally"-adverb-en "generalment"-adverb-ca
"generically"-adverb-en "genèricament"-adverb-ca
"generously"-adverb-en "generosament"-adverb-ca
"genetically"-adverb-en "genèticament"-adverb-ca
"gently"-adverb-en "afablement"-adverb-ca
"gently"-adverb-en "suaument"-adverb-ca
"genuinely"-adverb-en "sincerament"-adverb-ca
"geographically"-adverb-en "geogràficament"-adverb-ca
"geologically"-adverb-en "geològicament"-adverb-ca
"geometrically"-adverb-en "geomètricament"-adverb-ca
"gladly"-adverb-en "amb molt de gust"-adverb-ca
"globally"-adverb-en "globalment"-adverb-ca
"gloriously"-adverb-en "gloriosament"-adverb-ca
"glumly"-adverb-en "amb tristesa"-adverb-ca
"God willing"-adverb-en "si Déu vol"-adverb-ca
"good"-adverb-en "bé"-adverb-ca
"gracefully"-adverb-en "amb gràcia"-adverb-ca
"graciously"-adverb-en "gentilment"-adverb-ca
"gradually"-adverb-en "gradualment"-adverb-ca
"grammatically"-adverb-en "gramaticalment"-adverb-ca
"graphically"-adverb-en "gràficament"-adverb-ca
"gratefully"-adverb-en "agraïdament"-adverb-ca
"gravely"-adverb-en "greument"-adverb-ca
"gravitationally"-adverb-en "gravitacionalment"-adverb-ca
"greatly"-adverb-en "molt"-adverb-ca
"gropingly"-adverb-en "a les palpentes"-adverb-ca
"grossly"-adverb-en "extremadament"-adverb-ca
"grosso modo"-adverb-en "grosso modo"-adverb-ca
"grudgingly"-adverb-en "de mala gana"-adverb-ca
"habitually"-adverb-en "habitualment"-adverb-ca
"half of the way"-adverb-en "a mig camí"-adverb-ca
"half the time"-adverb-en "quasi sempre"-adverb-ca
"half"-adverb-en "a mig fer"-adverb-ca
"half"-adverb-en "mig"-adverb-ca
"hand and foot"-adverb-en "de mans i peus"-adverb-ca
"hand in hand"-adverb-en "agafat de la mà"-adverb-ca
"hand over fist"-adverb-en "ràpidament"-adverb-ca
"handily"-adverb-en "convenientment"-adverb-ca
"handsomely"-adverb-en "generosament"-adverb-ca
"hanging by a thread"-adverb-en "pels pèls"-adverb-ca
"hanging on by a thread"-adverb-en "pels pèls"-adverb-ca
"haphazardly"-adverb-en "anàrquicament"-adverb-ca
"happily"-adverb-en "afortunadament"-adverb-ca
"hardly ever"-adverb-en "quasi mai"-adverb-ca
"hardly worth mentioning"-adverb-en "no val la pena mencionar"-adverb-ca
"hardly"-adverb-en "a penes"-adverb-ca
"hardly"-adverb-en "amb prou faenes"-adverb-ca
"hardly"-adverb-en "amb prou feines"-adverb-ca
"hardly"-adverb-en "difícilment"-adverb-ca
"hardly"-adverb-en "tot just"-adverb-ca
"harmlessly"-adverb-en "inofensivament"-adverb-ca
"harmonically"-adverb-en "harmònicament"-adverb-ca
"harmoniously"-adverb-en "harmònicament"-adverb-ca
"harmoniously"-adverb-en "harmoniosament"-adverb-ca
"harshly"-adverb-en "injustament"-adverb-ca
"harshly"-adverb-en "severament"-adverb-ca
"hastily"-adverb-en "a correcuita"-adverb-ca
"hastily"-adverb-en "a la lleugera"-adverb-ca
"head over heels"-adverb-en "de cap a peus"-adverb-ca
"headfirst"-adverb-en "de cap"-adverb-ca
"heartily"-adverb-en "sincerament"-adverb-ca
"heavenward"-adverb-en "cap al cel"-adverb-ca
"heavenwards"-adverb-en "cap al cel"-adverb-ca
"heavily"-adverb-en "fortament"-adverb-ca
"heavily"-adverb-en "pesadament"-adverb-ca
"helically"-adverb-en "helicoidalment"-adverb-ca
"henceforth"-adverb-en "d'ara endavant"-adverb-ca
"henceforth"-adverb-en "des d'ara"-adverb-ca
"henceforward"-adverb-en "d'ara endavant"-adverb-ca
"henceforward"-adverb-en "des d'ara"-adverb-ca
"hence"-adverb-en "per això"-adverb-ca
"hereabouts"-adverb-en "per aquí a prop"-adverb-ca
"hereafter"-adverb-en "d'ara endavant"-adverb-ca
"hereafter"-adverb-en "des d'ara"-adverb-ca
"here and now"-adverb-en "ara mateix"-adverb-ca
"here and there"-adverb-en "aquí i allà"-adverb-ca
"here below"-adverb-en "aquí sota"-adverb-ca
"hereby"-adverb-en "d'ara endavant"-adverb-ca
"hereby"-adverb-en "des d'ara"-adverb-ca
"hereinafter"-adverb-en "d'ara endavant"-adverb-ca
"hereinafter"-adverb-en "des d'ara"-adverb-ca
"hereof"-adverb-en "d'això"-adverb-ca
"heretofore"-adverb-en "fins ara"-adverb-ca
"hereupon"-adverb-en "consegüentment"-adverb-ca
"heroically"-adverb-en "heroicament"-adverb-ca
"hierarchically"-adverb-en "jeràrquicament"-adverb-ca
"high-handedly"-adverb-en "tirànicament"-adverb-ca
"highly"-adverb-en "altament"-adverb-ca
"historically"-adverb-en "històricament"-adverb-ca
"hither and thither"-adverb-en "aquí i allà"-adverb-ca
"hitherto"-adverb-en "fins aquí"-adverb-ca
"hitherto"-adverb-en "fins avui"-adverb-ca
"home"-adverb-en "a casa"-adverb-ca
"homogeneously"-adverb-en "homogèniament"-adverb-ca
"honestly"-adverb-en "honestament"-adverb-ca
"honorably"-adverb-en "honorablement"-adverb-ca
"honourably"-adverb-en "honorablement"-adverb-ca
"hopefully"-adverb-en "amb esperança"-adverb-ca
"hopefully"-adverb-en "tant de bo"-adverb-ca
"hopelessly"-adverb-en "totalment"-adverb-ca
"horizontally"-adverb-en "horitzontalment"-adverb-ca
"horribly"-adverb-en "horriblement"-adverb-ca
"hotly"-adverb-en "acaloradament"-adverb-ca
"hour after hour"-adverb-en "hora rere hora"-adverb-ca
"hourly"-adverb-en "cada hora"-adverb-ca
"how come"-adverb-en "per què"-adverb-ca
"how long"-adverb-en "quant temps"-adverb-ca
"hugely"-adverb-en "molt"-adverb-ca
"humanly"-adverb-en "humanament"-adverb-ca
"humbly"-adverb-en "humilment"-adverb-ca
"humorously"-adverb-en "humorísticament"-adverb-ca
"hurriedly"-adverb-en "de pressa"-adverb-ca
"hydraulically"-adverb-en "hidràulicament"-adverb-ca
"hypothetically"-adverb-en "hipotèticament"-adverb-ca
"hysterically"-adverb-en "histèricament"-adverb-ca
"ibidem"-adverb-en "ibídem"-adverb-ca
"ideally"-adverb-en "idealment"-adverb-ca
"identically"-adverb-en "idènticament"-adverb-ca
"ideologically"-adverb-en "ideològicament"-adverb-ca
"if at all possible"-adverb-en "si és possible"-adverb-ca
"if ever"-adverb-en "si mai"-adverb-ca
"if it be so"-adverb-en "si aquest fos el cas"-adverb-ca
"if it comes to that"-adverb-en "si s'arriba a tal extrem"-adverb-ca
"if necessary"-adverb-en "si és necessari"-adverb-ca
"if need be"-adverb-en "si cal"-adverb-ca
"if needed"-adverb-en "si cal"-adverb-ca
"if negative"-adverb-en "en cas negatiu"-adverb-ca
"if possible"-adverb-en "si és possible"-adverb-ca
"if required"-adverb-en "si cal"-adverb-ca
"if that's the case"-adverb-en "si és el cas"-adverb-ca
"if the worst comes to the worst"-adverb-en "en el pitjor dels casos"-adverb-ca
"if worst comes to worst"-adverb-en "en el pitjor dels casos"-adverb-ca
"illegally"-adverb-en "il·legalment"-adverb-ca
"illicitly"-adverb-en "il·lícitament"-adverb-ca
"imaginatively"-adverb-en "imaginativament"-adverb-ca
"immediately"-adverb-en "al moment"-adverb-ca
"immediately"-adverb-en "de seguida"-adverb-ca
"immediately"-adverb-en "immediatament"-adverb-ca
"immensely"-adverb-en "immensament"-adverb-ca
"impatiently"-adverb-en "amb impaciència"-adverb-ca
"imperceptibly"-adverb-en "imperceptiblement"-adverb-ca
"imperfectly"-adverb-en "imperfectament"-adverb-ca
"implacably"-adverb-en "implacablement"-adverb-ca
"implicitly"-adverb-en "implícitament"-adverb-ca
"importantly"-adverb-en "importantment"-adverb-ca
"impossibly"-adverb-en "impossiblement"-adverb-ca
"imprecisely"-adverb-en "de manera imprecisa"-adverb-ca
"impressively"-adverb-en "admirablement"-adverb-ca
"impressively"-adverb-en "impressionantment"-adverb-ca
"improperly"-adverb-en "impròpiament"-adverb-ca
"inaccurately"-adverb-en "erròniament"-adverb-ca
"inadequately"-adverb-en "inadequadament"-adverb-ca
"inadvertently"-adverb-en "sense voler"-adverb-ca
"inappropriately"-adverb-en "inapropiadament"-adverb-ca
"inasmuch as possible"-adverb-en "en tant que possible"-adverb-ca
"in a big way"-adverb-en "a gran escala"-adverb-ca
"in a blink of the eye"-adverb-en "en un obrir i tancar d'ulls"-adverb-ca
"in a broader sense"-adverb-en "en un sentit més ampli"-adverb-ca
"in a contiguous way"-adverb-en "contiguament"-adverb-ca
"in a crazy way"-adverb-en "a la babalà"-adverb-ca
"in a fashion"-adverb-en "de moda"-adverb-ca
"in a flash"-adverb-en "en un instant"-adverb-ca
"in a jiffy"-adverb-en "en un tres i no res"-adverb-ca
"in a landward direction"-adverb-en "en direcció a terra"-adverb-ca
"in a little while"-adverb-en "de seguida"-adverb-ca
"in a minute"-adverb-en "en un minut"-adverb-ca
"in a northeasterly direction"-adverb-en "en direcció nord-est"-adverb-ca
"in a northeastwardly direction"-adverb-en "en direcció nord-est"-adverb-ca
"in a northerly direction"-adverb-en "en direcció nord"-adverb-ca
"in a northwardly direction"-adverb-en "en direcció nord"-adverb-ca
"in a northwesterly direction"-adverb-en "en direcció nord-oest"-adverb-ca
"in a northwestwardly direction"-adverb-en "en direcció nord-oest"-adverb-ca
"in a nutshell"-adverb-en "en poques paraules"-adverb-ca
"in a rush"-adverb-en "amb pressa"-adverb-ca
"in a second"-adverb-en "en un moment"-adverb-ca
"in a sense"-adverb-en "en certa manera"-adverb-ca
"in absentia"-adverb-en "in absentia"-adverb-ca
"in a short space of time"-adverb-en "en poc temps"-adverb-ca
"in a short time"-adverb-en "en poca estona"-adverb-ca
"in a single place"-adverb-en "en un sol lloc"-adverb-ca
"in a skyward direction"-adverb-en "en direcció al cel"-adverb-ca
"in a small way"-adverb-en "a petita escala"-adverb-ca
"in a southeasterly direction"-adverb-en "en direcció sud-est"-adverb-ca
"in a southeastwardly direction"-adverb-en "en direcció sud-est"-adverb-ca
"in a southerly direction"-adverb-en "en direcció sud"-adverb-ca
"in a southwardly direction"-adverb-en "en direcció sud"-adverb-ca
"in a southwesterly direction"-adverb-en "en direcció sud-oest"-adverb-ca
"in a southwestwardly direction"-adverb-en "en direcció sud-oest"-adverb-ca
"in a stereotyped way"-adverb-en "de manera estereotipada"-adverb-ca
"in a straight line"-adverb-en "en línia recta"-adverb-ca
"in a streamlined form"-adverb-en "de manera àgil"-adverb-ca
"in a sudden way"-adverb-en "sobtadament"-adverb-ca
"in a torrent"-adverb-en "a borbollons"-adverb-ca
"in a trice"-adverb-en "en un obrir i tancar d'ulls"-adverb-ca
"in a trice"-adverb-en "en un tres i no res"-adverb-ca
"in abundance"-adverb-en "en abundància"-adverb-ca
"in a vacuum"-adverb-en "al buit"-adverb-ca
"in a very real sense"-adverb-en "de veritat"-adverb-ca
"in a westerly direction"-adverb-en "en direcció oest"-adverb-ca
"in a westwardly direction"-adverb-en "en direcció oest"-adverb-ca
"in accordance with the regulations"-adverb-en "reglamentàriament"-adverb-ca
"in action"-adverb-en "en acció"-adverb-ca
"in addition"-adverb-en "a més a més"-adverb-ca
"in addition"-adverb-en "a més"-adverb-ca
"in advance"-adverb-en "a la bestreta"-adverb-ca
"in advance"-adverb-en "anticipadament"-adverb-ca
"in advance"-adverb-en "per endavant"-adverb-ca
"in agreement"-adverb-en "d'acord"-adverb-ca
"in all but name"-adverb-en "a la pràctica"-adverb-ca
"in all conscience"-adverb-en "sincerament"-adverb-ca
"in all fairness"-adverb-en "amb tota justícia"-adverb-ca
"in all honesty"-adverb-en "amb tota honestedat"-adverb-ca
"in all perpetuity"-adverb-en "a perpetuïtat"-adverb-ca
"in all probability"-adverb-en "de segur"-adverb-ca
"in all weathers"-adverb-en "amb bon o mal temps"-adverb-ca
"in alphabetical order"-adverb-en "per ordre alfabètic"-adverb-ca
"in an easterly direction"-adverb-en "en direcció est"-adverb-ca
"in an eastwardly direction"-adverb-en "en direcció est"-adverb-ca
"in another place"-adverb-en "a un altre lloc"-adverb-ca
"in another way"-adverb-en "d'una altra manera"-adverb-ca
"in any case"-adverb-en "de totes maneres"-adverb-ca
"in any case"-adverb-en "en qualsevol cas"-adverb-ca
"in any event"-adverb-en "en tot cas"-adverb-ca
"in apposition"-adverb-en "en aposició"-adverb-ca
"in attendance"-adverb-en "de servei"-adverb-ca
"in bad faith"-adverb-en "de mala fe"-adverb-ca
"in bad repair"-adverb-en "en mal estat"-adverb-ca
"in between"-adverb-en "al mig"-adverb-ca
"in black and white"-adverb-en "en blanc i negre"-adverb-ca
"in blocks"-adverb-en "en blocs"-adverb-ca
"in bloom"-adverb-en "en flor"-adverb-ca
"in blossom"-adverb-en "en flor"-adverb-ca
"in bold strokes"-adverb-en "a grans trets"-adverb-ca
"in bold"-adverb-en "en negreta"-adverb-ca
"in brackets"-adverb-en "entre parèntesis"-adverb-ca
"in brief"-adverb-en "breument"-adverb-ca
"in brief"-adverb-en "comptat i debatut"-adverb-ca
"in broad day light"-adverb-en "en ple dia"-adverb-ca
"in broad daylight"-adverb-en "a ple dia"-adverb-ca
"in bulk"-adverb-en "a l'engròs"-adverb-ca
"in bytes"-adverb-en "en bytes"-adverb-ca
"in camera"-adverb-en "a porta tancada"-adverb-ca
"in capital letters"-adverb-en "en majúscules"-adverb-ca
"in case of doubt"-adverb-en "en cas de dubte"-adverb-ca
"in case of emergency"-adverb-en "en cas d'emergència"-adverb-ca
"in case"-adverb-en "per si de cas"-adverb-ca
"in charge"-adverb-en "al càrrec"-adverb-ca
"in chorus"-adverb-en "a l'uníson"-adverb-ca
"in cold blood"-adverb-en "a sang freda"-adverb-ca
"in collaboration"-adverb-en "en col·laboració"-adverb-ca
"in color"-adverb-en "en color"-adverb-ca
"in colour"-adverb-en "en color"-adverb-ca
"in command"-adverb-en "al capdavant"-adverb-ca
"in common"-adverb-en "en comú"-adverb-ca
"in comparison"-adverb-en "en comparació"-adverb-ca
"in compliance with the law"-adverb-en "de conformitat amb la llei"-adverb-ca
"in concert"-adverb-en "en concert"-adverb-ca
"in conclusion"-adverb-en "en conclusió"-adverb-ca
"in conjunction"-adverb-en "conjuntament"-adverb-ca
"in consequence"-adverb-en "en conseqüència"-adverb-ca
"in context"-adverb-en "en context"-adverb-ca
"in contrast"-adverb-en "per contrast"-adverb-ca
"in custody"-adverb-en "sota custòdia"-adverb-ca
"in danger"-adverb-en "en perill"-adverb-ca
"in days to come"-adverb-en "en el futur"-adverb-ca
"in debate"-adverb-en "a debat"-adverb-ca
"in debt"-adverb-en "en deute"-adverb-ca
"in deep water"-adverb-en "amb l'aigua al coll"-adverb-ca
"in deficit"-adverb-en "en dèficit"-adverb-ca
"in depth"-adverb-en "a fons"-adverb-ca
"in desperate straits"-adverb-en "en una situació desesperada"-adverb-ca
"in detail"-adverb-en "detalladament"-adverb-ca
"in detail"-adverb-en "en detall"-adverb-ca
"in detail"-adverb-en "fil per randa"-adverb-ca
"in dire straits"-adverb-en "en una situació desesperada"-adverb-ca
"in disarray"-adverb-en "en una situació caòtica"-adverb-ca
"in disgrace"-adverb-en "en desgràcia"-adverb-ca
"in dispute"-adverb-en "en disputa"-adverb-ca
"in disrepute"-adverb-en "en descrèdit"-adverb-ca
"in dock"-adverb-en "a port"-adverb-ca
"in due course"-adverb-en "al seu temps"-adverb-ca
"in due form"-adverb-en "en la forma deguda"-adverb-ca
"in due season"-adverb-en "al seu temps"-adverb-ca
"in duplicate"-adverb-en "per duplicat"-adverb-ca
"in earnest"-adverb-en "seriosament"-adverb-ca
"in effect"-adverb-en "en efecte"-adverb-ca
"in eighth place"-adverb-en "en vuitè lloc"-adverb-ca
"in eleventh place"-adverb-en "en onzè lloc"-adverb-ca
"in equal shares"-adverb-en "a parts iguals"-adverb-ca
"in equilibrium"-adverb-en "en equilibri"-adverb-ca
"in error"-adverb-en "per equivocació"-adverb-ca
"in essence"-adverb-en "en essència"-adverb-ca
"in every possible way"-adverb-en "en tots els sentits"-adverb-ca
"in every respect"-adverb-en "en tots els respectes"-adverb-ca
"in every sense of the word"-adverb-en "en tots els sentits de la paraula"-adverb-ca
"in every sense"-adverb-en "en tots els sentits"-adverb-ca
"in evidence"-adverb-en "en evidència"-adverb-ca
"in exchange"-adverb-en "a canvi"-adverb-ca
"in extreme danger"-adverb-en "en perill"-adverb-ca
"in extremis"-adverb-en "in extremis"-adverb-ca
"in fact"-adverb-en "de fet"-adverb-ca
"in fairness"-adverb-en "sincerament"-adverb-ca
"in fashion"-adverb-en "de moda"-adverb-ca
"in favor"-adverb-en "a favor"-adverb-ca
"in favour"-adverb-en "a favor"-adverb-ca
"in few words"-adverb-en "en poques paraules"-adverb-ca
"in flames"-adverb-en "en flames"-adverb-ca
"in flower"-adverb-en "en flor"-adverb-ca
"in for a penny"-adverb-en ""perdut per perdut, la manta al coll""-adverb-ca
"in force"-adverb-en "en vigor"-adverb-ca
"in foreign parts"-adverb-en "a l'estranger"-adverb-ca
"in front"-adverb-en "al davant"-adverb-ca
"in front"-adverb-en "davant"-adverb-ca
"in front"-adverb-en "enfront"-adverb-ca
"in full bloom"-adverb-en "en flor"-adverb-ca
"in full blossom"-adverb-en "en flor"-adverb-ca
"in full sail"-adverb-en "a plenes veles"-adverb-ca
"in full"-adverb-en "en ple"-adverb-ca
"in fun"-adverb-en "de broma"-adverb-ca
"in future"-adverb-en "en el futur"-adverb-ca
"in general terms"-adverb-en "en termes generals"-adverb-ca
"in general use"-adverb-en "d'ús corrent"-adverb-ca
"in general"-adverb-en "en general"-adverb-ca
"in good conscience"-adverb-en "amb la consciència tranquil·la"-adverb-ca
"in good hands"-adverb-en "en bones mans"-adverb-ca
"in good state of conservation"-adverb-en "en bon estat"-adverb-ca
"in good time"-adverb-en "amb temps"-adverb-ca
"in great haste"-adverb-en "amb presses"-adverb-ca
"in great quantity"-adverb-en "a manta"-adverb-ca
"in great quantity"-adverb-en "en gran quantitat"-adverb-ca
"in half"-adverb-en "per la meitat"-adverb-ca
"in hand"-adverb-en "a mà"-adverb-ca
"in haste"-adverb-en "amb presses"-adverb-ca
"in her opinion"-adverb-en "segons el seu parer"-adverb-ca
"in high season"-adverb-en "en temporada alta"-adverb-ca
"in his opinion"-adverb-en "segons el seu parer"-adverb-ca
"in Indian file"-adverb-en "en fila índia"-adverb-ca
"in its entirety"-adverb-en "del tot"-adverb-ca
"in jeopardy"-adverb-en "en perill"-adverb-ca
"in jest"-adverb-en "de broma"-adverb-ca
"in kind"-adverb-en "amablement"-adverb-ca
"in large part"-adverb-en "en gran part"-adverb-ca
"in leaf"-adverb-en "en fulla"-adverb-ca
"in less than no time"-adverb-en "en un no res"-adverb-ca
"in like manner"-adverb-en "de manera semblant"-adverb-ca
"in living memory"-adverb-en "en la memòria"-adverb-ca
"in low season"-adverb-en "en temporada baixa"-adverb-ca
"in lower case"-adverb-en "en minúscules"-adverb-ca
"in many respects"-adverb-en "en molts aspectes"-adverb-ca
"in midsummer"-adverb-en "a ple estiu"-adverb-ca
"in mint condition"-adverb-en "en perfecte estat"-adverb-ca
"in mitigation"-adverb-en "amb moderació"-adverb-ca
"in moderation"-adverb-en "amb moderació"-adverb-ca
"in more detail"-adverb-en "amb més detall"-adverb-ca
"in more ways than one"-adverb-en "de més d'una manera"-adverb-ca
"in most places"-adverb-en "a quasi tot arreu"-adverb-ca
"in mourning"-adverb-en "de dol"-adverb-ca
"in my opinion"-adverb-en "al meu entendre"-adverb-ca
"in name alone"-adverb-en "de nom"-adverb-ca
"in name only"-adverb-en "de nom"-adverb-ca
"in next to no time"-adverb-en "a l'instant"-adverb-ca
"in ninth place"-adverb-en "en novè lloc"-adverb-ca
"in no case"-adverb-en "en cap cas"-adverb-ca
"in no sense"-adverb-en "en cap sentit"-adverb-ca
"in no time at all"-adverb-en "en un moment"-adverb-ca
"in no time"-adverb-en "en poc temps"-adverb-ca
"in no uncertain terms"-adverb-en "sense embuts"-adverb-ca
"in octets"-adverb-en "en octets"-adverb-ca
"in office"-adverb-en "al càrrec"-adverb-ca
"in old days"-adverb-en "en altre temps"-adverb-ca
"in old times"-adverb-en "en altre temps"-adverb-ca
"in olden days"-adverb-en "en altre temps"-adverb-ca
"in olden times"-adverb-en "en altre temps"-adverb-ca
"in one piece"-adverb-en "d'una sola peça"-adverb-ca
"in order of priority"-adverb-en "per ordre de prioritat"-adverb-ca
"in other respects"-adverb-en "en altres aspectes"-adverb-ca
"in other words"-adverb-en "en altres paraules"-adverb-ca
"in our opinion"-adverb-en "al nostre entendre"-adverb-ca
"in outline"-adverb-en "a grans trets"-adverb-ca
"in pairs"-adverb-en "per parelles"-adverb-ca
"in parallel"-adverb-en "en paral·lel"-adverb-ca
"in particular"-adverb-en "en particular"-adverb-ca
"in part"-adverb-en "en part"-adverb-ca
"in passing"-adverb-en "de passada"-adverb-ca
"in peace"-adverb-en "en pau"-adverb-ca
"in pencil"-adverb-en "en llapis"-adverb-ca
"in perpetuity"-adverb-en "a perpetuïtat"-adverb-ca
"in person"-adverb-en "en persona"-adverb-ca
"in pieces"-adverb-en "a trossos"-adverb-ca
"in place"-adverb-en "a lloc"-adverb-ca
"in play"-adverb-en "en joc"-adverb-ca
"in plenty"-adverb-en "en abundància"-adverb-ca
"in power"-adverb-en "al poder"-adverb-ca
"in principle"-adverb-en "en principi"-adverb-ca
"in private"-adverb-en "en privat"-adverb-ca
"in process of construction"-adverb-en "en construcció"-adverb-ca
"in public"-adverb-en "en públic"-adverb-ca
"in question"-adverb-en "en qüestió"-adverb-ca
"in reality"-adverb-en "en realitat"-adverb-ca
"in recent years"-adverb-en "en aquests darrers anys"-adverb-ca
"in reply"-adverb-en "en resposta"-adverb-ca
"in reserve"-adverb-en "en reserva"-adverb-ca
"in retrospect"-adverb-en "retrospectivament"-adverb-ca
"in return"-adverb-en "a canvi"-adverb-ca
"in reverse"-adverb-en "al revés"-adverb-ca
"in rotation"-adverb-en "en rotació"-adverb-ca
"in round figures"-adverb-en "en números rodons"-adverb-ca
"in ruins"-adverb-en "en ruïnes"-adverb-ca
"in safe hands"-adverb-en "en bones mans"-adverb-ca
"in scalar form"-adverb-en "de manera escalar"-adverb-ca
"in self-defence"-adverb-en "en defensa pròpia"-adverb-ca
"in self-defense"-adverb-en "en defensa pròpia"-adverb-ca
"in series"-adverb-en "en sèrie"-adverb-ca
"in seventh heaven"-adverb-en "al setè cel"-adverb-ca
"in seventh place"-adverb-en "en setè lloc"-adverb-ca
"in shape"-adverb-en "en forma"-adverb-ca
"in short order"-adverb-en "de seguida"-adverb-ca
"in sight"-adverb-en "a la vista"-adverb-ca
"in sight"-adverb-en "a les envistes"-adverb-ca
"in single file"-adverb-en "en fila d'un"-adverb-ca
"in situ"-adverb-en "in situ"-adverb-ca
"in sixth place"-adverb-en "en sisè lloc"-adverb-ca
"in some measure"-adverb-en "fins a cert punt"-adverb-ca
"in some respects"-adverb-en "en alguns aspectes"-adverb-ca
"in some ways"-adverb-en "de diverses maneres"-adverb-ca
"in Spanish"-adverb-en "en castellà"-adverb-ca
"in spirit"-adverb-en "en esperit"-adverb-ca
"in spite of all that"-adverb-en "malgrat tot això"-adverb-ca
"in step"-adverb-en "al pas"-adverb-ca
"in stock"-adverb-en "en estoc"-adverb-ca
"in strict confidence"-adverb-en "en estricta confiança"-adverb-ca
"in strictest confidence"-adverb-en "en la més estricta confiança"-adverb-ca
"in such a case"-adverb-en "en tal cas"-adverb-ca
"in such a way"-adverb-en "de tal manera"-adverb-ca
"in summary"-adverb-en "en resum"-adverb-ca
"in summation"-adverb-en "en resum"-adverb-ca
"in sum"-adverb-en "en resum"-adverb-ca
"in tenth place"-adverb-en "en desè lloc"-adverb-ca
"in that case"-adverb-en "en aquest cas"-adverb-ca
"in that regard"-adverb-en "quant a això"-adverb-ca
"in the afternoon"-adverb-en "a la tarda"-adverb-ca
"in the afternoon"-adverb-en "a la vesprada"-adverb-ca
"in the afternoon"-adverb-en "de tarda"-adverb-ca
"in the afternoon"-adverb-en "de vesprada"-adverb-ca
"in the beginning"-adverb-en "al principi"-adverb-ca
"in the best possible way"-adverb-en "de la millor manera possible"-adverb-ca
"in the best sense"-adverb-en "en el bon sentit"-adverb-ca
"in the circumstances"-adverb-en "en aquestes circumstàncies"-adverb-ca
"in the clear"-adverb-en "fora de perill"-adverb-ca
"in the course of time"-adverb-en "amb el pas del temps"-adverb-ca
"in the dark"-adverb-en "a les fosques"-adverb-ca
"in the days ahead"-adverb-en "en els pròxims dies"-adverb-ca
"in the days to come"-adverb-en "en el futur"-adverb-ca
"in the daytime"-adverb-en "de dia"-adverb-ca
"in the dead of winter"-adverb-en "a ple hivern"-adverb-ca
"in the deep of winter"-adverb-en "a ple hivern"-adverb-ca
"in the direction"-adverb-en "en direcció"-adverb-ca
"in the distance"-adverb-en "de lluny"-adverb-ca
"in the distant future"-adverb-en "en un futur llunyà"-adverb-ca
"in the early afternoon"-adverb-en "d'hora a la tarda"-adverb-ca
"in the early afternoon"-adverb-en "d'hora a la vesprada"-adverb-ca
"in the early morning"-adverb-en "de bon matí"-adverb-ca
"in the early stages"-adverb-en "als primers temps"-adverb-ca
"in the end"-adverb-en "al final"-adverb-ca
"in the evening"-adverb-en "al vespre"-adverb-ca
"in the experimental stage"-adverb-en "en fase experimental"-adverb-ca
"in the extreme"-adverb-en "en extrem"-adverb-ca
"in the far distance"-adverb-en "de molt lluny"-adverb-ca
"in the final stages"-adverb-en "a la fase final"-adverb-ca
"in the first instance"-adverb-en "en primer lloc"-adverb-ca
"in the first place"-adverb-en "en primer lloc"-adverb-ca
"in the flesh"-adverb-en "en persona"-adverb-ca
"in the foreseeable future"-adverb-en "en un futur pròxim"-adverb-ca
"in the full sense of the word"-adverb-en "en el sentit propi de la paraula"-adverb-ca
"in the future"-adverb-en "en el futur"-adverb-ca
"in the generality"-adverb-en "en general"-adverb-ca
