"qualque"-determiner-oc "algun"-determiner-ca
"oficialament"-adverb-oc "oficialment"-adverb-ca
"oficialment"-adverb-ca "oficialament"-adverb-oc
"paradoxalament"-adverb-oc "paradoxalment"-adverb-ca
"paradoxalment"-adverb-ca "paradoxalament"-adverb-oc
"parcialament"-adverb-oc "parcialment"-adverb-ca
"parcialment"-adverb-ca "parcialament"-adverb-oc
"fisicament"-adverb-oc "físicament"-adverb-ca
"físicament"-adverb-ca "fisicament"-adverb-oc
"politicament"-adverb-oc "políticament"-adverb-ca
"políticament"-adverb-ca "politicament"-adverb-oc
"proporcionalament"-adverb-oc "proporcionalment"-adverb-ca
"proporcionalment"-adverb-ca "proporcionalament"-adverb-oc
"radicalament"-adverb-oc "radicalment"-adverb-ca
"radicalment"-adverb-ca "radicalament"-adverb-oc
"respectivament"-adverb-oc "respectivament"-adverb-ca
"respectivament"-adverb-ca "respectivament"-adverb-oc
"socialament"-adverb-oc "socialment"-adverb-ca
"socialment"-adverb-ca "socialament"-adverb-oc
"estranhament"-adverb-oc "estranyament"-adverb-ca
"estranyament"-adverb-ca "estranhament"-adverb-oc
"simbolicament"-adverb-oc "simbòlicament"-adverb-ca
"simbòlicament"-adverb-ca "simbolicament"-adverb-oc
"tecnicament"-adverb-oc "tècnicament"-adverb-ca
"tècnicament"-adverb-ca "tecnicament"-adverb-oc
"ièr delà"-adverb-oc "abans d'ahir"-adverb-ca
"abans d'ahir"-adverb-ca "ièr delà"-adverb-oc
"teoricament"-adverb-oc "teòricament"-adverb-ca
"teòricament"-adverb-ca "teoricament"-adverb-oc
"tradicionalament"-adverb-oc "tradicionalment"-adverb-ca
"tradicionalment"-adverb-ca "tradicionalament"-adverb-oc
"mercés a"-preposition-oc "gràcies a"-preposition-ca
"gràcies a"-preposition-ca "mercés a"-preposition-oc
"dètz-e-ueit"-numeral-oc "divuit"-numeral-ca
"divuit"-numeral-ca "dètz-e-ueit"-numeral-oc
"divuit"-numeral-ca "dètz-e-uèit"-numeral-oc
"divuit"-numeral-ca "dètz-e-uèch"-numeral-oc
"dètz-e-uèit"-numeral-oc "divuit"-numeral-ca
"dètz-e-uèch"-numeral-oc "divuit"-numeral-ca
"dètz-e-nau"-numeral-oc "dinou"-numeral-ca
"dinou"-numeral-ca "dètz-e-nau"-numeral-oc
"dètz-e-sèt"-numeral-oc "disset"-numeral-ca
"disset"-numeral-ca "dètz-e-sèt"-numeral-oc
"Anglada"-noun-oc "Anglada"-properNoun-ca
"Anglada"-properNoun-ca "Anglada"-noun-oc
"Anglada"-properNoun-ca "Anglada"-properNoun-oc
"Anglada"-properNoun-oc "Anglada"-properNoun-ca
"estabilizacion"-noun-oc "estabilització"-noun-ca
"estabilització"-noun-ca "estabilizacion"-noun-oc
"Colomer"-noun-oc "Colomer"-properNoun-ca
"Colomer"-properNoun-ca "Colomer"-noun-oc
"Colomer"-properNoun-ca "Colomer"-properNoun-oc
"Colomer"-properNoun-oc "Colomer"-properNoun-ca
"pretemporada"-noun-oc "pretemporada"-noun-ca
"pretemporada"-noun-ca "pretemporada"-noun-oc
"Corbacho"-properNoun-ca "Corbacho"-noun-oc
"Corbacho"-properNoun-ca "Corbacho"-properNoun-oc
"Corbacho"-noun-oc "Corbacho"-properNoun-ca
"Corbacho"-properNoun-oc "Corbacho"-properNoun-ca
"Moreno"-properNoun-ca "Moreno"-noun-oc
"Moreno"-properNoun-ca "Moreno"-properNoun-oc
"Moreno"-noun-oc "Moreno"-properNoun-ca
"Moreno"-properNoun-oc "Moreno"-properNoun-ca
"Mourinho"-properNoun-ca "Mourinho"-noun-oc
"Mourinho"-properNoun-ca "Mourinho"-properNoun-oc
"Mourinho"-noun-oc "Mourinho"-properNoun-ca
"Mourinho"-properNoun-oc "Mourinho"-properNoun-ca
"Bardem"-properNoun-ca "Bardem"-noun-oc
"Bardem"-properNoun-ca "Bardem"-properNoun-oc
"Bardem"-noun-oc "Bardem"-properNoun-ca
"Bardem"-properNoun-oc "Bardem"-properNoun-ca
"Pitt"-properNoun-ca "Pitt"-noun-oc
"Pitt"-properNoun-ca "Pitt"-properNoun-oc
"Pitt"-noun-oc "Pitt"-properNoun-ca
"Pitt"-properNoun-oc "Pitt"-properNoun-ca
"Rossi"-noun-oc "Rossi"-properNoun-ca
"Rossi"-properNoun-ca "Rossi"-noun-oc
"Rossi"-properNoun-ca "Rossi"-properNoun-oc
"Rossi"-properNoun-oc "Rossi"-properNoun-ca
"perdon"-noun-oc "perdó"-noun-ca
"perdó"-noun-ca "perdon"-noun-oc
"veto"-noun-oc "veto"-noun-ca
"veto"-noun-ca "veto"-noun-oc
"disponible"-adjective-oc "disponible"-adjective-ca
"disponible"-adjective-ca "disponible"-adjective-oc
"Napoleó"-properNoun-ca "Napoleon"-properNoun-oc
"Napoleon"-properNoun-oc "Napoleó"-properNoun-ca
"Virgili"-properNoun-ca "Virgili"-noun-oc
"Virgili"-properNoun-ca "Virgili"-properNoun-oc
"Virgili"-noun-oc "Virgili"-properNoun-ca
"Virgili"-properNoun-oc "Virgili"-properNoun-ca
"Pluton"-properNoun-oc "Plutó"-properNoun-ca
"Plutó"-properNoun-ca "Pluton"-properNoun-oc
"Alacant"-properNoun-ca "Alacant"-properNoun-oc
"Alacant"-properNoun-oc "Alacant"-properNoun-ca
"America"-properNoun-oc "Amèrica"-properNoun-ca
"Amèrica"-properNoun-ca "America"-properNoun-oc
"Arabia"-properNoun-oc "Aràbia"-properNoun-ca
"Aràbia"-properNoun-ca "Arabia"-properNoun-oc
"Berlin"-properNoun-oc "Berlín"-properNoun-ca
"Berlín"-properNoun-ca "Berlin"-properNoun-oc
"Bòsnia"-properNoun-oc "Bòsnia"-properNoun-ca
"Bòsnia"-properNoun-ca "Bòsnia"-properNoun-oc
"Galícia"-properNoun-oc "Galícia"-properNoun-ca
"Galícia"-properNoun-ca "Galícia"-properNoun-oc
"Olanda"-properNoun-oc "Holanda"-properNoun-ca
"Holanda"-properNoun-ca "Olanda"-properNoun-oc
"Cisjordania"-properNoun-oc "Cisjordània"-properNoun-ca
"Cisjordània"-properNoun-ca "Cisjordania"-properNoun-oc
"Lima"-noun-oc "Lima"-properNoun-ca
"Lima"-properNoun-ca "Lima"-noun-oc
"Lima"-properNoun-ca "Lima"-properNoun-oc
"Lima"-properNoun-oc "Lima"-properNoun-ca
"Lhèida"-properNoun-oc "Lleida"-properNoun-ca
"Lleida"-properNoun-ca "Lhèida"-properNoun-oc
"Marseille"-noun-oc "Marsella"-properNoun-ca
"Marsella"-properNoun-ca "Marseille"-noun-oc
"Marsella"-properNoun-ca "Marseille"-properNoun-oc
"Marsella"-properNoun-ca "Marselha"-properNoun-oc
"Marseille"-properNoun-oc "Marsella"-properNoun-ca
"Marselha"-properNoun-oc "Marsella"-properNoun-ca
"Múrcia"-properNoun-ca "Múrcia"-noun-oc
"Múrcia"-properNoun-ca "Múrcia"-properNoun-oc
"Múrcia"-noun-oc "Múrcia"-properNoun-ca
"Múrcia"-properNoun-oc "Múrcia"-properNoun-ca
"bodisme"-noun-oc "budisme"-noun-ca
"budisme"-noun-ca "bodisme"-noun-oc
"cristian"-noun-oc "cristià"-noun-ca
"cristià"-noun-ca "cristian"-noun-oc
"cristià"-noun-ca "crestian"-noun-oc
"crestian"-noun-oc "cristià"-noun-ca
"cristianisme"-noun-oc "cristianisme"-noun-ca
"cristianisme"-noun-ca "cristianisme"-noun-oc
"antiguitat"-noun-ca "antiquitat"-noun-oc
"antiquitat"-noun-oc "antiguitat"-noun-ca
"Romano"-noun-oc "Romano"-properNoun-ca
"Romano"-properNoun-ca "Romano"-noun-oc
"Romano"-properNoun-ca "Romano"-properNoun-oc
"Romano"-properNoun-oc "Romano"-properNoun-ca
"manifestant"-noun-oc "manifestant"-noun-ca
"manifestant"-noun-ca "manifestant"-noun-oc
"anomalia"-noun-oc "anomalia"-noun-ca
"anomalia"-noun-ca "anomalia"-noun-oc
"advèrbi"-noun-oc "adverbi"-noun-ca
"adverbi"-noun-ca "advèrbi"-noun-oc
"agressivitat"-noun-oc "agressivitat"-noun-ca
"agressivitat"-noun-ca "agressivitat"-noun-oc
"allergia"-noun-oc "al·lèrgia"-noun-ca
"al·lèrgia"-noun-ca "allergia"-noun-oc
"allusion"-noun-oc "al·lusió"-noun-ca
"al·lusió"-noun-ca "allusion"-noun-oc
"autar"-noun-oc "altar"-noun-ca
"altar"-noun-ca "autar"-noun-oc
"ambaishador"-noun-oc "ambaixador"-noun-ca
"ambaixador"-noun-ca "ambaishador"-noun-oc
"ambaixador"-noun-ca "ambaissador"-noun-oc
"ambaissador"-noun-oc "ambaixador"-noun-ca
"ambigüitat"-noun-oc "ambigüitat"-noun-ca
"ambigüitat"-noun-ca "ambigüitat"-noun-oc
"amnistia"-noun-oc "amnistia"-noun-ca
"amnistia"-noun-ca "amnistia"-noun-oc
"formiga"-noun-oc "formiga"-noun-ca
"formiga"-noun-ca "formiga"-noun-oc
"aplaudiment"-noun-oc "aplaudiment"-noun-ca
"aplaudiment"-noun-ca "aplaudiment"-noun-oc
"arquevesque"-noun-oc "arquebisbe"-noun-ca
"arquebisbe"-noun-ca "arquevesque"-noun-oc
"archipèl"-noun-oc "arxipèlag"-noun-ca
"arxipèlag"-noun-ca "archipèl"-noun-oc
"arquitècte"-noun-oc "arquitecte"-noun-ca
"arquitecte"-noun-ca "arquitècte"-noun-oc
"arsenal"-noun-oc "arsenal"-noun-ca
"arsenal"-noun-ca "arsenal"-noun-oc
"baromètre"-noun-oc "baròmetre"-noun-ca
"baròmetre"-noun-ca "baromètre"-noun-oc
"basilica"-noun-oc "basílica"-noun-ca
"basílica"-noun-ca "basilica"-noun-oc
"cresent"-noun-oc "creient"-noun-ca
"creient"-noun-ca "cresent"-noun-oc
"biografia"-noun-oc "biografia"-noun-ca
"biografia"-noun-ca "biografia"-noun-oc
"biologista"-noun-oc "biòleg"-noun-ca
"biòleg"-noun-ca "biologista"-noun-oc
"emorràgia"-noun-oc "hemorràgia"-noun-ca
"hemorràgia"-noun-ca "emorràgia"-noun-oc
"hemorràgia"-noun-ca "emorragia"-noun-oc
"emorragia"-noun-oc "hemorràgia"-noun-ca
"borgesiá"-noun-oc "burgesia"-noun-ca
"burgesia"-noun-ca "borgesiá"-noun-oc
"boicòt"-noun-oc "boicot"-noun-ca
"boicot"-noun-ca "boicòt"-noun-oc
"frairesa"-noun-oc "fraternitat"-noun-ca
"fraternitat"-noun-ca "frairesa"-noun-oc
"caravana"-noun-oc "caravana"-noun-ca
"caravana"-noun-ca "caravana"-noun-oc
"cardenal"-noun-oc "cardenal"-noun-ca
"cardenal"-noun-ca "cardenal"-noun-oc
"carpa"-noun-oc "carpa"-noun-ca
"carpa"-noun-ca "carpa"-noun-oc
"carròta"-noun-oc "pastanaga"-noun-ca
"pastanaga"-noun-ca "carròta"-noun-oc
"catalanisme"-noun-oc "catalanisme"-noun-ca
"catalanisme"-noun-ca "catalanisme"-noun-oc
"cementèri"-noun-oc "cementiri"-noun-ca
"cementiri"-noun-ca "cementèri"-noun-oc
"centimètre"-noun-oc "centímetre"-noun-ca
"centímetre"-noun-ca "centimètre"-noun-oc
"coreografia"-noun-oc "coreografia"-noun-ca
"coreografia"-noun-ca "coreografia"-noun-oc
"cigarro"-noun-oc "cigar"-noun-ca
"cigar"-noun-ca "cigarro"-noun-oc
"argila"-noun-oc "argila"-noun-ca
"argila"-noun-ca "argila"-noun-oc
"argila"-noun-ca "argèla"-noun-oc
"argèla"-noun-oc "argila"-noun-ca
"convivéncia"-noun-oc "convivència"-noun-ca
"convivència"-noun-ca "convivéncia"-noun-oc
"coronèl"-noun-oc "coronel"-noun-ca
"coronel"-noun-ca "coronèl"-noun-oc
"comercializacion"-noun-oc "comercialització"-noun-ca
"comercialització"-noun-ca "comercializacion"-noun-oc
"compatriòta"-noun-oc "compatriota"-noun-ca
"compatriota"-noun-ca "compatriòta"-noun-oc
"confederacion"-noun-oc "confederació"-noun-ca
"confederació"-noun-ca "confederacion"-noun-oc
"conjuncion"-noun-oc "conjunció"-noun-ca
"conjunció"-noun-ca "conjuncion"-noun-oc
"conjunció"-noun-ca "conjoncion"-noun-oc
"conjoncion"-noun-oc "conjunció"-noun-ca
"conquista"-noun-oc "conquesta"-noun-ca
"conquesta"-noun-ca "conquista"-noun-oc
"coordinacion"-noun-oc "coordinació"-noun-ca
"coordinació"-noun-ca "coordinacion"-noun-oc
"cajada"-noun-oc "crossa"-noun-ca
"crossa"-noun-ca "cajada"-noun-oc
"cortina"-noun-oc "cortina"-noun-ca
"cortina"-noun-ca "cortina"-noun-oc
"papa"-noun-oc "papa"-noun-ca
"papa"-noun-ca "papa"-noun-oc
"democrata"-noun-oc "demòcrata"-noun-ca
"demòcrata"-noun-ca "democrata"-noun-oc
"desespèr"-noun-oc "desesperació"-noun-ca
"desesperació"-noun-ca "desespèr"-noun-oc
"dictator"-noun-oc "dictador"-noun-ca
"dictador"-noun-ca "dictator"-noun-oc
"dictadura"-noun-oc "dictadura"-noun-ca
"dictadura"-noun-ca "dictadura"-noun-oc
"dictadura"-noun-ca "dictatura"-noun-oc
"dictatura"-noun-oc "dictadura"-noun-ca
"diuersitat"-noun-oc "diversitat"-noun-ca
"diversitat"-noun-ca "diuersitat"-noun-oc
"diversitat"-noun-ca "diversitat"-noun-oc
"diversitat"-noun-oc "diversitat"-noun-ca
"agla"-noun-oc "àguila"-noun-ca
"àguila"-noun-ca "agla"-noun-oc
"economista"-noun-oc "economista"-noun-ca
"economista"-noun-ca "economista"-noun-oc
"ecosistèma"-noun-oc "ecosistema"-noun-ca
"ecosistema"-noun-ca "ecosistèma"-noun-oc
"remolí"-noun-ca "remolin"-noun-oc
"remolin"-noun-oc "remolí"-noun-ca
"electorat"-noun-oc "electorat"-noun-ca
"electorat"-noun-ca "electorat"-noun-oc
"electron"-noun-oc "electró"-noun-ca
"electró"-noun-ca "electron"-noun-oc
"ambaissada"-noun-oc "ambaixada"-noun-ca
"ambaixada"-noun-ca "ambaissada"-noun-oc
"euforia"-noun-oc "eufòria"-noun-ca
"eufòria"-noun-ca "euforia"-noun-oc
"eurò"-noun-oc "euro"-noun-ca
"euro"-noun-ca "eurò"-noun-oc
"euro"-noun-ca "èuro"-noun-oc
"èuro"-noun-oc "euro"-noun-ca
"evacuacion"-noun-oc "evacuació"-noun-ca
"evacuació"-noun-ca "evacuacion"-noun-oc
"evocacion"-noun-oc "evocació"-noun-ca
"evocació"-noun-ca "evocacion"-noun-oc
"exportador"-noun-oc "exportador"-noun-ca
"exportador"-noun-ca "exportador"-noun-oc
"extradicion"-noun-oc "extradició"-noun-ca
"extradició"-noun-ca "extradicion"-noun-oc
"federalisme"-noun-oc "federalisme"-noun-ca
"federalisme"-noun-ca "federalisme"-noun-oc
"gripa"-noun-oc "grip"-noun-ca
"grip"-noun-ca "gripa"-noun-oc
"fotbolaire"-noun-oc "futbolista"-noun-ca
"futbolista"-noun-ca "fotbolaire"-noun-oc
"fossil"-noun-oc "fòssil"-noun-ca
"fòssil"-noun-ca "fossil"-noun-oc
"fondador"-noun-oc "fundador"-noun-ca
"fundador"-noun-ca "fondador"-noun-oc
"fundador"-noun-ca "fondator"-noun-oc
"fondator"-noun-oc "fundador"-noun-ca
"misharnon"-noun-oc "bolet"-noun-ca
"bolet"-noun-ca "misharnon"-noun-oc
"gèn"-noun-oc "gen"-noun-ca
"gen"-noun-ca "gèn"-noun-oc
"generador"-noun-oc "generador"-noun-ca
"generador"-noun-ca "generador"-noun-oc
"genocidi"-noun-oc "genocidi"-noun-ca
"genocidi"-noun-ca "genocidi"-noun-oc
"glacièr"-noun-oc "glacera"-noun-ca
"glacera"-noun-ca "glacièr"-noun-oc
"globalització"-noun-ca "globalizacion"-noun-oc
"globalizacion"-noun-oc "globalització"-noun-ca
"guitarra"-noun-oc "guitarra"-noun-ca
"guitarra"-noun-ca "guitarra"-noun-oc
"cuèissa"-noun-oc "cuixa"-noun-ca
"cuixa"-noun-ca "cuèissa"-noun-oc
"cuixa"-noun-ca "cueisha"-noun-oc
"cueisha"-noun-oc "cuixa"-noun-ca
"cambajon"-noun-oc "pernil"-noun-ca
"pernil"-noun-ca "cambajon"-noun-oc
"andbòl"-noun-oc "handbol"-noun-ca
"handbol"-noun-ca "andbòl"-noun-oc
"lèbre"-noun-oc "llebre"-noun-ca
"llebre"-noun-ca "lèbre"-noun-oc
"elicoptèr"-noun-oc "helicòpter"-noun-ca
"helicòpter"-noun-ca "elicoptèr"-noun-oc
"lunfèrn"-noun-oc "infern"-noun-ca
"infern"-noun-ca "lunfèrn"-noun-oc
"infern"-noun-ca "in·hèrn"-noun-oc
"infern"-noun-ca "infèrn"-noun-oc
"in·hèrn"-noun-oc "infern"-noun-ca
"infèrn"-noun-oc "infern"-noun-ca
"epatiti"-noun-oc "hepatitis"-noun-ca
"hepatitis"-noun-ca "epatiti"-noun-oc
"ostatge"-noun-oc "ostatge"-noun-ca
"ostatge"-noun-ca "ostatge"-noun-oc
"umilitat"-noun-oc "humilitat"-noun-ca
"humilitat"-noun-ca "umilitat"-noun-oc
"centenat"-noun-oc "centenar"-noun-ca
"centenar"-noun-ca "centenat"-noun-oc
"centenar"-noun-ca "centena"-noun-oc
"centena"-noun-oc "centenar"-noun-ca
"ipocrisia"-noun-oc "hipocresia"-noun-ca
"hipocresia"-noun-ca "ipocrisia"-noun-oc
"ingredient"-noun-oc "ingredient"-noun-ca
"ingredient"-noun-ca "ingredient"-noun-oc
"inquisicion"-noun-oc "inquisició"-noun-ca
"inquisició"-noun-ca "inquisicion"-noun-oc
"insècte"-noun-oc "insecte"-noun-ca
"insecte"-noun-ca "insècte"-noun-oc
"musician"-noun-oc "músic"-noun-ca
"músic"-noun-ca "musician"-noun-oc
"músic"-noun-ca "musicaire"-noun-oc
"musicaire"-noun-oc "músic"-noun-ca
"entonacion"-noun-oc "entonació"-noun-ca
"entonació"-noun-ca "entonacion"-noun-oc
"ironia"-noun-oc "ironia"-noun-ca
"ironia"-noun-ca "ironia"-noun-oc
"jurisdiccion"-noun-oc "jurisdicció"-noun-ca
"jurisdicció"-noun-ca "jurisdiccion"-noun-oc
"arnelh"-noun-oc "ronyó"-noun-ca
"ronyó"-noun-ca "arnelh"-noun-oc
"punet"-noun-oc "petó"-noun-ca
"petó"-noun-ca "punet"-noun-oc
"petó"-noun-ca "poton"-noun-oc
"poton"-noun-oc "petó"-noun-ca
"jolh"-noun-oc "genoll"-noun-ca
"genoll"-noun-ca "jolh"-noun-oc
"genoll"-noun-ca "genolh"-noun-oc
"genolh"-noun-oc "genoll"-noun-ca
"laberint"-noun-oc "laberint"-noun-ca
"laberint"-noun-ca "laberint"-noun-oc
"lauseta"-noun-oc "alosa"-noun-ca
"alosa"-noun-ca "lauseta"-noun-oc
"quèrra"-noun-oc "esquerra"-noun-ca
"esquerra"-noun-ca "quèrra"-noun-oc
"esquerra"-noun-ca "esquèrra"-noun-oc
"esquèrra"-noun-oc "esquerra"-noun-ca
"legenda"-noun-oc "llegenda"-noun-ca
"llegenda"-noun-ca "legenda"-noun-oc
"legion"-noun-oc "legió"-noun-ca
"legió"-noun-ca "legion"-noun-oc
"lentilha"-noun-oc "llentia"-noun-ca
"llentia"-noun-ca "lentilha"-noun-oc
"liberalizacion"-noun-oc "liberalització"-noun-ca
"liberalització"-noun-ca "liberalizacion"-noun-oc
"logistica"-noun-oc "logística"-noun-ca
"logística"-noun-ca "logistica"-noun-oc
"luxe"-noun-oc "luxe"-noun-ca
"luxe"-noun-ca "luxe"-noun-oc
"magia"-noun-oc "màgia"-noun-ca
"màgia"-noun-ca "magia"-noun-oc
"mamifèr"-noun-oc "mamífer"-noun-ca
"mamífer"-noun-ca "mamifèr"-noun-oc
"martir"-noun-oc "màrtir"-noun-ca
"màrtir"-noun-ca "martir"-noun-oc
"matalàs"-noun-oc "matalàs"-noun-ca
"matalàs"-noun-ca "matalàs"-noun-oc
"miratge"-noun-oc "miratge"-noun-ca
"miratge"-noun-ca "miratge"-noun-oc
"mobilització"-noun-ca "mobilizacion"-noun-oc
"mobilizacion"-noun-oc "mobilització"-noun-ca
"modernizacion"-noun-oc "modernització"-noun-ca
"modernització"-noun-ca "modernizacion"-noun-oc
"monarca"-noun-oc "monarca"-noun-ca
"monarca"-noun-ca "monarca"-noun-oc
"monològ"-noun-oc "monòleg"-noun-ca
"monòleg"-noun-ca "monològ"-noun-oc
"monstre"-noun-oc "monstre"-noun-ca
"monstre"-noun-ca "monstre"-noun-oc
"motò"-noun-oc "moto"-noun-ca
"moto"-noun-ca "motò"-noun-oc
"moto"-noun-ca "mòto"-noun-oc
"mòto"-noun-oc "moto"-noun-ca
"nebot"-noun-ca "nebot"-noun-oc
"nebot"-noun-oc "nebot"-noun-ca
"observatòri"-noun-oc "observatori"-noun-ca
"observatori"-noun-ca "observatòri"-noun-oc
"ocean"-noun-oc "oceà"-noun-ca
"oceà"-noun-ca "ocean"-noun-oc
"opèra"-noun-oc "òpera"-noun-ca
"òpera"-noun-ca "opèra"-noun-oc
"orbita"-noun-oc "òrbita"-noun-ca
"òrbita"-noun-ca "orbita"-noun-oc
"hort"-noun-ca "òrt"-noun-oc
"òrt"-noun-oc "hort"-noun-ca
"mirador"-noun-oc "mirador"-noun-ca
"mirador"-noun-ca "mirador"-noun-oc
"mirador"-noun-ca "guardader"-noun-oc
"guardader"-noun-oc "mirador"-noun-ca
"pintor"-noun-oc "pintor"-noun-ca
"pintor"-noun-ca "pintor"-noun-oc
"panic"-noun-oc "pànic"-noun-ca
"pànic"-noun-ca "panic"-noun-oc
"leopard"-noun-oc "lleopard"-noun-ca
"lleopard"-noun-ca "leopard"-noun-oc
"peninsula"-noun-oc "península"-noun-ca
"península"-noun-ca "peninsula"-noun-oc
"romieuatge"-noun-oc "romiatge"-noun-ca
"romiatge"-noun-ca "romieuatge"-noun-oc
"ròsa"-noun-oc "rosa"-noun-ca
"rosa"-noun-ca "ròsa"-noun-oc
"pirata"-noun-oc "pirata"-noun-ca
"pirata"-noun-ca "pirata"-noun-oc
"pòcha"-noun-oc "butxaca"-noun-ca
"butxaca"-noun-ca "pòcha"-noun-oc
"miugrana"-noun-oc "magrana"-noun-ca
"magrana"-noun-ca "miugrana"-noun-oc
"magrana"-noun-ca "milgrana"-noun-oc
"milgrana"-noun-oc "magrana"-noun-ca
"retrait"-noun-oc "retrat"-noun-ca
"retrat"-noun-ca "retrait"-noun-oc
"preistòria"-noun-oc "prehistòria"-noun-ca
"prehistòria"-noun-ca "preistòria"-noun-oc
"preposicion"-noun-oc "preposició"-noun-ca
"preposició"-noun-ca "preposicion"-noun-oc
"productivitat"-noun-oc "productivitat"-noun-ca
"productivitat"-noun-ca "productivitat"-noun-oc
"projeccion"-noun-oc "projecció"-noun-ca
"projecció"-noun-ca "projeccion"-noun-oc
"pronòm"-noun-oc "pronom"-noun-ca
"pronom"-noun-ca "pronòm"-noun-oc
"profèta"-noun-oc "profeta"-noun-ca
"profeta"-noun-ca "profèta"-noun-oc
"prototipe"-noun-oc "prototip"-noun-ca
"prototip"-noun-ca "prototipe"-noun-oc
"quatrin"-noun-oc "quartet"-noun-ca
"quartet"-noun-ca "quatrin"-noun-oc
"radar"-noun-oc "radar"-noun-ca
"radar"-noun-ca "radar"-noun-oc
"arrat"-noun-oc "rata"-noun-ca
"rata"-noun-ca "arrat"-noun-oc
"rata"-noun-ca "rat"-noun-oc
"rat"-noun-oc "rata"-noun-ca
"realisme"-noun-oc "realisme"-noun-ca
"realisme"-noun-ca "realisme"-noun-oc
"regeneracion"-noun-oc "regeneració"-noun-ca
"regeneració"-noun-ca "regeneracion"-noun-oc
"redubertura"-noun-oc "reobertura"-noun-ca
"reobertura"-noun-ca "redubertura"-noun-oc
"reobertura"-noun-ca "redobertura"-noun-oc
"reobertura"-noun-ca "reobertura"-noun-oc
"redobertura"-noun-oc "reobertura"-noun-ca
"reobertura"-noun-oc "reobertura"-noun-ca
"retorica"-noun-oc "retòrica"-noun-ca
"retòrica"-noun-ca "retorica"-noun-oc
"robòt"-noun-oc "robot"-noun-ca
"robot"-noun-ca "robòt"-noun-oc
"fusada"-noun-oc "coet"-noun-ca
"coet"-noun-ca "fusada"-noun-oc
"rosari"-noun-oc "rosari"-noun-ca
"rosari"-noun-ca "rosari"-noun-oc
"anchòia"-noun-oc "anxova"-noun-ca
"anxova"-noun-ca "anchòia"-noun-oc
"sardina"-noun-ca "sarda"-noun-oc
"sarda"-noun-oc "sardina"-noun-ca
"saussa"-noun-oc "salsa"-noun-ca
"salsa"-noun-ca "saussa"-noun-oc
"escultor"-noun-oc "escultor"-noun-ca
"escultor"-noun-ca "escultor"-noun-oc
"estabordiment"-noun-oc "mareig"-noun-ca
"mareig"-noun-ca "estabordiment"-noun-oc
"autodeterminacion"-noun-oc "autodeterminació"-noun-ca
"autodeterminació"-noun-ca "autodeterminacion"-noun-oc
"senador"-noun-oc "senador"-noun-ca
"senador"-noun-ca "senador"-noun-oc
"sergent"-noun-oc "sergent"-noun-ca
"sergent"-noun-ca "sergent"-noun-oc
"siloeta"-noun-oc "silueta"-noun-ca
"silueta"-noun-ca "siloeta"-noun-oc
"gratacèl"-noun-oc "gratacel"-noun-ca
"gratacel"-noun-ca "gratacèl"-noun-oc
"sociològ"-noun-oc "sociòleg"-noun-ca
"sociòleg"-noun-ca "sociològ"-noun-oc
"sobeiranetat"-noun-oc "sobirania"-noun-ca
"sobirania"-noun-ca "sobeiranetat"-noun-oc
"espòrt"-noun-oc "esport"-noun-ca
"esport"-noun-ca "espòrt"-noun-oc
"acièr"-noun-oc "acer"-noun-ca
"acer"-noun-ca "acièr"-noun-oc
"sògre"-noun-oc "sogre"-noun-ca
"sogre"-noun-ca "sògre"-noun-oc
"estomac"-noun-oc "estómac"-noun-ca
"estómac"-noun-ca "estomac"-noun-oc
"sosmarin"-noun-oc "submarí"-noun-ca
"submarí"-noun-ca "sosmarin"-noun-oc
"tèrç"-noun-oc "terç"-noun-ca
"terç"-noun-ca "tèrç"-noun-oc
"grapaud"-noun-oc "gripau"-noun-ca
"gripau"-noun-ca "grapaud"-noun-oc
"torista"-noun-oc "turista"-noun-ca
"turista"-noun-ca "torista"-noun-oc
"torneg"-noun-oc "torneig"-noun-ca
"torneig"-noun-ca "torneg"-noun-oc
"joguet"-noun-oc "joguina"-noun-ca
"joguina"-noun-ca "joguet"-noun-oc
"tragèdia"-noun-oc "tragèdia"-noun-ca
"tragèdia"-noun-ca "tragèdia"-noun-oc
"bilion"-noun-oc "bilió"-noun-ca
"bilió"-noun-ca "bilion"-noun-oc
"trofèu"-noun-oc "trofeu"-noun-ca
"trofeu"-noun-ca "trofèu"-noun-oc
"urani"-noun-oc "urani"-noun-ca
"urani"-noun-ca "urani"-noun-oc
"urina"-noun-oc "orina"-noun-ca
"orina"-noun-ca "urina"-noun-oc
"utopia"-noun-oc "utopia"-noun-ca
"utopia"-noun-ca "utopia"-noun-oc
"vibracion"-noun-oc "vibració"-noun-ca
"vibració"-noun-ca "vibracion"-noun-oc
"violon"-noun-oc "violí"-noun-ca
"violí"-noun-ca "violon"-noun-oc
"vitamina"-noun-oc "vitamina"-noun-ca
"vitamina"-noun-ca "vitamina"-noun-oc
"vocacion"-noun-oc "vocació"-noun-ca
"vocació"-noun-ca "vocacion"-noun-oc
"blat"-noun-oc "blat"-noun-ca
"blat"-noun-ca "blat"-noun-oc
"veuse"-noun-oc "vidu"-noun-ca
"vidu"-noun-ca "veuse"-noun-oc
"lana"-noun-oc "llana"-noun-ca
"llana"-noun-ca "lana"-noun-oc
"antartic"-adjective-oc "antàrtic"-adjective-ca
"antàrtic"-adjective-ca "antartic"-adjective-oc
