","-comma-eo ","-comma-ca
"Pardilla"-properNoun-ca "Pardilla"-properNoun-eo
"Partido de la Sierra en Tobalina"-properNoun-eo "Partido de la Sierra en Tobalina"-properNoun-ca
"Partido de la Sierra en Tobalina"-properNoun-ca "Partido de la Sierra en Tobalina"-properNoun-eo
"Pedrosa de Duero"-properNoun-eo "Pedrosa de Duero"-properNoun-ca
"Pedrosa de Duero"-properNoun-ca "Pedrosa de Duero"-properNoun-eo
"Pedrosa del Páramo"-properNoun-eo "Pedrosa del Páramo"-properNoun-ca
"Pedrosa del Páramo"-properNoun-ca "Pedrosa del Páramo"-properNoun-eo
"Pedrosa del Príncipe"-properNoun-eo "Pedrosa del Príncipe"-properNoun-ca
"Pedrosa del Príncipe"-properNoun-ca "Pedrosa del Príncipe"-properNoun-eo
"Pedrosa de Río Úrbel"-properNoun-eo "Pedrosa de Río Úrbel"-properNoun-ca
"Pedrosa de Río Úrbel"-properNoun-ca "Pedrosa de Río Úrbel"-properNoun-eo
"Peñaranda de Duero"-properNoun-eo "Peñaranda de Duero"-properNoun-ca
"Peñaranda de Duero"-properNoun-ca "Peñaranda de Duero"-properNoun-eo
"Peral de Arlanza"-properNoun-eo "Peral de Arlanza"-properNoun-ca
"Peral de Arlanza"-properNoun-ca "Peral de Arlanza"-properNoun-eo
"Piérnigas"-properNoun-eo "Piérnigas"-properNoun-ca
"Piérnigas"-properNoun-ca "Piérnigas"-properNoun-eo
"Pineda de la Sierra"-properNoun-eo "Pineda de la Sierra"-properNoun-ca
"Pineda de la Sierra"-properNoun-ca "Pineda de la Sierra"-properNoun-eo
"Pineda Trasmonte"-properNoun-eo "Pineda Trasmonte"-properNoun-ca
"Pineda Trasmonte"-properNoun-ca "Pineda Trasmonte"-properNoun-eo
"Pinilla de los Barruecos"-properNoun-eo "Pinilla de los Barruecos"-properNoun-ca
"Pinilla de los Barruecos"-properNoun-ca "Pinilla de los Barruecos"-properNoun-eo
"Pinilla de los Moros"-properNoun-eo "Pinilla de los Moros"-properNoun-ca
"Pinilla de los Moros"-properNoun-ca "Pinilla de los Moros"-properNoun-eo
"Pinilla Trasmonte"-properNoun-eo "Pinilla Trasmonte"-properNoun-ca
"Pinilla Trasmonte"-properNoun-ca "Pinilla Trasmonte"-properNoun-eo
"Poza de la Sal"-properNoun-eo "Poza de la Sal"-properNoun-ca
"Poza de la Sal"-properNoun-ca "Poza de la Sal"-properNoun-eo
"Prádanos de Bureba"-properNoun-eo "Prádanos de Bureba"-properNoun-ca
"Prádanos de Bureba"-properNoun-ca "Prádanos de Bureba"-properNoun-eo
"Pradoluengo"-properNoun-eo "Pradoluengo"-properNoun-ca
"Pradoluengo"-properNoun-ca "Pradoluengo"-properNoun-eo
"Presencio"-properNoun-eo "Presencio"-properNoun-ca
"Presencio"-properNoun-ca "Presencio"-properNoun-eo
"La Puebla de Arganzón"-properNoun-eo "La Puebla de Arganzón"-properNoun-ca
"La Puebla de Arganzón"-properNoun-ca "La Puebla de Arganzón"-properNoun-eo
"Puentedura"-properNoun-eo "Puentedura"-properNoun-ca
"Puentedura"-properNoun-ca "Puentedura"-properNoun-eo
"Quemada"-properNoun-eo "Quemada"-properNoun-ca
"Quemada"-properNoun-ca "Quemada"-properNoun-eo
"Quintanabureba"-properNoun-eo "Quintanabureba"-properNoun-ca
"Quintanabureba"-properNoun-ca "Quintanabureba"-properNoun-eo
"Quintana del Pidio"-properNoun-eo "Quintana del Pidio"-properNoun-ca
"Quintana del Pidio"-properNoun-ca "Quintana del Pidio"-properNoun-eo
"Quintanaélez"-properNoun-eo "Quintanaélez"-properNoun-ca
"Quintanaélez"-properNoun-ca "Quintanaélez"-properNoun-eo
"Quintanaortuño"-properNoun-eo "Quintanaortuño"-properNoun-ca
"Quintanaortuño"-properNoun-ca "Quintanaortuño"-properNoun-eo
"Quintanapalla"-properNoun-eo "Quintanapalla"-properNoun-ca
"Quintanapalla"-properNoun-ca "Quintanapalla"-properNoun-eo
"Quintanar de la Sierra"-properNoun-eo "Quintanar de la Sierra"-properNoun-ca
"Quintanar de la Sierra"-properNoun-ca "Quintanar de la Sierra"-properNoun-eo
"Quintanavides"-properNoun-eo "Quintanavides"-properNoun-ca
"Quintanavides"-properNoun-ca "Quintanavides"-properNoun-eo
"Quintanilla de la Mata"-properNoun-eo "Quintanilla de la Mata"-properNoun-ca
"Quintanilla de la Mata"-properNoun-ca "Quintanilla de la Mata"-properNoun-eo
"Quintanilla del Coco"-properNoun-eo "Quintanilla del Coco"-properNoun-ca
"Quintanilla del Coco"-properNoun-ca "Quintanilla del Coco"-properNoun-eo
"Las Quintanillas"-properNoun-eo "Las Quintanillas"-properNoun-ca
"Las Quintanillas"-properNoun-ca "Las Quintanillas"-properNoun-eo
"Quintanilla San García"-properNoun-eo "Quintanilla San García"-properNoun-ca
"Quintanilla San García"-properNoun-ca "Quintanilla San García"-properNoun-eo
"Quintanilla Vivar"-properNoun-eo "Quintanilla Vivar"-properNoun-ca
"Quintanilla Vivar"-properNoun-ca "Quintanilla Vivar"-properNoun-eo
"Rabanera del Pinar"-properNoun-eo "Rabanera del Pinar"-properNoun-ca
"Rabanera del Pinar"-properNoun-ca "Rabanera del Pinar"-properNoun-eo
"Rábanos"-properNoun-eo "Rábanos"-properNoun-ca
"Rábanos"-properNoun-ca "Rábanos"-properNoun-eo
"Rabé de las Calzadas"-properNoun-eo "Rabé de las Calzadas"-properNoun-ca
"Rabé de las Calzadas"-properNoun-ca "Rabé de las Calzadas"-properNoun-eo
"Rebolledo de la Torre"-properNoun-eo "Rebolledo de la Torre"-properNoun-ca
"Rebolledo de la Torre"-properNoun-ca "Rebolledo de la Torre"-properNoun-eo
"Redecilla del Camino"-properNoun-eo "Redecilla del Camino"-properNoun-ca
"Redecilla del Camino"-properNoun-ca "Redecilla del Camino"-properNoun-eo
"Redecilla del Campo"-properNoun-eo "Redecilla del Campo"-properNoun-ca
"Redecilla del Campo"-properNoun-ca "Redecilla del Campo"-properNoun-eo
"Regumiel de la Sierra"-properNoun-eo "Regumiel de la Sierra"-properNoun-ca
"Regumiel de la Sierra"-properNoun-ca "Regumiel de la Sierra"-properNoun-eo
"Retuerta"-properNoun-eo "Retuerta"-properNoun-ca
"Retuerta"-properNoun-ca "Retuerta"-properNoun-eo
"La Revilla y Ahedo"-properNoun-eo "La Revilla y Ahedo"-properNoun-ca
"La Revilla y Ahedo"-properNoun-ca "La Revilla y Ahedo"-properNoun-eo
"Revilla del Campo"-properNoun-eo "Revilla del Campo"-properNoun-ca
"Revilla del Campo"-properNoun-ca "Revilla del Campo"-properNoun-eo
"Revillarruz"-properNoun-eo "Revillarruz"-properNoun-ca
"Revillarruz"-properNoun-ca "Revillarruz"-properNoun-eo
"Revilla Vallejera"-properNoun-eo "Revilla Vallejera"-properNoun-ca
"Revilla Vallejera"-properNoun-ca "Revilla Vallejera"-properNoun-eo
"Rezmondo"-properNoun-eo "Rezmondo"-properNoun-ca
"Rezmondo"-properNoun-ca "Rezmondo"-properNoun-eo
"Riocavado de la Sierra"-properNoun-eo "Riocavado de la Sierra"-properNoun-ca
"Riocavado de la Sierra"-properNoun-ca "Riocavado de la Sierra"-properNoun-eo
"Royuela de Río Franco"-properNoun-eo "Royuela de Río Franco"-properNoun-ca
"Royuela de Río Franco"-properNoun-ca "Royuela de Río Franco"-properNoun-eo
"Rubena"-properNoun-eo "Rubena"-properNoun-ca
"Rubena"-properNoun-ca "Rubena"-properNoun-eo
"Rublacedo de Abajo"-properNoun-eo "Rublacedo de Abajo"-properNoun-ca
"Rublacedo de Abajo"-properNoun-ca "Rublacedo de Abajo"-properNoun-eo
"Rucandio"-properNoun-eo "Rucandio"-properNoun-ca
"Rucandio"-properNoun-ca "Rucandio"-properNoun-eo
"Salas de Bureba"-properNoun-eo "Salas de Bureba"-properNoun-ca
"Salas de Bureba"-properNoun-ca "Salas de Bureba"-properNoun-eo
"Salas de los Infantes"-properNoun-eo "Salas de los Infantes"-properNoun-ca
"Salas de los Infantes"-properNoun-ca "Salas de los Infantes"-properNoun-eo
"Saldaña de Burgos"-properNoun-eo "Saldaña de Burgos"-properNoun-ca
"Saldaña de Burgos"-properNoun-ca "Saldaña de Burgos"-properNoun-eo
"Salinillas de Bureba"-properNoun-eo "Salinillas de Bureba"-properNoun-ca
"Salinillas de Bureba"-properNoun-ca "Salinillas de Bureba"-properNoun-eo
"San Adrián de Juarros"-properNoun-eo "San Adrián de Juarros"-properNoun-ca
"San Adrián de Juarros"-properNoun-ca "San Adrián de Juarros"-properNoun-eo
"San Juan del Monte"-properNoun-eo "San Juan del Monte"-properNoun-ca
"San Juan del Monte"-properNoun-ca "San Juan del Monte"-properNoun-eo
"San Mamés de Burgos"-properNoun-eo "San Mamés de Burgos"-properNoun-ca
"San Mamés de Burgos"-properNoun-ca "San Mamés de Burgos"-properNoun-eo
"San Martín de Rubiales"-properNoun-eo "San Martín de Rubiales"-properNoun-ca
"San Martín de Rubiales"-properNoun-ca "San Martín de Rubiales"-properNoun-eo
"San Millán de Lara"-properNoun-eo "San Millán de Lara"-properNoun-ca
"San Millán de Lara"-properNoun-ca "San Millán de Lara"-properNoun-eo
"Santa Cecilia"-properNoun-eo "Santa Cecilia"-properNoun-ca
"Santa Cecilia"-properNoun-ca "Santa Cecilia"-properNoun-eo
"Santa Cruz de la Salceda"-properNoun-eo "Santa Cruz de la Salceda"-properNoun-ca
"Santa Cruz de la Salceda"-properNoun-ca "Santa Cruz de la Salceda"-properNoun-eo
"Santa Cruz del Valle Urbión"-properNoun-eo "Santa Cruz del Valle Urbión"-properNoun-ca
"Santa Cruz del Valle Urbión"-properNoun-ca "Santa Cruz del Valle Urbión"-properNoun-eo
"Santa Gadea del Cid"-properNoun-eo "Santa Gadea del Cid"-properNoun-ca
"Santa Gadea del Cid"-properNoun-ca "Santa Gadea del Cid"-properNoun-eo
"Santa Inés"-properNoun-eo "Santa Inés"-properNoun-ca
"Santa Inés"-properNoun-ca "Santa Inés"-properNoun-eo
"Santa María del Campo"-properNoun-eo "Santa María del Campo"-properNoun-ca
"Santa María del Campo"-properNoun-ca "Santa María del Campo"-properNoun-eo
"Santa María del Invierno"-properNoun-eo "Santa María del Invierno"-properNoun-ca
"Santa María del Invierno"-properNoun-ca "Santa María del Invierno"-properNoun-eo
"Santa María del Mercadillo"-properNoun-eo "Santa María del Mercadillo"-properNoun-ca
"Santa María del Mercadillo"-properNoun-ca "Santa María del Mercadillo"-properNoun-eo
"Santa María Rivarredonda"-properNoun-eo "Santa María Rivarredonda"-properNoun-ca
"Santa María Rivarredonda"-properNoun-ca "Santa María Rivarredonda"-properNoun-eo
"Santa Olalla de Bureba"-properNoun-eo "Santa Olalla de Bureba"-properNoun-ca
"Santa Olalla de Bureba"-properNoun-ca "Santa Olalla de Bureba"-properNoun-eo
"Santibáñez de Esgueva"-properNoun-eo "Santibáñez de Esgueva"-properNoun-ca
"Santibáñez de Esgueva"-properNoun-ca "Santibáñez de Esgueva"-properNoun-eo
"Santibáñez del Val"-properNoun-eo "Santibáñez del Val"-properNoun-ca
"Santibáñez del Val"-properNoun-ca "Santibáñez del Val"-properNoun-eo
"Santo Domingo de Silos"-properNoun-eo "Santo Domingo de Silos"-properNoun-ca
"Santo Domingo de Silos"-properNoun-ca "Santo Domingo de Silos"-properNoun-eo
"San Vicente del Valle"-properNoun-eo "San Vicente del Valle"-properNoun-ca
"San Vicente del Valle"-properNoun-ca "San Vicente del Valle"-properNoun-eo
"Sargentes de la Lora"-properNoun-eo "Sargentes de la Lora"-properNoun-ca
"Sargentes de la Lora"-properNoun-ca "Sargentes de la Lora"-properNoun-eo
"Sarracín"-properNoun-eo "Sarracín"-properNoun-ca
"Sarracín"-properNoun-ca "Sarracín"-properNoun-eo
"Sasamón"-properNoun-eo "Sasamón"-properNoun-ca
"Sasamón"-properNoun-ca "Sasamón"-properNoun-eo
"La Sequera de Haza"-properNoun-eo "La Sequera de Haza"-properNoun-ca
"La Sequera de Haza"-properNoun-ca "La Sequera de Haza"-properNoun-eo
"Solarana"-properNoun-eo "Solarana"-properNoun-ca
"Solarana"-properNoun-ca "Solarana"-properNoun-eo
"Sordillos"-properNoun-eo "Sordillos"-properNoun-ca
"Sordillos"-properNoun-ca "Sordillos"-properNoun-eo
"Sotillo de la Ribera"-properNoun-eo "Sotillo de la Ribera"-properNoun-ca
"Sotillo de la Ribera"-properNoun-ca "Sotillo de la Ribera"-properNoun-eo
"Sotragero"-properNoun-eo "Sotragero"-properNoun-ca
"Sotragero"-properNoun-ca "Sotragero"-properNoun-eo
"Sotresgudo"-properNoun-eo "Sotresgudo"-properNoun-ca
"Sotresgudo"-properNoun-ca "Sotresgudo"-properNoun-eo
"Susinos del Páramo"-properNoun-eo "Susinos del Páramo"-properNoun-ca
"Susinos del Páramo"-properNoun-ca "Susinos del Páramo"-properNoun-eo
"Tamarón"-properNoun-eo "Tamarón"-properNoun-ca
"Tamarón"-properNoun-ca "Tamarón"-properNoun-eo
"Tardajos"-properNoun-eo "Tardajos"-properNoun-ca
"Tardajos"-properNoun-ca "Tardajos"-properNoun-eo
"Terradillos de Esgueva"-properNoun-eo "Terradillos de Esgueva"-properNoun-ca
"Terradillos de Esgueva"-properNoun-ca "Terradillos de Esgueva"-properNoun-eo
"Tinieblas de la Sierra"-properNoun-eo "Tinieblas de la Sierra"-properNoun-ca
"Tinieblas de la Sierra"-properNoun-ca "Tinieblas de la Sierra"-properNoun-eo
"Tordómar"-properNoun-eo "Tordómar"-properNoun-ca
"Tordómar"-properNoun-ca "Tordómar"-properNoun-eo
"Torrecilla del Monte"-properNoun-eo "Torrecilla del Monte"-properNoun-ca
"Torrecilla del Monte"-properNoun-ca "Torrecilla del Monte"-properNoun-eo
"Torregalindo"-properNoun-eo "Torregalindo"-properNoun-ca
"Torregalindo"-properNoun-ca "Torregalindo"-properNoun-eo
"Torrelara"-properNoun-eo "Torrelara"-properNoun-ca
"Torrelara"-properNoun-ca "Torrelara"-properNoun-eo
"Torrepadre"-properNoun-eo "Torrepadre"-properNoun-ca
"Torrepadre"-properNoun-ca "Torrepadre"-properNoun-eo
"Torresandino"-properNoun-eo "Torresandino"-properNoun-ca
"Torresandino"-properNoun-ca "Torresandino"-properNoun-eo
"Tórtoles de Esgueva"-properNoun-eo "Tórtoles de Esgueva"-properNoun-ca
"Tórtoles de Esgueva"-properNoun-ca "Tórtoles de Esgueva"-properNoun-eo
"Tosantos"-properNoun-eo "Tosantos"-properNoun-ca
"Tosantos"-properNoun-ca "Tosantos"-properNoun-eo
"Trespaderne"-properNoun-eo "Trespaderne"-properNoun-ca
"Trespaderne"-properNoun-ca "Trespaderne"-properNoun-eo
"Tubilla del Agua"-properNoun-eo "Tubilla del Agua"-properNoun-ca
"Tubilla del Agua"-properNoun-ca "Tubilla del Agua"-properNoun-eo
"Tubilla del Lago"-properNoun-eo "Tubilla del Lago"-properNoun-ca
"Tubilla del Lago"-properNoun-ca "Tubilla del Lago"-properNoun-eo
"Úrbel del Castillo"-properNoun-eo "Úrbel del Castillo"-properNoun-ca
"Úrbel del Castillo"-properNoun-ca "Úrbel del Castillo"-properNoun-eo
"Vadocondes"-properNoun-eo "Vadocondes"-properNoun-ca
"Vadocondes"-properNoun-ca "Vadocondes"-properNoun-eo
"Valdeande"-properNoun-eo "Valdeande"-properNoun-ca
"Valdeande"-properNoun-ca "Valdeande"-properNoun-eo
"Valdezate"-properNoun-eo "Valdezate"-properNoun-ca
"Valdezate"-properNoun-ca "Valdezate"-properNoun-eo
"Valdorros"-properNoun-eo "Valdorros"-properNoun-ca
"Valdorros"-properNoun-ca "Valdorros"-properNoun-eo
"Valmala"-properNoun-eo "Valmala"-properNoun-ca
"Valmala"-properNoun-ca "Valmala"-properNoun-eo
"Vallarta de Bureba"-properNoun-eo "Vallarta de Bureba"-properNoun-ca
"Vallarta de Bureba"-properNoun-ca "Vallarta de Bureba"-properNoun-eo
"Valle de Manzanedo"-properNoun-eo "Valle de Manzanedo"-properNoun-ca
"Valle de Manzanedo"-properNoun-ca "Valle de Manzanedo"-properNoun-eo
"Valle de Mena"-properNoun-eo "Valle de Mena"-properNoun-ca
"Valle de Mena"-properNoun-ca "Valle de Mena"-properNoun-eo
"Valle de Oca"-properNoun-eo "Valle de Oca"-properNoun-ca
"Valle de Oca"-properNoun-ca "Valle de Oca"-properNoun-eo
"Valle de Tobalina"-properNoun-eo "Valle de Tobalina"-properNoun-ca
"Valle de Tobalina"-properNoun-ca "Valle de Tobalina"-properNoun-eo
"Valle de Valdebezana"-properNoun-eo "Valle de Valdebezana"-properNoun-ca
"Valle de Valdebezana"-properNoun-ca "Valle de Valdebezana"-properNoun-eo
"Valle de Valdelaguna"-properNoun-eo "Valle de Valdelaguna"-properNoun-ca
"Valle de Valdelaguna"-properNoun-ca "Valle de Valdelaguna"-properNoun-eo
"Valle de Valdelucio"-properNoun-eo "Valle de Valdelucio"-properNoun-ca
"Valle de Valdelucio"-properNoun-ca "Valle de Valdelucio"-properNoun-eo
"Valle de Zamanzas"-properNoun-eo "Valle de Zamanzas"-properNoun-ca
"Valle de Zamanzas"-properNoun-ca "Valle de Zamanzas"-properNoun-eo
"Vallejera"-properNoun-eo "Vallejera"-properNoun-ca
"Vallejera"-properNoun-ca "Vallejera"-properNoun-eo
"Valles de Palenzuela"-properNoun-eo "Valles de Palenzuela"-properNoun-ca
"Valles de Palenzuela"-properNoun-ca "Valles de Palenzuela"-properNoun-eo
"Valluércanes"-properNoun-eo "Valluércanes"-properNoun-ca
"Valluércanes"-properNoun-ca "Valluércanes"-properNoun-eo
"La Vid y Barrios"-properNoun-eo "La Vid y Barrios"-properNoun-ca
"La Vid y Barrios"-properNoun-ca "La Vid y Barrios"-properNoun-eo
"La Vid de Bureba"-properNoun-eo "La Vid de Bureba"-properNoun-ca
"La Vid de Bureba"-properNoun-ca "La Vid de Bureba"-properNoun-eo
"Vileña"-properNoun-eo "Vileña"-properNoun-ca
"Vileña"-properNoun-ca "Vileña"-properNoun-eo
"Viloria de Rioja"-properNoun-eo "Viloria de Rioja"-properNoun-ca
"Viloria de Rioja"-properNoun-ca "Viloria de Rioja"-properNoun-eo
"Vilviestre del Pinar"-properNoun-eo "Vilviestre del Pinar"-properNoun-ca
"Vilviestre del Pinar"-properNoun-ca "Vilviestre del Pinar"-properNoun-eo
"Villadiego"-properNoun-eo "Villadiego"-properNoun-ca
"Villadiego"-properNoun-ca "Villadiego"-properNoun-eo
"Villaescusa de Roa"-properNoun-eo "Villaescusa de Roa"-properNoun-ca
"Villaescusa de Roa"-properNoun-ca "Villaescusa de Roa"-properNoun-eo
"Villaescusa la Sombría"-properNoun-eo "Villaescusa la Sombría"-properNoun-ca
"Villaescusa la Sombría"-properNoun-ca "Villaescusa la Sombría"-properNoun-eo
"Villaespasa"-properNoun-eo "Villaespasa"-properNoun-ca
"Villaespasa"-properNoun-ca "Villaespasa"-properNoun-eo
"Villafranca Montes de Oca"-properNoun-eo "Villafranca Montes de Oca"-properNoun-ca
"Villafranca Montes de Oca"-properNoun-ca "Villafranca Montes de Oca"-properNoun-eo
"Villafruela"-properNoun-eo "Villafruela"-properNoun-ca
"Villafruela"-properNoun-ca "Villafruela"-properNoun-eo
"Villagalijo"-properNoun-eo "Villagalijo"-properNoun-ca
"Villagalijo"-properNoun-ca "Villagalijo"-properNoun-eo
"Villagonzalo Pedernales"-properNoun-eo "Villagonzalo Pedernales"-properNoun-ca
"Villagonzalo Pedernales"-properNoun-ca "Villagonzalo Pedernales"-properNoun-eo
"Villahoz"-properNoun-eo "Villahoz"-properNoun-ca
"Villahoz"-properNoun-ca "Villahoz"-properNoun-eo
"Villalba de Duero"-properNoun-eo "Villalba de Duero"-properNoun-ca
"Villalba de Duero"-properNoun-ca "Villalba de Duero"-properNoun-eo
"Villalbilla de Burgos"-properNoun-eo "Villalbilla de Burgos"-properNoun-ca
"Villalbilla de Burgos"-properNoun-ca "Villalbilla de Burgos"-properNoun-eo
"Villalbilla de Gumiel"-properNoun-eo "Villalbilla de Gumiel"-properNoun-ca
"Villalbilla de Gumiel"-properNoun-ca "Villalbilla de Gumiel"-properNoun-eo
"Villaldemiro"-properNoun-eo "Villaldemiro"-properNoun-ca
"Villaldemiro"-properNoun-ca "Villaldemiro"-properNoun-eo
"Villalmanzo"-properNoun-eo "Villalmanzo"-properNoun-ca
"Villalmanzo"-properNoun-ca "Villalmanzo"-properNoun-eo
"Villamayor de los Montes"-properNoun-eo "Villamayor de los Montes"-properNoun-ca
"Villamayor de los Montes"-properNoun-ca "Villamayor de los Montes"-properNoun-eo
"Villamayor de Treviño"-properNoun-eo "Villamayor de Treviño"-properNoun-ca
"Villamayor de Treviño"-properNoun-ca "Villamayor de Treviño"-properNoun-eo
"Villambistia"-properNoun-eo "Villambistia"-properNoun-ca
"Villambistia"-properNoun-ca "Villambistia"-properNoun-eo
"Villamedianilla"-properNoun-eo "Villamedianilla"-properNoun-ca
"Villamedianilla"-properNoun-ca "Villamedianilla"-properNoun-eo
"Villamiel de la Sierra"-properNoun-eo "Villamiel de la Sierra"-properNoun-ca
"Villamiel de la Sierra"-properNoun-ca "Villamiel de la Sierra"-properNoun-eo
"Villangómez"-properNoun-eo "Villangómez"-properNoun-ca
"Villangómez"-properNoun-ca "Villangómez"-properNoun-eo
"Villanueva de Argaño"-properNoun-eo "Villanueva de Argaño"-properNoun-ca
"Villanueva de Argaño"-properNoun-ca "Villanueva de Argaño"-properNoun-eo
"Villanueva de Carazo"-properNoun-eo "Villanueva de Carazo"-properNoun-ca
"Villanueva de Carazo"-properNoun-ca "Villanueva de Carazo"-properNoun-eo
"Villanueva de Gumiel"-properNoun-eo "Villanueva de Gumiel"-properNoun-ca
"Villanueva de Gumiel"-properNoun-ca "Villanueva de Gumiel"-properNoun-eo
"Villanueva de Teba"-properNoun-eo "Villanueva de Teba"-properNoun-ca
"Villanueva de Teba"-properNoun-ca "Villanueva de Teba"-properNoun-eo
"Villaquirán de la Puebla"-properNoun-eo "Villaquirán de la Puebla"-properNoun-ca
"Villaquirán de la Puebla"-properNoun-ca "Villaquirán de la Puebla"-properNoun-eo
"Villaquirán de los Infantes"-properNoun-eo "Villaquirán de los Infantes"-properNoun-ca
"Villaquirán de los Infantes"-properNoun-ca "Villaquirán de los Infantes"-properNoun-eo
"Villariezo"-properNoun-eo "Villariezo"-properNoun-ca
"Villariezo"-properNoun-ca "Villariezo"-properNoun-eo
"Villasandino"-properNoun-eo "Villasandino"-properNoun-ca
"Villasandino"-properNoun-ca "Villasandino"-properNoun-eo
"Villasur de Herreros"-properNoun-eo "Villasur de Herreros"-properNoun-ca
"Villasur de Herreros"-properNoun-ca "Villasur de Herreros"-properNoun-eo
"Villatuelda"-properNoun-eo "Villatuelda"-properNoun-ca
"Villatuelda"-properNoun-ca "Villatuelda"-properNoun-eo
"Villaverde del Monte"-properNoun-eo "Villaverde del Monte"-properNoun-ca
"Villaverde del Monte"-properNoun-ca "Villaverde del Monte"-properNoun-eo
"Villaverde-Mogina"-properNoun-eo "Villaverde-Mogina"-properNoun-ca
"Villaverde-Mogina"-properNoun-ca "Villaverde-Mogina"-properNoun-eo
"Villayerno Morquillas"-properNoun-eo "Villayerno Morquillas"-properNoun-ca
"Villayerno Morquillas"-properNoun-ca "Villayerno Morquillas"-properNoun-eo
"Villazopeque"-properNoun-eo "Villazopeque"-properNoun-ca
"Villazopeque"-properNoun-ca "Villazopeque"-properNoun-eo
"Villoruebo"-properNoun-eo "Villoruebo"-properNoun-ca
"Villoruebo"-properNoun-ca "Villoruebo"-properNoun-eo
"Vizcaínos"-properNoun-eo "Vizcaínos"-properNoun-ca
"Vizcaínos"-properNoun-ca "Vizcaínos"-properNoun-eo
"Zael"-properNoun-eo "Zael"-properNoun-ca
"Zael"-properNoun-ca "Zael"-properNoun-eo
"Zarzosa de Río Pisuerga"-properNoun-eo "Zarzosa de Río Pisuerga"-properNoun-ca
"Zarzosa de Río Pisuerga"-properNoun-ca "Zarzosa de Río Pisuerga"-properNoun-eo
"Zazuar"-properNoun-eo "Zazuar"-properNoun-ca
"Zazuar"-properNoun-ca "Zazuar"-properNoun-eo
"Zuñeda"-properNoun-eo "Zuñeda"-properNoun-ca
"Zuñeda"-properNoun-ca "Zuñeda"-properNoun-eo
"Quintanilla del Agua y Tordueles"-properNoun-eo "Quintanilla del Agua y Tordueles"-properNoun-ca
"Quintanilla del Agua y Tordueles"-properNoun-ca "Quintanilla del Agua y Tordueles"-properNoun-eo
"Valle de Santibáñez"-properNoun-eo "Valle de Santibáñez"-properNoun-ca
"Valle de Santibáñez"-properNoun-ca "Valle de Santibáñez"-properNoun-eo
"Villarcayo de Merindad de Castilla la Vieja"-properNoun-eo "Villarcayo de Merindad de Castilla la Vieja"-properNoun-ca
"Villarcayo de Merindad de Castilla la Vieja"-properNoun-ca "Villarcayo de Merindad de Castilla la Vieja"-properNoun-eo
"Valle de las Navas"-properNoun-eo "Valle de las Navas"-properNoun-ca
"Valle de las Navas"-properNoun-ca "Valle de las Navas"-properNoun-eo
"Valle de Sedano"-properNoun-eo "Valle de Sedano"-properNoun-ca
"Valle de Sedano"-properNoun-ca "Valle de Sedano"-properNoun-eo
"Merindad de Río Ubierna"-properNoun-eo "Merindad de Río Ubierna"-properNoun-ca
"Merindad de Río Ubierna"-properNoun-ca "Merindad de Río Ubierna"-properNoun-eo
"Alfoz de Quintanadueñas"-properNoun-eo "Alfoz de Quintanadueñas"-properNoun-ca
"Alfoz de Quintanadueñas"-properNoun-ca "Alfoz de Quintanadueñas"-properNoun-eo
"Valle de Losa"-properNoun-eo "Valle de Losa"-properNoun-ca
"Valle de Losa"-properNoun-ca "Valle de Losa"-properNoun-eo
"Abertura"-properNoun-eo "Abertura"-properNoun-ca
"Abertura"-properNoun-ca "Abertura"-properNoun-eo
"Acehúche"-properNoun-eo "Acehúche"-properNoun-ca
"Acehúche"-properNoun-ca "Acehúche"-properNoun-eo
"Aceituna"-properNoun-eo "Aceituna"-properNoun-ca
"Aceituna"-properNoun-ca "Aceituna"-properNoun-eo
"Ahigal"-properNoun-eo "Ahigal"-properNoun-ca
"Ahigal"-properNoun-ca "Ahigal"-properNoun-eo
"Albalá"-properNoun-eo "Albalá"-properNoun-ca
"Albalá"-properNoun-ca "Albalá"-properNoun-eo
"Alcollarín"-properNoun-eo "Alcollarín"-properNoun-ca
"Alcollarín"-properNoun-ca "Alcollarín"-properNoun-eo
"Alcuéscar"-properNoun-eo "Alcuéscar"-properNoun-ca
"Alcuéscar"-properNoun-ca "Alcuéscar"-properNoun-eo
"Aldeacentenera"-properNoun-eo "Aldeacentenera"-properNoun-ca
"Aldeacentenera"-properNoun-ca "Aldeacentenera"-properNoun-eo
"Aldea del Cano"-properNoun-eo "Aldea del Cano"-properNoun-ca
"Aldea del Cano"-properNoun-ca "Aldea del Cano"-properNoun-eo
"La Aldea del Obispo"-properNoun-eo "La Aldea del Obispo"-properNoun-ca
"La Aldea del Obispo"-properNoun-ca "La Aldea del Obispo"-properNoun-eo
"Aldeanueva de la Vera"-properNoun-eo "Aldeanueva de la Vera"-properNoun-ca
"Aldeanueva de la Vera"-properNoun-ca "Aldeanueva de la Vera"-properNoun-eo
"Aldeanueva del Camino"-properNoun-eo "Aldeanueva del Camino"-properNoun-ca
"Aldeanueva del Camino"-properNoun-ca "Aldeanueva del Camino"-properNoun-eo
"Aldehuela de Jerte"-properNoun-eo "Aldehuela de Jerte"-properNoun-ca
"Aldehuela de Jerte"-properNoun-ca "Aldehuela de Jerte"-properNoun-eo
"Alía"-properNoun-eo "Alía"-properNoun-ca
"Alía"-properNoun-ca "Alía"-properNoun-eo
