"pomoćan"-adjective-hbs "support"-adjective-eng
"verzija"-noun-hbs "version"-noun-eng
"veteran"-noun-hbs "veteran"-noun-eng
"veterinarstvo"-noun-hbs "vetship"-noun-eng
"veterinarstvo"-noun-hbs "veterinary medicine"-noun-eng
"veto"-noun-hbs "veto"-noun-eng
"veza"-noun-hbs "bond"-noun-eng
"veza"-noun-hbs "conjunction"-noun-eng
"veza"-noun-hbs "connection"-noun-eng
"veza"-noun-hbs "link"-noun-eng
"veza"-noun-hbs "relationship"-noun-eng
"veza"-noun-hbs "relation"-noun-eng
"veza"-noun-hbs "tie"-noun-eng
"vezirstvo"-noun-hbs "viziership"-noun-eng
"videokonferencija"-noun-hbs "videoconference"-noun-eng
"video"-noun-hbs "video"-noun-eng
"vidljivost"-noun-hbs "visibility"-noun-eng
"vid"-noun-hbs "form"-noun-eng
"vid"-noun-hbs "kind"-noun-eng
"vid"-noun-hbs "sort"-noun-eng
"vid"-noun-hbs "type"-noun-eng
"vijek"-noun-hbs "age"-noun-eng
"vijek"-noun-hbs "century"-noun-eng
"vijek"-noun-hbs "expectancy"-noun-eng
"vijest"-noun-hbs "news"-noun-eng
"vikend"-noun-hbs "weekend"-noun-eng
"vinarstvo"-noun-hbs "winemaking"-noun-eng
"vinogradarstvo"-noun-hbs "viticulture"-noun-eng
"virus"-noun-hbs "virus"-noun-eng
"višak"-noun-hbs "excess"-noun-eng
"višak"-noun-hbs "surplus"-noun-eng
"višak"-noun-hbs "overcharging"-noun-eng
"visina"-noun-hbs "altitude"-noun-eng
"visina"-noun-hbs "height"-noun-eng
"visočanstvo"-noun-hbs "majesty"-noun-eng
"visokopreosveštenstvo"-noun-hbs "eminence"-noun-eng
"viteštvo"-noun-hbs "chivalry"-noun-eng
"viza"-noun-hbs "visa"-noun-eng
"vizionarstvo"-noun-hbs "vision"-noun-eng
"vjerolomstvo"-noun-hbs "perjury"-noun-eng
"vjerojatnost"-noun-hbs "possibility"-noun-eng
"vjerovatnoća"-noun-hbs "possibility"-noun-eng
"vještina"-noun-hbs "ability"-noun-eng
"vještina"-noun-hbs "expertise"-noun-eng
"vještina"-noun-hbs "skill"-noun-eng
"vjetar"-noun-hbs "wind"-noun-eng
"vježba"-noun-hbs "exercise"-noun-eng
"vježba"-noun-hbs "training"-noun-eng
"vladanje"-noun-hbs "ruling"-noun-eng
"vlada"-noun-hbs "cabinet"-noun-eng
"vlada"-noun-hbs "government"-noun-eng
"vlakno"-noun-hbs "fiber"-noun-eng
"vlakno"-noun-hbs "fibre"-noun-eng
"vlakno"-noun-hbs "hair"-noun-eng
"vlasnik"-noun-hbs "owner"-noun-eng
"vlastela"-noun-hbs "nobility"-noun-eng
"vlast"-noun-hbs "authority"-noun-eng
"vlast"-noun-hbs "control"-noun-eng
"vlast"-noun-hbs "government"-noun-eng
"vlast"-noun-hbs "power"-noun-eng
"vlažnost"-noun-hbs "humidity"-noun-eng
"voajerstvo"-noun-hbs "voyeurism"-noun-eng
"voćarstvo"-noun-hbs "fruit-growing"-noun-eng
"voće"-noun-hbs "fruit"-noun-eng
"voda"-noun-hbs "water"-noun-eng
"vođenje"-noun-hbs "management"-noun-eng
"vođenje"-noun-hbs "running"-noun-eng
"vodič"-noun-hbs "guidebook"-noun-eng
"vodič"-noun-hbs "guide"-noun-eng
"vođa"-noun-hbs "head"-noun-eng
"vođa"-noun-hbs "leader"-noun-eng
"vodoopskrba"-noun-hbs "water supply"-noun-eng
"vodstvo"-noun-hbs "leadership"-noun-eng
"vojaštvo"-noun-hbs "military"-noun-eng
"vojnik"-noun-hbs "soldier"-noun-eng
"vojska"-noun-hbs "army"-noun-eng
"vojska"-noun-hbs "military"-noun-eng
"vojvoda"-noun-hbs "duke"-noun-eng
"vojvoda"-noun-hbs "voivode"-noun-eng
"vojvodstvo"-noun-hbs "province"-noun-eng
"vojvodstvo"-noun-hbs "voivodeship"-noun-eng
"volja"-noun-hbs "will"-noun-eng
"vozilo"-noun-hbs "vehicle"-noun-eng
"vožnja"-noun-hbs "ride"-noun-eng
"vlak"-noun-hbs "train"-noun-eng
"voz"-noun-hbs "train"-noun-eng
"vraćanje"-noun-hbs "restitution"-noun-eng
"vraćanje"-noun-hbs "return"-noun-eng
"vrata"-noun-hbs "door"-noun-eng
"vrata"-noun-hbs "gate"-noun-eng
"vrat"-noun-hbs "neck"-noun-eng
"vrh"-noun-hbs "crest"-noun-eng
"vrh"-noun-hbs "crown"-noun-eng
"vrh"-noun-hbs "peak"-noun-eng
"vrh"-noun-hbs "top"-noun-eng
"vrh"-noun-hbs "vertex"-noun-eng
"vrijednost"-noun-hbs "price"-noun-eng
"vrijednost"-noun-hbs "validity"-noun-eng
"vrijednost"-noun-hbs "value"-noun-eng
"vrijednost"-noun-hbs "worth"-noun-eng
"vrijeme"-noun-hbs "age"-noun-eng
"vrijeme"-noun-hbs "tense"-noun-eng
"vrijeme"-noun-hbs "time"-noun-eng
"vrijeme"-noun-hbs "weather"-noun-eng
"vrjednoća"-noun-hbs "industriousness"-noun-eng
"vršenje"-noun-hbs "enactment"-noun-eng
"vršenje"-noun-hbs "execution"-noun-eng
"vršitelj"-noun-hbs "performer"-noun-eng
"vršitelj"-noun-hbs "executor"-noun-eng
"vršitelj"-noun-hbs "agent"-noun-eng
"vulkan"-noun-hbs "volcano"-noun-eng
"vunarstvo"-noun-hbs "wool industry"-noun-eng
"zabavljanje"-noun-hbs "fun"-noun-eng
"zabrana"-noun-hbs "ban"-noun-eng
"zabrana"-noun-hbs "embargo"-noun-eng
"zabrana"-noun-hbs "prohibition"-noun-eng
"zabrinutost"-noun-hbs "anxiety"-noun-eng
"zabrinutost"-noun-hbs "concern"-noun-eng
"zabrinutost"-noun-hbs "worry"-noun-eng
"zadaća"-noun-hbs "duty"-noun-eng
"zadaća"-noun-hbs "job"-noun-eng
"zadaća"-noun-hbs "task"-noun-eng
"zadovoljavanje"-noun-hbs "entertaining"-noun-eng
"zadovoljnost"-noun-hbs "satisfaction"-noun-eng
"zadovoljstvo"-noun-hbs "satisfaction"-noun-eng
"zadržavanje"-noun-hbs "preservation"-noun-eng
"zadržavanje"-noun-hbs "protection"-noun-eng
"zaduženost"-noun-hbs "indebtedness"-noun-eng
"zagovor"-noun-hbs "recommendation"-noun-eng
"zagovor"-noun-hbs "support"-noun-eng
"zahvalnost"-noun-hbs "appreciation"-noun-eng
"zahvalnost"-noun-hbs "gratitude"-noun-eng
"zainteresiranost"-noun-hbs "demand"-noun-eng
"zainteresiranost"-noun-hbs "interest"-noun-eng
"zajam"-noun-hbs "loan"-noun-eng
"zajednica"-noun-hbs "commonwealth"-noun-eng
"zajednica"-noun-hbs "commune"-noun-eng
"zajednica"-noun-hbs "community"-noun-eng
"zajednica"-noun-hbs "union"-noun-eng
"zakletva"-noun-hbs "oath"-noun-eng
"zakletva"-noun-hbs "sworn statement"-noun-eng
"zaključak"-noun-hbs "conclusion"-noun-eng
"zaključak"-noun-hbs "finding"-noun-eng
"zakonik"-noun-hbs "code"-noun-eng
"zakonodavstvo"-noun-hbs "legislature"-noun-eng
"zakon"-noun-hbs "law"-noun-eng
"zakrpavanje"-noun-hbs "botching"-noun-eng
"zalaganje"-noun-hbs "commitment"-noun-eng
"žalba"-noun-hbs "appeal"-noun-eng
"žalba"-noun-hbs "complaint"-noun-eng
"žaljenje"-noun-hbs "regret"-noun-eng
"žaljenje"-noun-hbs "remorse"-noun-eng
"žalost"-noun-hbs "grief"-noun-eng
"žalost"-noun-hbs "pity"-noun-eng
"žalost"-noun-hbs "sorrow"-noun-eng
"zamjena"-noun-hbs "exchange"-noun-eng
"zamjena"-noun-hbs "replacement"-noun-eng
"zamjena"-noun-hbs "substitute"-noun-eng
"zamjenik"-noun-hbs "deputy"-noun-eng
"zamjenik"-noun-hbs "replacement"-noun-eng
"zamjenik"-noun-hbs "substitute"-noun-eng
"zamorenost"-noun-hbs "tiredness"-noun-eng
"zamrzavanje"-noun-hbs "freeze"-noun-eng
"zamrzavanje"-noun-hbs "freezing"-noun-eng
"zanatstvo"-noun-hbs "trade"-noun-eng
"zanemarivanje"-noun-hbs "neglect"-noun-eng
"zanemarivanje"-noun-hbs "neglecting"-noun-eng
"zaokruživanje"-noun-hbs "completion"-noun-eng
"zaokruživanje"-noun-hbs "conclusion"-noun-eng
"zapad"-noun-hbs "west"-noun-eng
"zaplašivanje"-noun-hbs "intimidation"-noun-eng
"započinjanje"-noun-hbs "launch"-noun-eng
"započinjanje"-noun-hbs "launching"-noun-eng
"započinjanje"-noun-hbs "start"-noun-eng
"započinjanje"-noun-hbs "starting"-noun-eng
"zapošljavanje"-noun-hbs "employment"-noun-eng
"zapovjedništvo"-noun-hbs "command"-noun-eng
"zapovjedništvo"-noun-hbs "commandantship"-noun-eng
"zapreka"-noun-hbs "barrier"-noun-eng
"zapreka"-noun-hbs "block"-noun-eng
"zapreka"-noun-hbs "obstacle"-noun-eng
"zapuštenost"-noun-hbs "neglect"-noun-eng
"zaražavanje"-noun-hbs "infection"-noun-eng
"zaražavanje"-noun-hbs "infecting"-noun-eng
"zastava"-noun-hbs "flag"-noun-eng
"zaštita"-noun-hbs "care"-noun-eng
"zaštita"-noun-hbs "preservation"-noun-eng
"zaštita"-noun-hbs "prevention"-noun-eng
"zaštita"-noun-hbs "protection"-noun-eng
"zaštita"-noun-hbs "security"-noun-eng
"zastupljenost"-noun-hbs "representation"-noun-eng
"zastupnik"-noun-hbs "lawmaker"-noun-eng
"zastupnik"-noun-hbs "member ofparliament"-noun-eng
"zastupnik"-noun-hbs "MP"-noun-eng
"zatajenje"-noun-hbs "failure"-noun-eng
"zatopljenje"-noun-hbs "warming"-noun-eng
"zatopljivanje"-noun-hbs "warming"-noun-eng
"zatvaranje"-noun-hbs "closing"-noun-eng
"zatvaranje"-noun-hbs "detention"-noun-eng
"zatvaranje"-noun-hbs "imprisonment"-noun-eng
"zatvorenik"-noun-hbs "prisoner"-noun-eng
"zatvor"-noun-hbs "detention"-noun-eng
"zatvor"-noun-hbs "imprisonment"-noun-eng
"zatvor"-noun-hbs "jail"-noun-eng
"zatvor"-noun-hbs "prison"-noun-eng
"ovisnost"-noun-hbs "addiction"-noun-eng
"zavisnost"-noun-hbs "dependence"-noun-eng
"zavisnost"-noun-hbs "dependency"-noun-eng
"završavanje"-noun-hbs "completion"-noun-eng
"završavanje"-noun-hbs "conclusion"-noun-eng
"završavanje"-noun-hbs "ending"-noun-eng
"zaživljenje"-noun-hbs "recovery"-noun-eng
"zaživljenje"-noun-hbs "revival"-noun-eng
"zbor"-noun-hbs "council"-noun-eng
"zbor"-noun-hbs "choir"-noun-eng
"zdravlje"-noun-hbs "health"-noun-eng
"zdravstvo"-noun-hbs "health system"-noun-eng
"želja"-noun-hbs "desire"-noun-eng
"želja"-noun-hbs "will"-noun-eng
"želja"-noun-hbs "wish"-noun-eng
"želudac"-noun-hbs "stomach"-noun-eng
"zemlja"-noun-hbs "country"-noun-eng
"zemljište"-noun-hbs "land"-noun-eng
"potres"-noun-hbs "earthquake"-noun-eng
"zemljotres"-noun-hbs "earthquake"-noun-eng
"žena"-noun-hbs "wife"-noun-eng
"žena"-noun-hbs "woman"-noun-eng
"ženskarstvo"-noun-hbs "rakishness"-noun-eng
"zgrada"-noun-hbs "building"-noun-eng
"zgražanje"-noun-hbs "abhorrence"-noun-eng
"zidarstvo"-noun-hbs "masonry"-noun-eng
"žitelj"-noun-hbs "citizen"-noun-eng
"žitelj"-noun-hbs "inhabitant"-noun-eng
"žitelj"-noun-hbs "resident"-noun-eng
"žiteljstvo"-noun-hbs "residence"-noun-eng
"živina"-noun-hbs "animal"-noun-eng
"življenje"-noun-hbs "living"-noun-eng
"životinja"-noun-hbs "animal"-noun-eng
"život"-noun-hbs "life"-noun-eng
"zlatar"-noun-hbs "goldsmithing"-noun-eng
"zlatarstvo"-noun-hbs "goldsmithing"-noun-eng
"zlato"-noun-hbs "gold"-noun-eng
"zločin"-noun-hbs "crime"-noun-eng
"zlotvor"-noun-hbs "criminal"-noun-eng
"zlotvor"-noun-hbs "villain"-noun-eng
"zloupotreba"-noun-hbs "abuse"-noun-eng
"zloupotreba"-noun-hbs "misuse"-noun-eng
"zmija"-noun-hbs "snake"-noun-eng
"značenje"-noun-hbs "importance"-noun-eng
"značenje"-noun-hbs "meaning"-noun-eng
"značenje"-noun-hbs "significance"-noun-eng
"znak"-noun-hbs "indication"-noun-eng
"znak"-noun-hbs "mark"-noun-eng
"znak"-noun-hbs "signal"-noun-eng
"znak"-noun-hbs "sign"-noun-eng
"znamenitost"-noun-hbs "fame"-noun-eng
"znamenitost"-noun-hbs "importance"-noun-eng
"znamenitost"-noun-hbs "renown"-noun-eng
"znanje"-noun-hbs "knowledge"-noun-eng
"znoj"-noun-hbs "sweat"-noun-eng
"znanje"-noun-hbs "lore"-noun-eng
"znojenje"-noun-hbs "perspiration"-noun-eng
"znojenje"-noun-hbs "sweat"-verb-eng
"zona"-noun-hbs "area"-noun-eng
"zona"-noun-hbs "zone"-noun-eng
"žonglerstvo"-noun-hbs "juggling"-noun-eng
"zrelost"-noun-hbs "maturity"-noun-eng
"zrelost"-noun-hbs "ripeness"-noun-eng
"žrtva"-noun-hbs "casualty"-noun-eng
"žrtva"-noun-hbs "sacrifice"-noun-eng
"žrtva"-noun-hbs "victim"-noun-eng
"zubarstvo"-noun-hbs "dentistry"-noun-eng
"zub"-noun-hbs "tooth"-noun-eng
"zvaničnik"-noun-hbs "representative"-noun-eng
"zvijezda"-noun-hbs "celebrity"-noun-eng
"zvijezda"-noun-hbs "star"-noun-eng
"zvjerstvo"-noun-hbs "atrocity"-noun-eng
"abramski"-adjective-hbs "Abrahamic"-adjective-eng
"administrativan"-adjective-hbs "administrative"-adjective-eng
"administratorski"-adjective-hbs "administrator"-adjective-eng
"advokatski"-adjective-hbs "legal"-adjective-eng
"aerodromski"-adjective-hbs "airport"-adjective-eng
"afganistanski"-adjective-hbs "Afghan"-adjective-eng
"afrički"-adjective-hbs "African"-adjective-eng
"agresivan"-adjective-hbs "aggressive"-adjective-eng
"akademski"-adjective-hbs "academic"-adjective-eng
"akcijski"-adjective-hbs "action"-adjective-eng
"akcionerski"-adjective-hbs "shareholder's"-adjective-eng
"akrobatski"-adjective-hbs "acrobatic"-adjective-eng
"akterski"-adjective-hbs "Latvian"-adjective-eng
"aktivan"-adjective-hbs "active"-adjective-eng
"aktualan"-adjective-hbs "actual"-adjective-eng
"aktualan"-adjective-hbs "current"-adjective-eng
"aktualan"-adjective-hbs "incumbent"-adjective-eng
"aktualan"-adjective-hbs "ongoing"-adjective-eng
"alandski"-adjective-hbs "Åland"-adjective-eng
"albanski"-adjective-hbs "Albanian"-adjective-eng
"aleksandrijski"-adjective-hbs "Alexandrian"-adjective-eng
"aleksandrovski"-adjective-hbs "Alexander"-adjective-eng
"alpski"-adjective-hbs "Alpine"-adjective-eng
"aluminijski"-adjective-hbs "aluminium"-adjective-eng
"alžirski"-adjective-hbs "Algerian"-adjective-eng
"amandmanski"-adjective-hbs "ammendment"-adjective-eng
"amaterski"-adjective-hbs "amateur"-adjective-eng
"ambasadorski"-adjective-hbs "ambassador"-adjective-eng
"ambiciozan"-adjective-hbs "ambitious"-adjective-eng
"američki"-adjective-hbs "american"-adjective-eng
"amerikanski"-adjective-hbs "american"-adjective-eng
"amfiteatarski"-adjective-hbs "ampitheatre"-adjective-eng
"anatolijski"-adjective-hbs "Anatolian"-adjective-eng
"anglikanski"-adjective-hbs "English"-adjective-eng
"anoniman"-adjective-hbs "anonymous"-adjective-eng
"antialbanski"-adjective-hbs "anti-Albanian"-adjective-eng
"antiamerički"-adjective-hbs "anti-American"-adjective-eng
"anticrnogorski"-adjective-hbs "anti-Montenegrin"-adjective-eng
"antidemokratski"-adjective-hbs "anti-democratic"-adjective-eng
"antidiskriminacijski"-adjective-hbs "anti-discrimination"-adjective-eng
"antiestonski"-adjective-hbs "anti-Estonian"-adjective-eng
"antiimigrantski"-adjective-hbs "anti-immigrant"-adjective-eng
"antiizraelski"-adjective-hbs "anti-Israeli"-adjective-eng
"antikorupcijski"-adjective-hbs "anti-corruption"-adjective-eng
"antimonopolistički"-adjective-hbs "anti-monopoly"-adjective-eng
"antiromski"-adjective-hbs "anti-Roma"-adjective-eng
"antisemitski"-adjective-hbs "anti-Semitic"-adjective-eng
"antisrpski"-adjective-hbs "anti-Serbian"-adjective-eng
"antitenkovski"-adjective-hbs "anti-tank"-adjective-eng
"antiturski"-adjective-hbs "anti-Turkish"-adjective-eng
"aprilski"-adjective-hbs "April"-adjective-eng
"apsolutan"-adjective-hbs "absolute"-adjective-eng
"aramejski"-adjective-hbs "Aramaic"-adjective-eng
"arapski"-adjective-hbs "Arab"-adjective-eng
"argentinski"-adjective-hbs "Argentine"-adjective-eng
"arhitektonski"-adjective-hbs "architectural"-adjective-eng
"arhivski"-adjective-hbs "archival"-adjective-eng
"arhivski"-adjective-hbs "archive"-adjective-eng
"armijski"-adjective-hbs "army"-adjective-eng
"artiljerijski"-adjective-hbs "artilliary"-adjective-eng
"astronomski"-adjective-hbs "ancient"-adjective-eng
"atenski"-adjective-hbs "Athenian"-adjective-eng
"atenski"-adjective-hbs "Athens"-adjective-eng
"atlanski"-adjective-hbs "Atlantic"-adjective-eng
"atlantski"-adjective-hbs "Atlantic"-adjective-eng
"atletski"-adjective-hbs "athletic"-adjective-eng
"atomski"-adjective-hbs "atomic"-adjective-eng
"augustovski"-adjective-hbs "August"-adjective-eng
"australski"-adjective-hbs "Australian"-adjective-eng
"austrijski"-adjective-hbs "Austrian"-adjective-eng
"autentičan"-adjective-hbs "authentic"-adjective-eng
"autobiografski"-adjective-hbs "autobiographical"-adjective-eng
"autobuski"-adjective-hbs "bus"-adjective-eng
"autobusni"-adjective-hbs "bus"-adjective-eng
"autokratski"-adjective-hbs "autocratic"-adjective-eng
"automatski"-adjective-hbs "automatic"-adjective-eng
"automobilski"-adjective-hbs "car"-adjective-eng
"autonoman"-adjective-hbs "autonomous"-adjective-eng
"autorski"-adjective-hbs "author"-adjective-eng
"avijacijski"-adjective-hbs "aviation"-adjective-eng
"avnojski"-adjective-hbs "air"-adjective-eng
"avtomatski"-adjective-hbs "automatic"-adjective-eng
"azerbejdžanski"-adjective-hbs "Azerbaijani"-adjective-eng
"azijski"-adjective-hbs "Asian"-adjective-eng
"azorski"-adjective-hbs "Azores"-adjective-eng
"babilonski"-adjective-hbs "Babylonian"-adjective-eng
"bagdadski"-adjective-hbs "Baghdad"-adjective-eng
"baletni"-adjective-hbs "ballet"-adjective-eng
"balkanski"-adjective-hbs "Balkan"-adjective-eng
"banatski"-adjective-hbs "Banat"-adjective-eng
"bankarski"-adjective-hbs "banking"-adjective-eng
"barbarski"-adjective-hbs "barbaric"-adjective-eng
"barcelonski"-adjective-hbs "Barcelona"-adjective-eng
"bavarski"-adjective-hbs "Bavarian"-adjective-eng
"bečki"-adjective-hbs "Viennese"-adjective-eng
"belgijski"-adjective-hbs "Belgian"-adjective-eng
"benzinski"-adjective-hbs "petrol"-adjective-eng
"beogradski"-adjective-hbs "Belgrade"-adjective-eng
"berlinski"-adjective-hbs "Berlin"-adjective-eng
"bernski"-adjective-hbs "Berne"-adjective-eng
"betonski"-adjective-hbs "concrete"-adjective-eng
"bezbjedan"-adjective-hbs "secure"-adjective-eng
"bezbjedonosni"-adjective-hbs "safety"-adjective-eng
"bezgarancijski"-adjective-hbs "non-guaranteed"-adjective-eng
"bibliografski"-adjective-hbs "bibliographic"-adjective-eng
"bibliotekarski"-adjective-hbs "library"-adjective-eng
"bijel"-adjective-hbs "white"-adjective-eng
"bijeo"-adjective-hbs "white"-adjective-eng
"bilateralan"-adjective-hbs "bilateral"-adjective-eng
"biografski"-adjective-hbs "biographic"-adjective-eng
"biohemijski"-adjective-hbs "biochemical"-adjective-eng
"biokemijski"-adjective-hbs "biochemical"-adjective-eng
"biometrijski"-adjective-hbs "biometric"-adjective-eng
"biopoljoprivredni"-adjective-hbs "bioagricultural"-adjective-eng
"birački"-adjective-hbs "electoral"-adjective-eng
"birokratski"-adjective-hbs "bureaucratic"-adjective-eng
"bitolski"-adjective-hbs "Bitola"-adjective-eng
"bizantijski"-adjective-hbs "Byzantine"-adjective-eng
"bizantinski"-adjective-hbs "Byzantine"-adjective-eng
"bjeloruski"-adjective-hbs "Belorusian"-adjective-eng
"blagoslovljen"-adjective-hbs "blessed"-adjective-eng
"blizak"-adjective-hbs "close"-adjective-eng
"blizak"-adjective-hbs "former"-adjective-eng
"blizak"-adjective-hbs "high"-adjective-eng
"blizak"-adjective-hbs "near"-adjective-eng
"blizak"-adjective-hbs "nearby"-adjective-eng
"blizak"-adjective-hbs "senior"-adjective-eng
"blizak"-adjective-hbs "tall"-adjective-eng
"blizak"-adjective-hbs "top"-adjective-eng
"bližnji"-adjective-hbs "neighbour"-adjective-eng
"blogerski"-adjective-hbs "blogging"-adjective-eng
"boksački"-adjective-hbs "boxer"-adjective-eng
"bolan"-adjective-hbs "ill"-adjective-eng
"bolan"-adjective-hbs "painful"-adjective-eng
"bolan"-adjective-hbs "sick"-adjective-eng
"bolonjski"-adjective-hbs "Bologna"-adjective-eng
"bombaški"-adjective-hbs "bomb"-adjective-eng
"borben"-adjective-hbs "battle"-adjective-eng
"bosanski"-adjective-hbs "Bosnian"-adjective-eng
"bošnjački"-adjective-hbs "Bosnian"-adjective-eng
"bostonski"-adjective-hbs "Boston"-adjective-eng
"bračni"-adjective-hbs "bridal"-adjective-eng
"bračni"-adjective-hbs "conjugal"-adjective-eng
"bračni"-adjective-hbs "marital"-adjective-eng
"bračni"-adjective-hbs "married"-adjective-eng
"bračni"-adjective-hbs "wedding"-adjective-eng
"bratski"-adjective-hbs "brotherly"-adjective-eng
"brazilski"-adjective-hbs "Brazilian"-adjective-eng
"brigadni"-adjective-hbs "brigadier"-adjective-eng
"britanski"-adjective-hbs "British"-adjective-eng
"brodski"-adjective-hbs "ship"-adjective-eng
"brodvejski"-adjective-hbs "Broadway"-adjective-eng
"brojni"-adjective-hbs "numerous"-adjective-eng
"brokerski"-adjective-hbs "broker"-adjective-eng
"brutalan"-adjective-hbs "brutal"-adjective-eng
"brz"-adjective-hbs "fast"-adjective-eng
"brz"-adjective-hbs "prompt"-adjective-eng
"brz"-adjective-hbs "quick"-adjective-eng
"brz"-adjective-hbs "rapid"-adjective-eng
"brz"-adjective-hbs "swift"-adjective-eng
"budući"-adjective-hbs "future"-adjective-eng
"budući"-adjective-hbs "next"-adjective-eng
"budžetski"-adjective-hbs "budgetary"-adjective-eng
"bugarski"-adjective-hbs "Bulgarian"-adjective-eng
"carigradski"-adjective-hbs "old-town"-adjective-eng
"carinski"-adjective-hbs "customs"-adjective-eng
"carski"-adjective-hbs "imperial"-adjective-eng
"čečenski"-adjective-hbs "Chechen"-adjective-eng
"centralni"-adjective-hbs "central"-adjective-eng
"centralnoazijski"-adjective-hbs "Central Asian"-adjective-eng
"centralnodesničarski"-adjective-hbs "centre-right"-adjective-eng
"centralnoevropski"-adjective-hbs "Central European"-adjective-eng
"češki"-adjective-hbs "Czech"-adjective-eng
"čest"-adjective-hbs "common"-adjective-eng
"čest"-adjective-hbs "frequent"-adjective-eng
"čest"-adjective-hbs "honoured"-adjective-eng
"čest"-adjective-hbs "respected"-adjective-eng
"četirmetarski"-adjective-hbs "four-metre"-adjective-eng
"ciganski"-adjective-hbs "Roma"-adjective-eng
"cijel"-adjective-hbs "entire"-adjective-eng
"cijel"-adjective-hbs "full"-adjective-eng
"cijel"-adjective-hbs "whole"-adjective-eng
"čileanski"-adjective-hbs "Chilean"-adjective-eng
"ciparski"-adjective-hbs "Cypriot"-adjective-eng
"čist"-adjective-hbs "clean"-adjective-eng
"čist"-adjective-hbs "clear"-adjective-eng
"čist"-adjective-hbs "mere"-adjective-eng
"čist"-adjective-hbs "pure"-adjective-eng
"civilni"-adjective-hbs "civic"-adjective-eng
"civilni"-adjective-hbs "civil"-adjective-eng
"cjelokupan"-adjective-hbs "entire"-adjective-eng
"cjelokupan"-adjective-hbs "overall"-adjective-eng
"cjelokupan"-adjective-hbs "total"-adjective-eng
"cjelokupan"-adjective-hbs "worthy"-adjective-eng
"cjelovit"-adjective-hbs "complete"-adjective-eng
"cjelovit"-adjective-hbs "full"-adjective-eng
"cjelovit"-adjective-hbs "fully"-adjective-eng
"cjelovit"-adjective-hbs "overall"-adjective-eng
"cjelovit"-adjective-hbs "total"-adjective-eng
"članski"-adjective-hbs "membership"-adjective-eng
"čovjekov"-adjective-hbs "human"-adjective-eng
"crn"-adjective-hbs "black"-adjective-eng
"crnogorski"-adjective-hbs "Montenegrin"-adjective-eng
"crnomorski"-adjective-hbs "Black Sea"-adjective-eng
"crven"-adjective-hbs "red"-adjective-eng
"čudan"-adjective-hbs "awkward"-adjective-eng
"čudan"-adjective-hbs "interesting"-adjective-eng
"čudan"-adjective-hbs "strange"-adjective-eng
"čudesan"-adjective-hbs "wondrous"-adjective-eng
"cvjetni"-adjective-hbs "flowery"-adjective-eng
"čvrst"-adjective-hbs "firm"-adjective-eng
"čvrst"-adjective-hbs "solid"-adjective-eng
"čvrst"-adjective-hbs "strong"-adjective-eng
"dablinski"-adjective-hbs "Dublin"-adjective-eng
"dalek"-adjective-hbs "distant"-adjective-eng
"dalek"-adjective-hbs "remote"-adjective-eng
"daljnji"-adjective-hbs "far"-adjective-eng
"daljnji"-adjective-hbs "subsequent"-adjective-eng
"dalmatinski"-adjective-hbs "Dalmatian"-adjective-eng
"dan"-adjective-hbs "given"-adjective-eng
"danski"-adjective-hbs "Danish"-adjective-eng
"debeli"-adjective-hbs "thick"-adjective-eng
"debeo"-adjective-hbs "thick"-adjective-eng
"debitantski"-adjective-hbs "debut"-adjective-eng
"definitivan"-adjective-hbs "definite"-adjective-eng
"dejtonski"-adjective-hbs "Dayton"-adjective-eng
"demografski"-adjective-hbs "demographic"-adjective-eng
"demohrišćanski"-adjective-hbs "Christian-democratic"-adjective-eng
"demokratski"-adjective-hbs "democratic"-adjective-eng
"demokršćanski"-adjective-hbs "Christian-democratic"-adjective-eng
"demonstracijski"-adjective-hbs "demonstration"-adjective-eng
"depresijski"-adjective-hbs "depressing"-adjective-eng
"desni"-adjective-hbs "right"-adjective-eng
"desni"-adjective-hbs "right-hand"-adjective-eng
"desni"-adjective-hbs "right-wing"-adjective-eng
"desničarski"-adjective-hbs "far-right"-adjective-eng
"desničarski"-adjective-hbs "right"-adjective-eng
"desničarski"-adjective-hbs "right-wing"-adjective-eng
"destabilizacijski"-adjective-hbs "destabilising"-adjective-eng
"diktatorski"-adjective-hbs "dictatorial"-adjective-eng
"dinamičan"-adjective-hbs "dynamic"-adjective-eng
"dioničarski"-adjective-hbs "shareholder's"-adjective-eng
"diplomatski"-adjective-hbs "diplomatic"-adjective-eng
"direktan"-adjective-hbs "direct"-adjective-eng
"direktan"-adjective-hbs "immediate"-adjective-eng
"direktorski"-adjective-hbs "director"-adjective-eng
"disciplinski"-adjective-hbs "disciplinary"-adjective-eng
"diskriminacijski"-adjective-hbs "discriminatory"-adjective-eng
"diskriminatorski"-adjective-hbs "discriminatory"-adjective-eng
"distribucijski"-adjective-hbs "distribution"-adjective-eng
"diverzantski"-adjective-hbs "raider"-adjective-eng
"divlji"-adjective-hbs "wild"-adjective-eng
"divovski"-adjective-hbs "giant"-adjective-eng
"divovski"-adjective-hbs "gigantic"-adjective-eng
"dizajnerski"-adjective-hbs "designer"-adjective-eng
"dječji"-adjective-hbs "child"-adjective-eng
"dječji"-adjective-hbs "nursery"-adjective-eng
"djelimičan"-adjective-hbs "partial"-adjective-eng
"djelimičan"-adjective-hbs "partially"-adjective-eng
