"3MA"-properNoun-fra "3MA"-properNoun-spa
"tunique"-noun-fra "túnica"-noun-spa
"Tunis"-properNoun-fra "Túnez"-properNoun-spa
"Tunisie"-properNoun-fra "Túnez"-properNoun-spa
"tunnel"-noun-fra "túnel"-noun-spa
"turbo"-noun-fra "turbo"-noun-spa
"turc"-adjective-fra "turco"-adjective-spa
"turc"-noun-fra "turco"-noun-spa
"Turin"-properNoun-fra "Turín"-properNoun-spa
"Turkménistan"-properNoun-fra "Turkmenistán"-properNoun-spa
"Turquie"-properNoun-fra "Turquía"-properNoun-spa
"Tusk"-properNoun-fra "Tusk"-properNoun-spa
"tutelle"-noun-fra "tutela"-noun-spa
"tuteur"-noun-fra "tutor"-noun-spa
"Tutundjian"-properNoun-fra "Tutundjian"-properNoun-spa
"Tuvalu"-properNoun-fra "Tuvalu"-properNoun-spa
"tuyau"-noun-fra "tubo"-noun-spa
"tuyau d'arrosage"-noun-fra "manguera"-noun-spa
"tuyauterie"-noun-fra "tubería"-noun-spa
"TV1"-properNoun-fra "TV1"-properNoun-spa
"TV2"-properNoun-fra "TV2"-properNoun-spa
"TVA"-noun-fra "IVA"-noun-spa
"TV"-properNoun-fra "TV"-properNoun-spa
"TVE"-properNoun-fra "TVE"-properNoun-spa
"Twingo"-properNoun-fra "Twingo"-properNoun-spa
"Txabarri"-properNoun-fra "Txabarri"-properNoun-spa
"Txakolindegia"-properNoun-fra "Txakolindegia"-properNoun-spa
"Txingudi"-properNoun-fra "Txingudi"-properNoun-spa
"Txomin"-properNoun-fra "Txomin"-properNoun-spa
"Txuma"-properNoun-fra "Txuma"-properNoun-spa
"txuriurdin"-adjective-fra "txuriurdin"-adjective-spa
"txuri-urdin"-properNoun-fra "txuri-urdin"-properNoun-spa
"Txus"-properNoun-fra "Txus"-properNoun-spa
"Tymochenko"-properNoun-fra "Timoshenko"-properNoun-spa
"tympan"-noun-fra "tímpano"-noun-spa
"type"-noun-fra "tipo"-noun-spa
"type d'opération"-noun-fra "clase de operación"-noun-spa
"typer"-verb-fra "caracterizar"-verb-spa
"typhon"-noun-fra "tifón"-noun-spa
"typique"-adjective-fra "típico"-adjective-spa
"typique"-adjective-fra "típico"-adjective-spa
"typique"-adjective-fra "típico"-adjective-spa
"typiquement"-adverb-fra "típicamente"-adverb-spa
"typologie"-noun-fra "tipología"-noun-spa
"typologiquement"-adverb-fra "tipológicamente"-adverb-spa
"Tyr"-properNoun-fra "Tiro"-properNoun-spa
"tyrannie"-noun-fra "tiranía"-noun-spa
"Tyrol"-properNoun-fra "Tirol"-properNoun-spa
"Tzipi Livni"-properNoun-fra "Tzipi Livni"-properNoun-spa
"UA"-noun-fra "UA"-noun-spa
"UAU"-properNoun-fra "UAU"-properNoun-spa
"Úbeda"-properNoun-fra "Úbeda"-properNoun-spa
"UCI"-noun-fra "UCI"-noun-spa
"Udalbiltza"-properNoun-fra "Udalbiltza"-properNoun-spa
"UDF"-noun-fra "UDF"-noun-spa
"Udvar-Hazy"-properNoun-fra "Udvar-Hazy"-properNoun-spa
"UE"-noun-fra "UE"-noun-spa
"UEFA"-noun-fra "UEFA"-noun-spa
"UEK"-properNoun-fra "UEK"-properNoun-spa
"UFE"-noun-fra "UFE"-noun-spa
"Ufesa"-properNoun-fra "Ufesa"-properNoun-spa
"UGT"-noun-fra "UGT"-noun-spa
"Uharte-Arakil"-properNoun-fra "Uharte-Arakil"-properNoun-spa
"Ukan"-properNoun-fra "Ukan"-properNoun-spa
"Ukraine"-properNoun-fra "Ucrania"-properNoun-spa
"Ukraine"-properNoun-fra "Ucrania"-properNoun-spa
"Ukraine subcarpatique"-properNoun-fra "Ucrania subcarpática"-properNoun-spa
"Ukraine subcarpatique"-properNoun-fra "Ucrania transcarpática"-properNoun-spa
"Ullman"-properNoun-fra "Ullman"-properNoun-spa
"ultérieur"-adjective-fra "ulterior"-adjective-spa
"ultérieurement"-adverb-fra "posteriorment"-adverb-spa
"ultime"-adjective-fra "último"-adjective-spa
"UMD"-properNoun-fra "UMD"-properNoun-spa
"UME"-noun-fra "UME"-noun-spa
"UMP"-properNoun-fra "UMP"-properNoun-spa
"Umpro"-properNoun-fra "Umpro"-properNoun-spa
"un"-determiner-fra "uno"-determiner-spa
"un"-determiner-fra "uno"-determiner-spa
"un"-numeral-fra "uno"-numeral-spa
"un"-pronoun-fra "uno"-pronoun-spa
"un"-determiner-fra "uno"-determiner-spa
"un"-determiner-fra "uno"-determiner-spa
"un"-determiner-fra "uno"-determiner-spa
"Unai"-properNoun-fra "Unai"-properNoun-spa
"unanime"-adjective-fra "unánime"-adjective-spa
"unanimité"-noun-fra "unanimidad"-noun-spa
"Unanue"-properNoun-fra "Unanue"-properNoun-spa
"un autre"-determiner-fra "otro"-determiner-spa
"un autre"-determiner-fra "otro"-determiner-spa
"un autre"-determiner-fra "otro"-determiner-spa
"un autre"-determiner-fra "otro"-determiner-spa
"un autre"-determiner-fra "otro"-determiner-spa
"une bonne fois pour toutes"-adverb-fra "de una vez por todas"-adverb-spa
"une fois"-adverb-fra "una vez"-adverb-spa
"Une verité qui derange"-properNoun-fra "Una verdad incómoda"-properNoun-spa
"Une verité qui derange"-properNoun-fra "Una verdad inconveniente"-properNoun-spa
"Unemig"-noun-fra "Unemig"-noun-spa
"UNESCO"-properNoun-fra "UNESCO"-properNoun-spa
"Unicaja"-properNoun-fra "Unicaja"-properNoun-spa
"Unicredito"-properNoun-fra "Unicredito"-properNoun-spa
"Unicrédito"-properNoun-fra "Unicrédito"-properNoun-spa
"unidirectionnel"-adjective-fra "unidireccional"-adjective-spa
"unidirectionnel"-adjective-fra "unidireccional"-adjective-spa
"unidirectionnel"-adjective-fra "unidireccional"-adjective-spa
"Unidos"-properNoun-fra "Unidos"-properNoun-spa
"unification"-noun-fra "unificación"-noun-spa
"unifié"-adjective-fra "unificado"-adjective-spa
"unifier"-verb-fra "unificar"-verb-spa
"uniforme"-adjective-fra "uniforme"-adjective-spa
"uniforme"-noun-fra "uniforme"-noun-spa
"uniformisation"-noun-fra "uniformización"-noun-spa
"unilatéral"-adjective-fra "unilateral"-adjective-spa
"unilatéral"-adjective-fra "unilateral"-adjective-spa
"unilatéral"-adjective-fra "unilateral"-adjective-spa
"unilatéralement"-adverb-fra "unilateralmente"-adverb-spa
"Unimer"-properNoun-fra "Unimer"-properNoun-spa
"union"-noun-fra "unión"-noun-spa
"Union des Républiques Socialistes Soviétiques"-properNoun-fra "Unión de Repúblicas Socialistas Soviéticas"-properNoun-spa
"Union des Republiques Socialistes Soviétiques"-properNoun-fra "Unión de Repúblicas Socialistas Soviéticas"-properNoun-spa
"Union européenne"-properNoun-fra "Unión Europea"-properNoun-spa
"Union Latine"-properNoun-fra "Unión Latina"-properNoun-spa
"Union Soviétique"-properNoun-fra "Unión Soviética"-properNoun-spa
"Union sud-africaine"-properNoun-fra "Unión Sudafricana"-properNoun-spa
"unipersonnel"-adjective-fra "unipersonal"-adjective-spa
"unipersonnel"-adjective-fra "unipersonal"-adjective-spa
"unipersonnel"-adjective-fra "unipersonal"-adjective-spa
"unique"-adjective-fra "único"-adjective-spa
"unique"-adjective-fra "único"-adjective-spa
"unique"-adjective-fra "único"-adjective-spa
"uniquement"-adverb-fra "únicamente"-adverb-spa
"unir"-verb-fra "unir"-verb-spa
"unisexualité"-noun-fra "unisexualidad"-noun-spa
"unité"-noun-fra "unidad"-noun-spa
"unité"-noun-fra "unidad"-noun-spa
"unité"-noun-fra "ud."-noun-spa
"unité familiale"-noun-fra "unidad familiar"-noun-spa
"United"-properNoun-fra "United"-properNoun-spa
"univers"-noun-fra "universo"-noun-spa
"univers"-noun-fra "universo"-noun-spa
"univers"-noun-fra "universo"-noun-spa
"Universal"-properNoun-fra "Universal"-properNoun-spa
"universalité"-noun-fra "universalidad"-noun-spa
"universel"-adjective-fra "universal"-adjective-spa
"universel"-adjective-fra "universal"-adjective-spa
"universel"-adjective-fra "universal"-adjective-spa
"universellement"-adverb-fra "universalmente"-adverb-spa
"universitaire"-adjective-fra "universitario"-adjective-spa
"universitaire"-adjective-fra "universitario"-adjective-spa
"universitaire"-adjective-fra "universitario"-adjective-spa
"université"-noun-fra "universidad"-noun-spa
"Univisión"-properNoun-fra "Univisión"-properNoun-spa
"Unix"-properNoun-fra "Unix"-properNoun-spa
"Unzueta"-properNoun-fra "Unzueta"-properNoun-spa
"Unzurrunzaga"-properNoun-fra "Unzurrunzaga"-properNoun-spa
"UPN"-noun-fra "UPN"-noun-spa
"UPS"-properNoun-fra "UPS"-properNoun-spa
"UPV"-properNoun-fra "UPV"-properNoun-spa
"UPV"-noun-fra "UPV"-noun-spa
"Ur"-properNoun-fra "Ur"-properNoun-spa
"Uranga"-properNoun-fra "Uranga"-properNoun-spa
"uranium"-noun-fra "uranio"-noun-spa
"Uranus"-properNoun-fra "Urano"-properNoun-spa
"urbain"-adjective-fra "urbano"-adjective-spa
"urbanisation"-noun-fra "urbanización"-noun-spa
"urbanisme"-noun-fra "urbanismo"-noun-spa
"urbanistique"-adjective-fra "urbanístico"-adjective-spa
"urbanistique"-adjective-fra "urbanístico"-adjective-spa
"urbanistique"-adjective-fra "urbanístico"-adjective-spa
"urbanistiquement"-adverb-fra "urbanísticamente"-adverb-spa
"Urcabal"-properNoun-fra "Urcabal"-properNoun-spa
"Urdaibai"-properNoun-fra "Urdaibai"-properNoun-spa
"Urdiales"-properNoun-fra "Urdiales"-properNoun-spa
"Urendez"-properNoun-fra "Urendez"-properNoun-spa
"urgemment"-adverb-fra "urgentemente"-adverb-spa
"urgence"-noun-fra "urgencia"-noun-spa
"urgent"-adjective-fra "urgente"-adjective-spa
"urgent"-adjective-fra "urgente"-adjective-spa
"urgent"-adjective-fra "urgente"-adjective-spa
"urgentement"-adverb-fra "urgentemente"-adverb-spa
"Urgull"-properNoun-fra "Urgull"-properNoun-spa
"Uria"-properNoun-fra "Uria"-properNoun-spa
"Uriarte"-properNoun-fra "Uriarte"-properNoun-spa
"Uribarri"-properNoun-fra "Uribarri"-properNoun-spa
"Uribe"-properNoun-fra "Uribe"-properNoun-spa
"Urien"-properNoun-fra "Urien"-properNoun-spa
"urine"-noun-fra "orina"-noun-spa
"Uriz"-properNoun-fra "Uriz"-properNoun-spa
"Urizar"-properNoun-fra "Urizar"-properNoun-spa
"Urkabal"-properNoun-fra "Urkabal"-properNoun-spa
"Urkia"-properNoun-fra "Urkia"-properNoun-spa
"URKIA"-properNoun-fra "URKIA"-properNoun-spa
"Urkiola"-properNoun-fra "Urkiola"-properNoun-spa
"Urkullu"-properNoun-fra "Urkullu"-properNoun-spa
"URL"-noun-fra "URL"-noun-spa
"urne"-noun-fra "urna"-noun-spa
"Urnieta"-properNoun-fra "Urnieta"-properNoun-spa
"Urola"-properNoun-fra "Urola"-properNoun-spa
"Uros"-adjective-fra "Uros"-adjective-spa
"Urrutia"-properNoun-fra "Urrutia"-properNoun-spa
"Urt"-properNoun-fra "Ahurti"-properNoun-spa
"Urtiaga"-properNoun-fra "Urtiaga"-properNoun-spa
"Urtxegi"-properNoun-fra "Urtxegi"-properNoun-spa
"Urtzi"-properNoun-fra "Urtzi"-properNoun-spa
"Uruguay"-properNoun-fra "Uruguay"-properNoun-spa
"uruguayen"-adjective-fra "uruguayo"-adjective-spa
"Urumea"-properNoun-fra "Urumea"-properNoun-spa
"Urweider"-properNoun-fra "Urweider"-properNoun-spa
"Urzaiz"-properNoun-fra "Urzaiz"-properNoun-spa
"Urzúa"-properNoun-fra "Urzúa"-properNoun-spa
"Usabiaga"-properNoun-fra "Usabiaga"-properNoun-spa
"usabilité"-noun-fra "usabilidad"-noun-spa
"usage"-noun-fra "uso"-noun-spa
"USB"-properNoun-fra "USB"-properNoun-spa
"user"-verb-fra "usar"-verb-spa
"usine"-noun-fra "fábrica"-noun-spa
"ustensile"-noun-fra "enser"-noun-spa
"ustensile"-noun-fra "utensilio"-noun-spa
"usufruit"-noun-fra "usufructo"-noun-spa
"usufruit"-noun-fra "uso y disfrute"-noun-spa
"usure"-noun-fra "desgaste"-noun-spa
"usurpation"-noun-fra "usurpación"-noun-spa
"utérus"-noun-fra "útero"-noun-spa
"utérus"-noun-fra "útero"-noun-spa
"utérus"-noun-fra "útero"-noun-spa
"UTESE"-properNoun-fra "UTESE"-properNoun-spa
"utile"-adjective-fra "útil"-adjective-spa
"utilisabilité"-noun-fra "usabilidad"-noun-spa
"utilisable"-adjective-fra "utilizable"-adjective-spa
"utilisateur"-noun-fra "usuario"-noun-spa
"utilisation"-noun-fra "utilización"-noun-spa
"utiliser"-verb-fra "utilizar"-verb-spa
"utilité"-noun-fra "utilidad"-noun-spa
"utopie"-noun-fra "utopía"-noun-spa
"UV"-noun-fra "UV"-noun-spa
"v"-noun-fra "v"-noun-spa
"V"-numeral-fra "V"-numeral-spa
"vacance"-noun-fra "vacaciones"-noun-spa
"vacance"-noun-fra "vacante"-noun-spa
"vacance"-noun-fra "vacante"-noun-spa
"vacances"-noun-fra "vacaciones"-noun-spa
"vacant"-adjective-fra "vacante"-adjective-spa
"vacant"-adjective-fra "vacante"-adjective-spa
"vacant"-adjective-fra "vacante"-adjective-spa
"vacarme"-noun-fra "alboroto"-noun-spa
"vaccin"-noun-fra "vacuna"-noun-spa
"vaccination"-noun-fra "vacunación"-noun-spa
"vacciné"-adjective-fra "vacunado"-adjective-spa
"vache"-noun-fra "vaca"-noun-spa
"Václav Klaus"-properNoun-fra "Václav Klaus"-properNoun-spa
"vacuité"-noun-fra "vacuidad"-noun-spa
"Vaduz"-properNoun-fra "Vaduz"-properNoun-spa
"vagin"-noun-fra "vagina"-noun-spa
"vague"-noun-fra "ola"-noun-spa
"vaillance"-noun-fra "valentía"-noun-spa
"vain"-adjective-fra "vano"-adjective-spa
"vaincre"-verb-fra "vencer"-verb-spa
"vainqueur"-adjective-fra "vencedor"-adjective-spa
"vainqueur"-noun-fra "vencedor"-noun-spa
"vaisselle"-noun-fra "vajilla"-noun-spa
"valable"-adjective-fra "válido"-adjective-spa
"valable"-adjective-fra "válido"-adjective-spa
"valable"-adjective-fra "válido"-adjective-spa
"Valachie"-properNoun-fra "Valaquia"-properNoun-spa
"Val d'Aran"-properNoun-fra "Val d'Aran"-properNoun-spa
"Valdas Adamkus"-properNoun-fra "Valdas Adamkus"-properNoun-spa
"Val-de-Marne"-properNoun-fra "Valle del Marne"-properNoun-spa
"Val-de-Marne"-properNoun-fra "Val-de-Marne"-properNoun-spa
"Valdés"-properNoun-fra "Valdés"-properNoun-spa
"Valdis Zatlers"-properNoun-fra "Valdis Zatlers"-properNoun-spa
"Valdo"-properNoun-fra "Valdo"-properNoun-spa
"Val-d'Oise"-properNoun-fra "Val-d'Oise"-properNoun-spa
"Val-d'Oise"-properNoun-fra "Valle del Oise"-properNoun-spa
"valence"-noun-fra "valencia"-noun-spa
"Valence"-properNoun-fra "València"-properNoun-spa
"Valence"-properNoun-fra "Valence"-properNoun-spa
"Valence"-properNoun-fra "Valencia"-properNoun-spa
"valencianiste"-adjective-fra "valencianista"-adjective-spa
"valencien"-adjective-fra "valenciano"-adjective-spa
"valencien"-noun-fra "valenciano"-noun-spa
"Valentín"-properNoun-fra "Valentín"-properNoun-spa
"Valentino"-properNoun-fra "Valentino"-properNoun-spa
"Valérie"-properNoun-fra "Valérie"-properNoun-spa
"Valero"-properNoun-fra "Valero"-properNoun-spa
"Valery"-properNoun-fra "Valery"-properNoun-spa
"Valéry"-properNoun-fra "Valéry"-properNoun-spa
"valet"-noun-fra "criado"-noun-spa
"valeur"-noun-fra "valor"-noun-spa
"valeur ajoutée"-noun-fra "valor añadido"-noun-spa
"valeur industrielle"-noun-fra "valor industrial"-noun-spa
"valeur locative"-noun-fra "valor catastral"-noun-spa
"valeur mobilière"-noun-fra "valor mobiliario"-noun-spa
"valeur mobilière"-noun-fra "título valor"-noun-spa
"valeur nominale"-noun-fra "valor nominal"-noun-spa
"valeur d'échange"-noun-fra "valor de cambio"-noun-spa
"validation"-noun-fra "validación"-noun-spa
"validement"-adverb-fra "válidamente"-adverb-spa
"valider"-verb-fra "validar"-verb-spa
"validité"-noun-fra "validez"-noun-spa
"Valira"-properNoun-fra "Valira"-properNoun-spa
"valise"-noun-fra "maleta"-noun-spa
"Valjavec"-properNoun-fra "Valjavec"-properNoun-spa
"Vall"-properNoun-fra "Vall"-properNoun-spa
"Valladolid"-properNoun-fra "Valladolid"-properNoun-spa
"Valladolid"-properNoun-fra "Valladolid"-properNoun-spa
"Valle de Arán"-properNoun-fra "Valle de Arán"-properNoun-spa
"vallée"-noun-fra "valle"-noun-spa
"Vallée des Rois"-properNoun-fra "Valle de los Reyes"-properNoun-spa
"Vallejo"-properNoun-fra "Vallejo"-properNoun-spa
"Vallés"-properNoun-fra "Vallés"-properNoun-spa
"Vallès"-properNoun-fra "Vallès"-properNoun-spa
"Valls"-properNoun-fra "Valls"-properNoun-spa
"valoir"-verb-fra "valer"-verb-spa
"valorisation"-noun-fra "valorización"-noun-spa
"valoriser"-verb-fra "valorizar"-verb-spa
"Valverde"-properNoun-fra "Valverde"-properNoun-spa
"Valverde"-properNoun-fra "Valverde"-properNoun-spa
"vampire"-noun-fra "vampiro"-noun-spa
"Van"-properNoun-fra "Van"-properNoun-spa
"Van Gogh"-properNoun-fra "Van Gogh"-properNoun-spa
"vandalisme"-noun-fra "vandalismo"-noun-spa
"Vandborg"-properNoun-fra "Vandborg"-properNoun-spa
"Vandevelde"-properNoun-fra "Vandevelde"-properNoun-spa
"Vanesa"-properNoun-fra "Vanesa"-properNoun-spa
"Vanessa"-properNoun-fra "Vanessa"-properNoun-spa
"vanité"-noun-fra "vanidad"-noun-spa
"Vannes"-properNoun-fra "Vannes"-properNoun-spa
"Vanotti"-properNoun-fra "Vanotti"-properNoun-spa
"vanter"-verb-fra "elogiar"-verb-spa
"vanter"-verb-fra "alardear"-verb-spa
"vanter"-verb-fra "jactar"-verb-spa
"Vanuatu"-properNoun-fra "Vanuatu"-properNoun-spa
"vapeur"-noun-fra "vapor"-noun-spa
"vaporisation"-noun-fra "vaporización"-noun-spa
"Var"-properNoun-fra "Var"-properNoun-spa
"Varela"-properNoun-fra "Varela"-properNoun-spa
"Varga"-properNoun-fra "Varga"-properNoun-spa
"Vargas"-properNoun-fra "Vargas"-properNoun-spa
"variabilité"-noun-fra "variabilidad"-noun-spa
"variable"-adjective-fra "variable"-adjective-spa
"variable"-noun-fra "variable"-noun-spa
"variante"-noun-fra "variante"-noun-spa
"variation"-noun-fra "variación"-noun-spa
"variation"-noun-fra "variac."-noun-spa
"variation"-noun-fra "variac."-noun-spa
"variation"-noun-fra "variac."-noun-spa
"varier"-verb-fra "variar"-verb-spa
"variété"-noun-fra "variedad"-noun-spa
"Varsovie"-properNoun-fra "Varsovia"-properNoun-spa
"Varsovie"-properNoun-fra "Varsovia"-properNoun-spa
"Vasallo"-properNoun-fra "Vasallo"-properNoun-spa
"Vasco da Gama"-properNoun-fra "Vasco de Gama"-properNoun-spa
"vascularisation"-noun-fra "vascularización"-noun-spa
"vase"-noun-fra "jarrón"-noun-spa
"vase"-noun-fra "barro"-noun-spa
"Vasseur"-properNoun-fra "Vasseur"-properNoun-spa
"vaste"-adjective-fra "vasto"-adjective-spa
"vaste"-adjective-fra "vasto"-adjective-spa
"vaste"-adjective-fra "vasto"-adjective-spa
"Vatican"-properNoun-fra "Vaticano"-properNoun-spa
"Vatican"-properNoun-fra "Vaticano"-properNoun-spa
"vaticiner"-verb-fra "vaticinar"-verb-spa
"Vaucluse"-properNoun-fra "Vaucluse"-properNoun-spa
"vautour"-noun-fra "buitre"-noun-spa
"vautour"-noun-fra "buitre"-noun-spa
"vautour"-noun-fra "buitre"-noun-spa
"Vaya Semanita"-properNoun-fra "Vaya Semanita"-properNoun-spa
"Vázquez"-properNoun-fra "Vázquez"-properNoun-spa
"veau"-noun-fra "ternera"-noun-spa
"vedette"-noun-fra "estrella"-noun-spa
"vedette"-noun-fra "vedette"-noun-spa
"Vega"-properNoun-fra "Vega"-properNoun-spa
"végétal"-noun-fra "vegetal"-noun-spa
"végétal"-adjective-fra "vegetal"-adjective-spa
"végétal"-adjective-fra "vegetal"-adjective-spa
"végétal"-adjective-fra "vegetal"-adjective-spa
"végétation"-noun-fra "vegetación"-noun-spa
"véhiculaire"-adjective-fra "vehicular"-adjective-spa
"véhicule"-noun-fra "vehículo"-noun-spa
"véhiculer"-verb-fra "transportar"-verb-spa
"Veiga"-properNoun-fra "Veiga"-properNoun-spa
"veille"-noun-fra "víspera"-noun-spa
"veille"-noun-fra "vigilia"-noun-spa
"veillée funèbre"-noun-fra "velatorio"-noun-spa
"veiller"-verb-fra "velar"-verb-spa
"veine"-noun-fra "vena"-noun-spa
"veine"-noun-fra "vena"-noun-spa
"veine"-noun-fra "veta"-noun-spa
"Velasco"-properNoun-fra "Velasco"-properNoun-spa
"Velázquez"-properNoun-fra "Velázquez"-properNoun-spa
"velero"-noun-fra "velero"-noun-spa
"Vélez"-properNoun-fra "Vélez"-properNoun-spa
"Vélib"-properNoun-fra "Vélib"-properNoun-spa
"velléité"-noun-fra "veleidad"-noun-spa
"vélo"-noun-fra "bicicleta"-noun-spa
"vélo"-noun-fra "bici"-noun-spa
"vélocité"-noun-fra "velocidad"-noun-spa
"vélodrome"-noun-fra "velódromo"-noun-spa
"velours"-noun-fra "terciopelo"-noun-spa
"velours"-noun-fra "terciopelo"-noun-spa
"velours"-noun-fra "terciopelo"-noun-spa
"Velux"-properNoun-fra "Velux"-properNoun-spa
"Vème"-adjective-fra "V"-adjective-spa
"Venancio"-properNoun-fra "Venancio"-properNoun-spa
"Vendée"-properNoun-fra "Vendée"-properNoun-spa
"vendeur"-noun-fra "vendedor"-noun-spa
"vendre"-verb-fra "vender"-verb-spa
"vendredi"-noun-fra "viernes"-noun-spa
"vendredi"-noun-fra "viernes"-noun-spa
"vendredi"-noun-fra "viernes"-noun-spa
"vendre au rabais"-verb-fra "vender rebajado"-verb-spa
"vendre aux enchères"-verb-fra "subastar"-verb-spa
"vendre comme des petits pains"-verb-fra "vender como rosquillas"-verb-spa
"vendre la mèche"-verb-fra "ir de la lengua"-verb-spa
"Vénétie"-properNoun-fra "Véneto"-properNoun-spa
"Venezuela"-properNoun-fra "Venezuela"-properNoun-spa
"vénézuélien"-adjective-fra "venezolano"-adjective-spa
"vénézuélien"-noun-fra "venezolano"-noun-spa
"vengeance"-noun-fra "venganza"-noun-spa
"venger"-verb-fra "vengar"-verb-spa
"venir"-verb-fra "venir"-verb-spa
"Venise"-properNoun-fra "Venecia"-properNoun-spa
"Venise"-properNoun-fra "Venecia"-properNoun-spa
"vent"-noun-fra "viento"-noun-spa
"vente"-noun-fra "venta"-noun-spa
"vente ambulante"-noun-fra "venta ambulante"-noun-spa
"vente ambulante"-noun-fra "venta callejera"-noun-spa
"vente au détail"-noun-fra "venta al por menor"-noun-spa
"vente aux enchères"-noun-fra "subasta"-noun-spa
"vente en gros"-noun-fra "venta al por mayor"-noun-spa
"vent arrière"-noun-fra "viento de cola"-noun-spa
"vent contre"-noun-fra "viento en contra"-noun-spa
"vent de coté"-noun-fra "viento cruzado"-noun-spa
"vent de côté"-noun-fra "viento cruzado"-noun-spa
"vent debout"-noun-fra "viento en contra"-noun-spa
"vent de tempête"-noun-fra "vendaval"-noun-spa
"ventilateur"-noun-fra "ventilador"-noun-spa
"ventilation"-noun-fra "ventilación"-noun-spa
"ventre"-noun-fra "vientre"-noun-spa
"ventre"-noun-fra "barriga"-noun-spa
"Vénus"-properNoun-fra "Venus"-properNoun-spa
"Vénus"-properNoun-fra "Venus"-properNoun-spa
"Veolia"-properNoun-fra "Veolia"-properNoun-spa
"véracité"-noun-fra "veracidad"-noun-spa
"verbal"-adjective-fra "verbal"-adjective-spa
"verbal"-adjective-fra "verbal"-adjective-spa
"verbal"-adjective-fra "verbal"-adjective-spa
"verbalement"-adverb-fra "verbalmente"-adverb-spa
"verbe"-noun-fra "verbo"-noun-spa
"verdict"-noun-fra "veredicto"-noun-spa
"Verdini"-properNoun-fra "Verdini"-properNoun-spa
"Verdú"-properNoun-fra "Verdú"-properNoun-spa
"Verdun"-properNoun-fra "Verdun"-properNoun-spa
"Vergara"-properNoun-fra "Vergara"-properNoun-spa
"verger"-noun-fra "huerta"-noun-spa
"verger"-noun-fra "huerto"-noun-spa
"véridique"-adjective-fra "veraz"-adjective-spa
"vérifiable"-adjective-fra "verificable"-adjective-spa
"vérification"-noun-fra "comprobación"-noun-spa
"vérification"-noun-fra "bastanteo"-noun-spa
"vérification"-noun-fra "verificación"-noun-spa
"vérification du solde"-noun-fra "consulta de saldo"-noun-spa
"vérifié"-adjective-fra "comprobado"-adjective-spa
"vérifier"-verb-fra "verificar"-verb-spa
"vérifier"-verb-fra "bastantear"-verb-spa
"vérifier"-verb-fra "comprobar"-verb-spa
"VeriSign"-properNoun-fra "VeriSign"-properNoun-spa
"véritable"-adjective-fra "verdadero"-adjective-spa
"véritable"-adjective-fra "auténtico"-adjective-spa
"véritable"-adjective-fra "verdadero"-adjective-spa
"véritable"-adjective-fra "verdadero"-adjective-spa
"véritable"-adjective-fra "auténtico"-adjective-spa
"véritable"-adjective-fra "auténtico"-adjective-spa
"véritablement"-adverb-fra "verdaderamente"-adverb-spa
"véritablement"-adverb-fra "verdaderamente"-adverb-spa
"vérité"-noun-fra "verdad"-noun-spa
"Verkhoïansk"-properNoun-fra "Verjoyansk"-properNoun-spa
"Vermeulen"-properNoun-fra "Vermeulen"-properNoun-spa
"vernisseur"-noun-fra "barnizador"-noun-spa
"Verone"-properNoun-fra "Verona"-properNoun-spa
"Véronèse"-properNoun-fra "Veronés"-properNoun-spa
"Verónica"-properNoun-fra "Verónica"-properNoun-spa
"Véronique"-properNoun-fra "Véronique"-properNoun-spa
"verre"-noun-fra "vaso"-noun-spa
"verre"-noun-fra "vidrio"-noun-spa
"verrou"-noun-fra "cerrojo"-noun-spa
"verrouiller"-verb-fra "bloquear"-verb-spa
"vers"-preposition-fra "hacia"-preposition-spa
"vers"-noun-fra "verso"-noun-spa
"vers"-noun-fra "verso"-noun-spa
"vers"-noun-fra "verso"-noun-spa
"Versace"-properNoun-fra "Versace"-properNoun-spa
"Versailles"-properNoun-fra "Versalles"-properNoun-spa
"Versailles"-properNoun-fra "Versalles"-properNoun-spa
"versant"-noun-fra "vertiente"-noun-spa
"versant"-noun-fra "ladera"-noun-spa
"versatile"-adjective-fra "versátil"-adjective-spa
"versatilité"-noun-fra "versatilidad"-noun-spa
"verser"-verb-fra "echar"-verb-spa
"verser"-verb-fra "verter"-verb-spa
"verser sur un compte"-verb-fra "ingresar dinero"-verb-spa
"versification"-noun-fra "versificación"-noun-spa
"version"-noun-fra "versión"-noun-spa
"vert"-noun-fra "verde"-noun-spa
"vert"-adjective-fra "verde"-adjective-spa
"vert"-adjective-fra "verde"-adjective-spa
"vert"-adjective-fra "verde"-adjective-spa
"vertèbre"-noun-fra "vértebra"-noun-spa
"vertical"-adjective-fra "vertical"-adjective-spa
"vertical"-adjective-fra "vertical"-adjective-spa
"vertical"-adjective-fra "vertical"-adjective-spa
"verticalement"-adverb-fra "verticalmente"-adverb-spa
"verticalité"-noun-fra "verticalidad"-noun-spa
"vertige"-noun-fra "vértigo"-noun-spa
"vertige"-noun-fra "mareo"-noun-spa
"vertigineux"-adjective-fra "vertiginoso"-adjective-spa
"vertigineux"-adjective-fra "vertiginoso"-adjective-spa
"vertigineux"-adjective-fra "vertiginoso"-adjective-spa
"vertigineux"-adjective-fra "vertiginoso"-adjective-spa
"vertu"-noun-fra "virtud"-noun-spa
"vertueux"-adjective-fra "virtuoso"-adjective-spa
"vertueux"-adjective-fra "virtuoso"-adjective-spa
